lost	top1_known	score	top10
adadaut	MU.MU	-18.1288	"[[""MU.MU"", -18.1288], [""TEMEN"", -18.1288], [""BI-BU"", -18.1288], [""NAGAR"", -18.1288], [""GIGIR"", -18.1288], [""TI.LA"", -18.1288], [""LUGAL"", -18.1288], [""NINDA"", -18.1288], [""HALṢI"", -18.1288], [""EN-SI"", -18.1288]]"
adadauti	GUŠKIN	-20.6063	"[[""GUŠKIN"", -20.6063], [""GAG.TI"", -20.6063], [""UR.GI₇"", -20.6063], [""KI.MIN"", -20.6063], [""GIBIL₂"", -20.6063], [""GEŠTIN"", -20.6063], [""E₂.DIN"", -20.6063], [""E₂.GAL"", -20.6063], [""KASKAL"", -20.6063], [""ŠE.PAD"", -20.6063]]"
adadautin	MAN-nusi	-20.7229	"[[""MAN-nusi"", -20.7229], [""MAN-usi"", -20.8334], [""LU₂-tuxi"", -20.9891], [""MAN-tuxi"", -20.9891], [""AD-usi"", -21.4588], [""IR₃-aʃt-"", -21.6783], [""masi"", -22.8546], [""NIG₂.BA"", -23.097], [""LU₂.KU₃"", -23.097], [""GU₄.AB₂"", -23.097]]"
adadautinu	MAN-tuxi	-24.1325	"[[""MAN-tuxi"", -24.1325], [""LU₂-tuxi"", -24.1325], [""MAN-nusi"", -24.2241], [""MAN-usi"", -24.3188], [""IR₃-aʃt-"", -24.4547], [""AD-usi"", -24.9494], [""MAN-nu-"", -25.2249], [""URU.TUR"", -25.5197], [""NIG₂.BA"", -25.5197], [""GABA.RI"", -25.5197]]"
adau	GAL	-10.6439	"[[""GAL"", -10.6439], [""NA₅"", -10.6439], [""IR₃"", -10.6439], [""GIŠ"", -10.6439], [""ITU"", -10.6439], [""NA₄"", -10.6439], [""KAD"", -10.6439], [""TIR"", -10.6439], [""GIG"", -10.6439], [""NAM"", -10.6439]]"
adaut	SIG₅	-13.1999	"[[""SIG₅"", -13.1999], [""GAN₂"", -13.1999], [""TUG₂"", -13.1999], [""GAR₃"", -13.1999], [""KU.X"", -13.1999], [""KUR₂"", -13.1999], [""KU₂-"", -13.1999], [""A.SI"", -13.1999], [""GIR₃"", -13.1999], [""BĒLU"", -13.1999]]"
adauti	DUMU	-15.6764	"[[""DUMU"", -15.6764], [""TĪRU"", -15.6764], [""TUG₂"", -15.6764], [""GIR₂"", -15.6764], [""GABA"", -15.6764], [""A.SI"", -15.6764], [""SIG₇"", -15.6764], [""KUR₂"", -15.6764], [""BĒLU"", -15.6764], [""SIG₅"", -15.6764]]"
adautin	MAN-usi	-15.6339	"[[""MAN-usi"", -15.6339], [""AD-usi"", -15.7704], [""LU₂-tuxi"", -15.9028], [""MAN-tuxi"", -15.9028], [""MAN-nusi"", -16.2887], [""masi"", -16.4512], [""aʃti"", -16.555], [""IR₃-aʃt-"", -16.8986], [""naxitsi"", -17.194], [""ʃisi"", -17.8715]]"
adautinu	LU₂-tuxi	-19.0191	"[[""LU₂-tuxi"", -19.0191], [""MAN-tuxi"", -19.0191], [""MAN-usi"", -19.1107], [""AD-usi"", -19.2549], [""IR₃-aʃt-"", -19.6247], [""MAN-nusi"", -19.7901], [""masi"", -19.9513], [""aʃti"", -20.0621], [""meʃi-"", -20.2275], [""ti-"", -20.388]]"
adautinui	MAN-usi	-21.9402	"[[""MAN-usi"", -21.9402], [""AD-usi"", -22.2145], [""MAN-tuxi"", -22.2338], [""LU₂-tuxi"", -22.2338], [""IR₃-aʃt-"", -22.5727], [""meʃi-"", -23.0523], [""E₂.URU₄"", -23.097], [""NIG₂.BA"", -23.097], [""GABA.RI"", -23.097], [""NIG₂.GA"", -23.097]]"
adautinuin	MAN-usi	-19.1666	"[[""MAN-usi"", -19.1666], [""AD-usi"", -19.595], [""susi"", -21.0345], [""masi"", -21.4258], [""MAN-nusi"", -21.4768], [""ʃisi"", -21.7182], [""ʃusi"", -21.7182], [""LU₂-tuxi"", -22.307], [""MAN-tuxi"", -22.307], [""aʃtiutsi"", -22.7448]]"
adaw	GAL	-10.6439	"[[""GAL"", -10.6439], [""NA₅"", -10.6439], [""IR₃"", -10.6439], [""GIŠ"", -10.6439], [""ITU"", -10.6439], [""NA₄"", -10.6439], [""KAD"", -10.6439], [""TIR"", -10.6439], [""GIG"", -10.6439], [""NAM"", -10.6439]]"
adawa	TĪRU	-13.1999	"[[""TĪRU"", -13.1999], [""GAN₂"", -13.1999], [""GAR₃"", -13.1999], [""KU.X"", -13.1999], [""SIG₇"", -13.1999], [""INIM"", -13.1999], [""A.SI"", -13.1999], [""DUMU"", -13.1999], [""GIR₃"", -13.1999], [""GABA"", -13.1999]]"
adawai	SIG₅	-15.6764	"[[""SIG₅"", -15.6764], [""ANŠE"", -15.6764], [""KU₂-"", -15.6764], [""GAR₃"", -15.6764], [""GABA"", -15.6764], [""DUMU"", -15.6764], [""A.SI"", -15.6764], [""GAN₂"", -15.6764], [""TUG₂"", -15.6764], [""BĒLU"", -15.6764]]"
adawaij	BAL-te	-13.8823	"[[""BAL-te"", -13.8823], [""SIKIL"", -18.1288], [""MUNUS"", -18.1288], [""BARA₂"", -18.1288], [""LUGAL"", -18.1288], [""MU.MU"", -18.1288], [""KIŠIB"", -18.1288], [""UKKIN"", -18.1288], [""URUDU"", -18.1288], [""NUMUN"", -18.1288]]"
adawaija	BAL-te	-17.388	"[[""BAL-te"", -17.388], [""GIBIL₂"", -20.6063], [""E₂.DIN"", -20.6063], [""UR.GI₇"", -20.6063], [""DINGIR"", -20.6063], [""AN.BAR"", -20.6063], [""KASKAL"", -20.6063], [""ŠE.PAD"", -20.6063], [""EN.NAM"", -20.6063], [""E₂.GAL"", -20.6063]]"
adi	SI	-8.1187	"[[""SI"", -8.1187], [""E₂"", -8.1187], [""BA"", -8.1187], [""UN"", -8.1187], [""A₂"", -8.1187], [""IM"", -8.1187], [""AD"", -8.1187], [""I₂"", -8.1187], [""ME"", -8.1187], [""ŠE"", -8.1187]]"
adik	AB₂	-10.6439	"[[""AB₂"", -10.6439], [""KIN"", -10.6439], [""LIŠ"", -10.6439], [""NAM"", -10.6439], [""IR₃"", -10.6439], [""KU₃"", -10.6439], [""ŠA₃"", -10.6439], [""ŠUM"", -10.6439], [""DU₃"", -10.6439], [""BAR"", -10.6439]]"
adiki	KU₂-	-13.1999	"[[""KU₂-"", -13.1999], [""GABA"", -13.1999], [""A.SI"", -13.1999], [""KU.X"", -13.1999], [""SIG₇"", -13.1999], [""BĒLU"", -13.1999], [""KUR₂"", -13.1999], [""GIR₂"", -13.1999], [""SIG₅"", -13.1999], [""DUMU"", -13.1999]]"
adikit	tsʼui	-15.3465	"[[""tsʼui"", -15.3465], [""mutsʼi"", -15.3667], [""A.SI"", -15.6764], [""KU.X"", -15.6764], [""BĒLU"", -15.6764], [""TUG₂"", -15.6764], [""INIM"", -15.6764], [""SIG₅"", -15.6764], [""GABA"", -15.6764], [""DUMU"", -15.6764]]"
adikite	utsʼ-	-17.0494	"[[""utsʼ-"", -17.0494], [""tsaʃ-"", -17.2929], [""sutʼ-"", -17.3118], [""tsʼib-"", -17.6717], [""tsaʃɡ-"", -17.8654], [""TEMEN"", -18.1288], [""BANEŠ"", -18.1288], [""TÎLLI"", -18.1288], [""ERIN₂"", -18.1288], [""TUKUL"", -18.1288]]"
adikites	tsaʃɡ-	-17.3423	"[[""tsaʃɡ-"", -17.3423], [""tsʼib-"", -17.9564], [""tsad-"", -19.5195], [""tseld-"", -19.6288], [""utsʼ-"", -19.8773], [""tsaʃ-"", -20.1153], [""sutʼ-"", -20.1535], [""GAG.TI"", -20.6063], [""EN.NAM"", -20.6063], [""GEŠTIN"", -20.6063]]"
adikitesi	tsaʃɡ-	-20.1655	"[[""tsaʃɡ-"", -20.1655], [""tsʼib-"", -20.7672], [""tsad-"", -22.355], [""tseld-"", -22.452], [""utsʼ-"", -22.7079], [""sutʼ-"", -22.9857], [""GU₄.AB₂"", -23.097], [""UDU.GAL"", -23.097], [""LU₂.KU₃"", -23.097], [""NIG₂.BA"", -23.097]]"
adikitesir	tsaʃɡ-	-23.2705	"[[""tsaʃɡ-"", -23.2705], [""tsʼib-"", -23.8448], [""tsad-"", -25.4508], [""LU₂.TUR"", -25.5197], [""NIG₂.BA"", -25.5197], [""LU₂.KU₃"", -25.5197], [""E₂.URU₄"", -25.5197], [""UDU.GAL"", -25.5197], [""URU.TUR"", -25.5197], [""GABA.RI"", -25.5197]]"
adikitet	tsaʃɡ-	-17.341	"[[""tsaʃɡ-"", -17.341], [""tsʼib-"", -17.9564], [""tsad-"", -19.5195], [""tseld-"", -19.6288], [""utsʼ-"", -19.8773], [""tsaʃ-"", -20.0961], [""sutʼ-"", -20.1535], [""DINGIR"", -20.6063], [""GAG.TI"", -20.6063], [""GUŠKIN"", -20.6063]]"
adikitete	tsaʃɡ-	-20.1346	"[[""tsaʃɡ-"", -20.1346], [""tsʼib-"", -20.742], [""tsad-"", -22.341], [""tseld-"", -22.4363], [""tsaʃ-"", -22.6084], [""utsʼ-"", -22.7129], [""sutʼ-"", -22.9916], [""E₂.URU₄"", -23.097], [""GABA.RI"", -23.097], [""UDU.GAL"", -23.097]]"
adikiteter	tsaʃɡ-	-22.4623	"[[""tsaʃɡ-"", -22.4623], [""tsʼib-"", -23.117], [""tsad-"", -24.9792], [""tseld-"", -25.0345], [""GABA.RI"", -25.5197], [""LU₂.KU₃"", -25.5197], [""LU₂.TUR"", -25.5197], [""E₂.URU₄"", -25.5197], [""NIG₂.BA"", -25.5197], [""NIG₂.GA"", -25.5197]]"
adikitu	utsʼ-	-17.0494	"[[""utsʼ-"", -17.0494], [""tsaʃ-"", -17.2929], [""sutʼ-"", -17.3118], [""tsʼib-"", -18.1238], [""BANEŠ"", -18.1288], [""MUNUS"", -18.1288], [""NAGAR"", -18.1288], [""TEMEN"", -18.1288], [""U₄-ME"", -18.1288], [""UTUL₂"", -18.1288]]"
adikituj	BAL-te	-18.7343	"[[""BAL-te"", -18.7343], [""tsʼare"", -18.8316], [""utsʼ-"", -19.8848], [""tsaʃ-"", -20.1153], [""sutʼ-"", -20.161], [""atsʼuʃe"", -20.3948], [""tsʼib-"", -20.5674], [""KASKAL"", -20.6063], [""KI.MIN"", -20.6063], [""EN.NAM"", -20.6063]]"
adikituja	BAL-te	-22.2359	"[[""BAL-te"", -22.2359], [""tsʼare"", -22.3322], [""utsʼ-"", -22.9931], [""LU₂.KU₃"", -23.097], [""UDU.GAL"", -23.097], [""LU₂.TUR"", -23.097], [""GABA.RI"", -23.097], [""NIG₂.BA"", -23.097], [""URU.TUR"", -23.097], [""E₂.URU₄"", -23.097]]"
adikitujas	LU₂.TUR	-25.5197	"[[""LU₂.TUR"", -25.5197], [""NIG₂.BA"", -25.5197], [""UDU.GAL"", -25.5197], [""URU.TUR"", -25.5197], [""E₂.URU₄"", -25.5197], [""GU₄.AB₂"", -25.5197], [""NIG₂.GA"", -25.5197], [""GABA.RI"", -25.5197], [""LU₂.KU₃"", -25.5197], [""URI₃.GAL"", -25.5942]]"
aea	nuld-	-7.4169	"[[""nuld-"", -7.4169], [""I₃"", -8.1187], [""AD"", -8.1187], [""ZU"", -8.1187], [""I₂"", -8.1187], [""BA"", -8.1187], [""IM"", -8.1187], [""KI"", -8.1187], [""ŠE"", -8.1187], [""ME"", -8.1187]]"
aead	nuld-	-10.2372	"[[""nuld-"", -10.2372], [""KA₂"", -10.6439], [""PA₅"", -10.6439], [""TIR"", -10.6439], [""MAN"", -10.6439], [""BAR"", -10.6439], [""KAD"", -10.6439], [""ŠA₃"", -10.6439], [""ITU"", -10.6439], [""GU₄"", -10.6439]]"
aeadi	A.SI	-13.1999	"[[""A.SI"", -13.1999], [""GABA"", -13.1999], [""GIR₂"", -13.1999], [""TĪRU"", -13.1999], [""ANŠE"", -13.1999], [""TUG₂"", -13.1999], [""DUMU"", -13.1999], [""GAN₂"", -13.1999], [""SIG₇"", -13.1999], [""KU₂-"", -13.1999]]"
aeadik	GABA	-15.6764	"[[""GABA"", -15.6764], [""TUG₂"", -15.6764], [""KU₂-"", -15.6764], [""GIR₂"", -15.6764], [""KUR₂"", -15.6764], [""SIG₅"", -15.6764], [""ANŠE"", -15.6764], [""SIG₇"", -15.6764], [""KU.X"", -15.6764], [""GIR₃"", -15.6764]]"
aeadiki	U₂.ŠE	-18.1288	"[[""U₂.ŠE"", -18.1288], [""BANEŠ"", -18.1288], [""MA.NA"", -18.1288], [""GIBIL"", -18.1288], [""NAGAR"", -18.1288], [""BARA₂"", -18.1288], [""SIKIL"", -18.1288], [""AM.SI"", -18.1288], [""NINDA"", -18.1288], [""TUKUL"", -18.1288]]"
aeadikit	KASKAL	-20.6063	"[[""KASKAL"", -20.6063], [""GAG.TI"", -20.6063], [""GIBIL₂"", -20.6063], [""UR.GI₇"", -20.6063], [""KI.MIN"", -20.6063], [""E₂.GAL"", -20.6063], [""ŠE.PAD"", -20.6063], [""DINGIR"", -20.6063], [""EN.NAM"", -20.6063], [""GEŠTIN"", -20.6063]]"
aeadikite	batq-	-22.4415	"[[""batq-"", -22.4415], [""LU₂.KU₃"", -23.097], [""NIG₂.GA"", -23.097], [""GABA.RI"", -23.097], [""URU.TUR"", -23.097], [""GU₄.AB₂"", -23.097], [""NIG₂.BA"", -23.097], [""UDU.GAL"", -23.097], [""E₂.URU₄"", -23.097], [""LU₂.TUR"", -23.097]]"
aeadikitet	tsaʃɡ-	-24.3504	"[[""tsaʃɡ-"", -24.3504], [""tsʼib-"", -24.9655], [""batq-"", -25.2596], [""E₂.URU₄"", -25.5197], [""NIG₂.BA"", -25.5197], [""NIG₂.GA"", -25.5197], [""GU₄.AB₂"", -25.5197], [""URU.TUR"", -25.5197], [""LU₂.KU₃"", -25.5197], [""UDU.GAL"", -25.5197]]"
aid	I₃	-8.1187	"[[""I₃"", -8.1187], [""IM"", -8.1187], [""UN"", -8.1187], [""SI"", -8.1187], [""EN"", -8.1187], [""A₂"", -8.1187], [""MU"", -8.1187], [""AD"", -8.1187], [""E₂"", -8.1187], [""TI"", -8.1187]]"
aida	ŠA₃	-10.6439	"[[""ŠA₃"", -10.6439], [""KAD"", -10.6439], [""NA₅"", -10.6439], [""KA₂"", -10.6439], [""ŠUM"", -10.6439], [""KIN"", -10.6439], [""ITU"", -10.6439], [""GAR"", -10.6439], [""DU₃"", -10.6439], [""URU"", -10.6439]]"
aidaa	A.SI	-13.1999	"[[""A.SI"", -13.1999], [""SIG₅"", -13.1999], [""TUG₂"", -13.1999], [""ANŠE"", -13.1999], [""GIR₂"", -13.1999], [""GAN₂"", -13.1999], [""GABA"", -13.1999], [""GAR₃"", -13.1999], [""GIR₃"", -13.1999], [""INIM"", -13.1999]]"
aidaau	KU.X	-15.6764	"[[""KU.X"", -15.6764], [""SIG₅"", -15.6764], [""KUR₂"", -15.6764], [""INIM"", -15.6764], [""SIG₇"", -15.6764], [""GIR₂"", -15.6764], [""GABA"", -15.6764], [""TUG₂"", -15.6764], [""TĪRU"", -15.6764], [""GAR₃"", -15.6764]]"
aidaj	sane	-11.4413	"[[""sane"", -11.4413], [""KU.X"", -13.1999], [""INIM"", -13.1999], [""ANŠE"", -13.1999], [""SIG₅"", -13.1999], [""KUR₂"", -13.1999], [""GAN₂"", -13.1999], [""GABA"", -13.1999], [""TUG₂"", -13.1999], [""SIG₇"", -13.1999]]"
aidaja	sane	-14.9441	"[[""sane"", -14.9441], [""INIM"", -15.6764], [""TUG₂"", -15.6764], [""ANŠE"", -15.6764], [""GAR₃"", -15.6764], [""A.SI"", -15.6764], [""GAN₂"", -15.6764], [""KUR₂"", -15.6764], [""SIG₅"", -15.6764], [""GIR₂"", -15.6764]]"
aidajas	MU.MU	-18.1288	"[[""MU.MU"", -18.1288], [""AGRIG"", -18.1288], [""BANEŠ"", -18.1288], [""AM.SI"", -18.1288], [""U₂.ŠE"", -18.1288], [""URUDU"", -18.1288], [""BI-BU"", -18.1288], [""ERIN₂"", -18.1288], [""EN-SI"", -18.1288], [""SIKIL"", -18.1288]]"
aij	ate	-6.9803	"[[""ate"", -6.9803], [""ute"", -6.9803], [""sie"", -7.5343], [""teq-"", -7.5613], [""teʃ-"", -7.5613], [""ter-"", -7.5613], [""sane"", -7.6522], [""meʃe"", -7.6531], [""taʃe"", -7.6618], [""ʔaʃe"", -7.6618]]"
aija	ter-	-9.7526	"[[""ter-"", -9.7526], [""teʃ-"", -9.7526], [""teq-"", -9.7526], [""teʃi"", -10.4669], [""ate"", -10.4864], [""ute"", -10.4864], [""PAP"", -10.6439], [""GAR"", -10.6439], [""ITU"", -10.6439], [""DUB"", -10.6439]]"
ain	masi	-4.4289	"[[""masi"", -4.4289], [""nu"", -4.5958], [""susi"", -5.8633], [""tini"", -6.2811], [""sila"", -6.2859], [""supa"", -6.2859], [""suri"", -6.2859], [""ʔari"", -6.2859], [""esi"", -6.289], [""sui-"", -6.8957]]"
aina	nun	-5.6886	"[[""nun"", -5.6886], [""man"", -5.6886], [""ti-"", -6.3598], [""miː"", -7.4491], [""tan-"", -7.7951], [""tini"", -7.8618], [""masi"", -7.9096], [""tamx-"", -7.9118], [""sane"", -7.9376], [""sunue"", -8.0591]]"
ainaj	sane	-5.2856	"[[""sane"", -5.2856], [""tan-"", -7.448], [""sie"", -7.6983], [""sunue"", -8.4599], [""nun-"", -8.5398], [""man-"", -8.5398], [""qutume"", -8.701], [""ime"", -8.7938], [""ti-"", -9.1831], [""nun"", -9.1939]]"
ainaja	sane	-8.79	"[[""sane"", -8.79], [""tan-"", -10.2645], [""sie"", -11.2046], [""man-"", -11.3564], [""nun-"", -11.3564], [""sunue"", -11.8807], [""man"", -12.0098], [""nun"", -12.0098], [""qutume"", -12.2053], [""ti-"", -12.2882]]"
ainajar	sane	-12.2927	"[[""sane"", -12.2927], [""tan-"", -13.0854], [""nun-"", -14.1769], [""man-"", -14.1769], [""sie"", -14.7109], [""nun"", -15.1119], [""man"", -15.1119], [""sunue"", -15.2699], [""ti-"", -15.5097], [""tamx-"", -15.5313]]"
ainajare	sane	-15.7953	"[[""sane"", -15.7953], [""tan-"", -16.0401], [""man-"", -17.1309], [""nun-"", -17.1309], [""sie"", -18.2172], [""tamx-"", -18.466], [""man"", -18.619], [""nun"", -18.619], [""sunue"", -18.6687], [""taʃm-"", -18.7198]]"
ainajaret	tan-	-19.1937	"[[""tan-"", -19.1937], [""sane"", -19.298], [""nun-"", -20.2843], [""man-"", -20.2843], [""tamx-"", -20.9229], [""nipsid-"", -21.3981], [""sie"", -21.7235], [""tsanid-"", -21.7242], [""taʃm-"", -21.7573], [""suid-"", -21.9621]]"
ainajareta	tamx-	-21.0524	"[[""tamx-"", -21.0524], [""tan-"", -22.4392], [""sane"", -22.799], [""man-"", -23.5297], [""nun-"", -23.5297], [""nipsid-"", -24.2287], [""ʔax-"", -24.534], [""tsanid-"", -24.5677], [""taʃm-"", -24.6868], [""tiʃud-"", -24.7951]]"
ainw	ti-	-6.3598	"[[""ti-"", -6.3598], [""miː"", -7.4496], [""masi"", -7.9096], [""nu"", -8.1029], [""tia-"", -8.7029], [""sui-"", -8.7029], [""susi"", -9.0805], [""tan-"", -9.103], [""ʔax-"", -9.1034], [""tur-"", -9.1034]]"
ainwa	ti-	-9.1831	"[[""ti-"", -9.1831], [""nun"", -9.193], [""man"", -9.193], [""miː"", -10.2738], [""tan-"", -11.0203], [""tamx-"", -11.1565], [""tini"", -11.2952], [""sane"", -11.3655], [""masi"", -11.3902], [""tia-"", -11.4533]]"
ainwaz	tan-	-10.9457	"[[""tan-"", -10.9457], [""nun-"", -12.0374], [""man-"", -12.0374], [""ti-"", -12.2882], [""man"", -12.6983], [""nun"", -12.6983], [""miː"", -13.379], [""taʃm-"", -13.4942], [""tamx-"", -13.5053], [""tini"", -14.2168]]"
ainwaza	tan-	-13.7656	"[[""tan-"", -13.7656], [""man-"", -14.8574], [""nun-"", -14.8574], [""ti-"", -15.5097], [""man"", -15.5156], [""nun"", -15.5156], [""tamx-"", -16.1798], [""taʃm-"", -16.339], [""miː"", -16.6001], [""tini"", -17.1104]]"
ainwazaΦ	tan-	-16.5928	"[[""tan-"", -16.5928], [""nun-"", -17.6841], [""man-"", -17.6841], [""ti-"", -18.7951], [""nun"", -19.0223], [""man"", -19.0223], [""taʃm-"", -19.0224], [""tamx-"", -19.0425], [""miː"", -19.8849], [""am-"", -20.1002]]"
ainwazaΦn	tini	-17.9274	"[[""tini"", -17.9274], [""muna"", -19.0182], [""mani"", -19.0182], [""nuni"", -19.0182], [""tarajə"", -19.1671], [""tan-"", -19.6988], [""tananini"", -19.9776], [""tarani"", -19.9831], [""taramu"", -19.9831], [""mariji"", -20.0999]]"
ainwazaΦni	tini	-21.4346	"[[""tini"", -21.4346], [""nuni"", -22.5253], [""mani"", -22.5253], [""muna"", -22.5253], [""tarajə"", -22.6733], [""tan-"", -22.9203], [""MAN-nu-"", -23.0189], [""tananini"", -23.343], [""tarani"", -23.4881], [""taramu"", -23.4881]]"
aiΘ	ate	-6.9803	"[[""ate"", -6.9803], [""ute"", -6.9803], [""sie"", -7.5343], [""teq-"", -7.5613], [""teʃ-"", -7.5613], [""ter-"", -7.5613], [""sane"", -7.6522], [""meʃe"", -7.6531], [""taʃe"", -7.6618], [""ʔaʃe"", -7.6618]]"
aiΘt	teʃ-	-8.1669	"[[""teʃ-"", -8.1669], [""teq-"", -8.1669], [""teʃi"", -8.2774], [""meʃ-"", -9.2411], [""meʃe"", -9.2629], [""meʃi-"", -9.3387], [""ter-"", -9.7526], [""ate"", -10.4864], [""ute"", -10.4864], [""PA₅"", -10.6439]]"
aiΘti	teq-	-7.7377	"[[""teq-"", -7.7377], [""teʃ-"", -7.7377], [""meʃ-"", -8.8285], [""teʃi"", -11.1193], [""meʃi-"", -11.5317], [""meʃe"", -12.1548], [""ter-"", -12.4729], [""ʔax-"", -13.1643], [""GAR₃"", -13.1999], [""TUG₂"", -13.1999]]"
aiΘtij	meʃe	-10.1684	"[[""meʃe"", -10.1684], [""teʃ-"", -10.5606], [""teq-"", -10.5606], [""meʃ-"", -11.652], [""BAL-te"", -11.7881], [""eʃiate"", -12.5456], [""teʃi"", -14.1934], [""meʃi-"", -14.2524], [""naxitse"", -14.3479], [""taʃe"", -14.5035]]"
aiΘtija	teq-	-13.664	"[[""teq-"", -13.664], [""teʃ-"", -13.664], [""meʃe"", -13.6745], [""meʃ-"", -14.7563], [""BAL-te"", -15.2929], [""eʃiate"", -16.0516], [""meʃi-"", -17.1898], [""teʃi"", -17.3986], [""tseld-"", -17.437], [""tsebi"", -17.4675]]"
