Inscription_ID	Text	IPA	SCA	Source	Date_Approx	Genre	IPA_Source
ceipom_995:12	pre veres tesenakes tre buf fetu	pre veres tesenakes tre buf fetu	PRE BERES TESENAKES TRE BUP PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:13	marte krapu 12vi fetu ukripe fisiu tutaper ikuvina	marte krapu 12vi fetu ukripe fisiu tutaper ikuvina	MARTE KRAPU BI PETU UKRIPE PISIU TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:14	arviu ustentu	arviu ustentu	ARBIU USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:15	vatuva ferine fetu	vatuva ferine fetu	BATUBA PERINE PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:16	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:17	kutef pesnimu 13A ařepes arves	kutef pesnimu 13A ařepes arves	KUTEP PESNIMU 0 AEPES ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:18	pus veres tesenakes tref sif feliuf fetu 15 fise saçi ukriper fisiu tutaper ikuvina	pus veres tesenakes tref sif feliuf fetu 15 fise saçi ukriper fisiu tutaper ikuvina	PUS BERES TESENAKES TREP SIP PELIUP PETU  PISE SAI UKRIPER PISIU TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:19	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:20	supa sumtu	supa sumtu	SUPA SUMTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:21	arviu ustentu	arviu ustentu	ARBIU USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:22	mefa 17 vestiça ustetu	mefa 17 vestiça ustetu	MEPA  BESTIA USTETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:23	fiṣuvi fetu	fiṣuvi fetu	PIUBI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:24	ukriper fisiu fetu	ukriper fisiu fetu	UKRIPER PISIU PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:25	kapiř purtitaf sakref etraf purtitaf etraf 19 sakref tutaper ikuvina	kapiř purtitaf sakref etraf purtitaf etraf 19 sakref tutaper ikuvina	KAPI PURTITAP SAKREP ETRAP PURTITAP ETRAP  SAKREP TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:26	kutef pesnimu ařepes arves	kutef pesnimu ařepes arves	KUTEP PESNIMU AEPES ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:27	pre veres vehiies tref buf kaleřuf fetu vufiune 21 krapuvi ukriper fisiu tutaper ikuvina	pre veres vehiːes tref buf kaleřuf fetu vufiune 21 krapuvi ukriper fisiu tutaper ikuvina	PRE BERES BEHIES TREP BUP KALEUP PETU BUPIUNE  KRAPUBI UKRIPER PISIU TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:28	vatuva ferine fetu heri vinu heri puni	vatuva ferine fetu heri vinu heri puni	BATUBA PERINE PETU HERI BINU HERI PUNI	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:29	vatuva ferine fetu heri vinu heri puni	vatuva ferine fetu heri vinu heri puni	BATUBA PERINE PETU HERI BINU HERI PUNI	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:30	arviu ustentu	arviu ustentu	ARBIU USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:31	kutef pesnimu ařepes arves	kutef pesnimu ařepes arves	KUTEP PESNIMU AEPES ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:32	pus veres vehiies tref hapinaf fetu tefre iuvie 25 ukriper fisiu tutaper ikuvina	pus veres vehiːes tref hapinaf fetu tefre iuvie 25 ukriper fisiu tutaper ikuvina	PUS BERES BEHIES TREP HAPINAP PETU TEPRE IUBIE  UKRIPER PISIU TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:33	puste asiane fetu	puste asiane fetu	PUSTE ASIANE PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:34	zeřef fetu	zeřef fetu	SEEP PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:35	pelsana fetu	pelsana fetu	PELSANA PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:36	arvia ustentu	arvia ustentu	ARBIA USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:37	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:38	taçez pesnim 27u ařiper arvis	taçez pesnim 27u ařiper arvis	TAES PESNIM U AIPER ARBIS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:39	api habina purtiius suřum pesuntru 28 fetu esmik vestiçam preve fiktu	api habina purtiːus suřum pesuntru 28 fetu esmik vestiçam preve fiktu	API HABINA PURTIUS SUUM PESUNTRU  PETU ESMIK BESTIAM PREBE PIKTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:40	tefri iuvi fetu ukri 29per fisiu tutaper ikuvina	tefri iuvi fetu ukri 29per fisiu tutaper ikuvina	TEPRI IUBI PETU UKRI PER PISIU TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:41	testruku peři kapiře peřum feit 30u	testruku peři kapiře peřum feit 30u	TESTRUKU PEI KAPIE PEUM PEIT U	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:42	api eřeḳ purtiius enuk suřum pesuntrum feitu staf 31li iuv esmik vestiça afiktu ukriper fisiu tutaper ikuvin{p} 32a feitu	api eřek purtiːus enuk suřum pesuntrum feitu staf 31li iuv esmik vestiça afiktu ukriper fisiu tutaper ikuvin{p 32a feitu	API EEK PURTIUS ENUK SUUM PESUNTRUM PEITU STAP LI IUB ESMIK BESTIA APIKTU UKRIPER PISIU TUTAPER IKUBINP A PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:43	nertruku peři kapiře peřum feitu	nertruku peři kapiře peřum feitu	NERTRUKU PEI KAPIE PEUM PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:44	puni feitu	puni feitu	PUNI PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:45	api suřuf purti{t}ius enuk hapinaru erus titu	api suřuf purti{t}ius enuk hapinaru erus titu	API SUUP PURTITIUS ENUK HAPINARU ERUS TITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:46	zeřef 34 kumultu zeřef kumates pesnimu	zeřef 34 kumultu zeřef kumates pesnimu	SEEP  KUMULTU SEEP KUMATES PESNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:47	vukukum iuviu pune uvef furfaθ tref vitluf turuf 2 marte huřie fetu pupluper tutas iiuvinas tutaper ikuvina	vukukum iuviu pune uvef furfaθ tref vitluf turuf 2 marte huřie fetu pupluper tutas iːuvinas tutaper ikuvina	BUKUKUM IUBIU PUNE UBEP PURPAT TREP BITLUP TURUP  MARTE HUIE PETU PUPLUPER TUTAS IUBINAS TUTAPER IKUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:48	vatuva ferine fetu	vatuva ferine fetu	BATUBA PERINE PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:49	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:50	arvia ustentu	arvia ustentu	ARBIA USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:51	kutef̣ pesnimu 4 ařepes arves	kutef pesnimu 4 ařepes arves	KUTEP PESNIMU  AEPES ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:52	vukukum kureties tref vitluf̣ turuf̣ hunte çer 5fi feitu pupluper tutas iiuvinas tutaper iiuvina	vukukum kureties tref vitluf turuf hunte çer 5fi feitu pupluper tutas iːuvinas tutaper iːuvina	BUKUKUM KURETIES TREP BITLUP TURUP HUNTE ER PI PEITU PUPLUPER TUTAS IUBINAS TUTAPER IUBINA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:53	vatuva 6 ferine fetu	vatuva 6 ferine fetu	BATUBA  PERINE PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:54	arvia ustentu	arvia ustentu	ARBIA USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:55	tenzitim aṛ̌veitu	tenzitim aṛ̌veitu	TENSITIM ABEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:56	heris vinu heris 7 puni feitu	heris vinu heris 7 puni feitu	HERIS BINU HERIS  PUNI PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:57	kutef persnimu ařipes arvis	kutef persnimu ařipes arvis	KUTEP PERSNIMU AIPES ARBIS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:58	inuk ukar pihaz fust	inuk ukar pihaz fust	INUK UKAR PIHAS PUST	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:59	svepu esumek esunu anter vakaze vaçetum ise	svepu esumek esunu anter vakaze vaçetum ise	SBEPU ESUMEK ESUNU ANTER BAKASE BAETUM ISE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:60	avif azeriatu 9 verufe treplanu kuvertu restef esunu feitu	avif azeriatu 9 verufe treplanu kuvertu restef esunu feitu	ABIP ASERIATU  BERUPE TREPLANU KUBERTU RESTEP ESUNU PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:61	pune puplum aferum heries avef anzeṛiatu etu pernaia 11f pustnaiaf	pune puplum aferum heries avef anzeṛiatu etu pernaia 11f pustnaiaf	PUNE PUPLUM APERUM HERIES ABEP ANSEIATU ETU PERNAIA P PUSTNAIAP	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:62	pune kuvurtus krenkatrum hatu enumek 12 pir ahtimem ententu	pune kuvurtus krenkatrum hatu enumek 12 pir ahtimem ententu	PUNE KUBURTUS KRENKATRUM HATU ENUMEK  PIR AHTIMEM ENTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:63	pune kuvurtus krenkatrum hatu enumek 12 pir ahtimem ententu	pune kuvurtus krenkatrum hatu enumek 12 pir ahtimem ententu	PUNE KUBURTUS KRENKATRUM HATU ENUMEK  PIR AHTIMEM ENTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:64	pune pir entelus ahtimem 13 enumek steplatu parfam tesvam tefe tute ikuvine	pune pir entelus ahtimem 13 enumek steplatu parfam tesvam tefe tute ikuvine	PUNE PIR ENTELUS AHTIMEM  ENUMEK STEPLATU PARPAM TESBAM TEPE TUTE IKUBINE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:65	vapefem avieklufe kumpifiatu	vapefem avieklufe kumpifiatu	BAPEPEM ABIEKLUPE KUMPIPIATU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:66	vea aviekla esunume etu	vea aviekla esunume etu	BEA ABIEKLA ESUNUME ETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:67	prinuvatu etutu	prinuvatu etutu	PRINUBATU ETUTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:68	perkaf habetutu puniçate	perkaf habetutu puniçate	PERKAP HABETUTU PUNIATE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:69	pune menes 16 akeřuniamem enumek etuřstamu tuta tařinate trifu 17 tařinate turskum naharkum numem iapuzkum numem	pune menes 16 akeřuniamem enumek etuřstamu tuta tařinate trifu 17 tařinate turskum naharkum numem iapuzkum numem	PUNE MENES  AKEUNIAMEM ENUMEK ETUSTAMU TUTA TAINATE TRIPU  TAINATE TURSKUM NAHARKUM NUMEM IAPUSKUM NUMEM	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:70	svepis habe purtatu ulu pue meřs est	svepis habe purtatu ulu pue meřs est	SBEPIS HABE PURTATU ULU PUE MES EST	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:71	feitu uru peře meřs est	feitu uru peře meřs est	PEITU URU PEE MES EST	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:72	pune prinuvatus staheren termnesku enumek aṛ̌mamu	pune prinuvatus staheren termnesku enumek aṛ̌mamu	PUNE PRINUBATUS STAHEREN TERMNESKU ENUMEK AMAMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:73	kateramu ikuvinu	kateramu ikuvinu	KATERAMU IKUBINU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:74	enumek apretu tures et pure	enumek apretu tures et pure	ENUMEK APRETU TURES ET PURE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:75	puni amprefu 21{u}s persnimu	puni amprefu 21{u}s persnimu	PUNI AMPREPU US PERSNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:76	enumek etatu ikuvinus	enumek etatu ikuvinus	ENUMEK ETATU IKUBINUS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:77	triiuper amprehtu	triːuper amprehtu	TRIUPER AMPREHTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:78	triiuper pesnimu	triːuper pesnimu	TRIUPER PESNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:79	triiuper etatu ikuvinus	triːuper etatu ikuvinus	TRIUPER ETATU IKUBINUS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:80	enumek 23 prinuvatus çimu etutu erahunt vea çimu etutu prinuvatus	enumek 23 prinuvatus çimu etutu erahunt vea çimu etutu prinuvatus	ENUMEK  PRINUBATUS IMU ETUTU ERAHUNT BEA IMU ETUTU PRINUBATUS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:81	enumek 23 prinuvatus çimu etutu erahunt vea çimu etutu prinuvatus	enumek 23 prinuvatus çimu etutu erahunt vea çimu etutu prinuvatus	ENUMEK  PRINUBATUS IMU ETUTU ERAHUNT BEA IMU ETUTU PRINUBATUS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:82	funtlere trif apruf rufru ute peiu feitu çerfe marti	funtlere trif apruf rufru ute peiu feitu çerfe marti	PUNTLERE TRIP APRUP RUPRU UTE PEIU PEITU ERPE MARTI	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:83	vatuvu feriṇe fetu	vatuvu feriṇe fetu	BATUBU PERIE PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:84	arviu ustentu	arviu ustentu	ARBIU USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:85	puni feṭu	puni feṭu	PUNI PEU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:86	taçez pesnimu ařepe arves	taçez pesnimu ařepe arves	TAES PESNIMU AEPE ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:87	rupinie e tre purka rufra ute peia fetu prestate 28 çerfie çerfe marties	rupinie e tre purka rufra ute peia fetu prestate 28 çerfie çerfe marties	RUPINIE E TRE PURKA RUPRA UTE PEIA PETU PRESTATE  ERPIE ERPE MARTIES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:88	peřaia feitu	peřaia feitu	PEAIA PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:89	arviu ustentu	arviu ustentu	ARBIU USTENTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:90	kapi sakra aitu	kapi sakra aitu	KAPI SAKRA AITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:91	vesklu vetu atru alfu	vesklu vetu atru alfu	BESKLU BETU ATRU ALPU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:92	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:93	taçez pesnimu ařeper arves	taçez pesnimu ařeper arves	TAES PESNIMU AEPER ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:94	tra sate tref vitlaf feitu tuse çerfie çerfe marties	tra sate tref vitlaf feitu tuse çerfie çerfe marties	TRA SATE TREP BITLAP PEITU TUSE ERPIE ERPE MARTIES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:95	peřaia feitu	peřaia feitu	PEAIA PEITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:96	arviu ustetu	arviu ustetu	ARBIU USTETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:97	puni fetu	puni fetu	PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:98	taçez pesnimu 33 ařeper arves	taçez pesnimu 33 ařeper arves	TAES PESNIMU  AEPER ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:99	pune purtinçus kařetu pufe apruf 34 fakurent puze erus teřa	pune purtinçus kařetu pufe apruf 34 fakurent puze erus teřa	PUNE PURTINUS KAETU PUPE APRUP  PAKURENT PUSE ERUS TEA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:100	ape erus teřust pustru 35 kupifiatu rupiname erus teřa	ape erus teřust pustru 35 kupifiatu rupiname erus teřa	APE ERUS TEUST PUSTRU  KUPIPIATU RUPINAME ERUS TEA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:101	ene tra sahta kupifiaia 36 erus teřa	ene tra sahta kupifiaia 36 erus teřa	ENE TRA SAHTA KUPIPIAIA  ERUS TEA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:102	enu rupiname pustru kuvertu antakre 37 kumate pesnimu	enu rupiname pustru kuvertu antakre 37 kumate pesnimu	ENU RUPINAME PUSTRU KUBERTU ANTAKRE  KUMATE PESNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:103	enu rupiname pustru kuvertu antakre 37 kumate pesnimu	enu rupiname pustru kuvertu antakre 37 kumate pesnimu	ENU RUPINAME PUSTRU KUBERTU ANTAKRE  KUMATE PESNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:104	enu kapi sakra aitu	enu kapi sakra aitu	ENU KAPI SAKRA AITU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:105	vesklu vetu	vesklu vetu	BESKLU BETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:106	enu satame kuvertu	enu satame kuvertu	ENU SATAME KUBERTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:107	antakre kumate pesnimu	antakre kumate pesnimu	ANTAKRE KUMATE PESNIMU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:108	enu esunu 39 purtitu fust	enu esunu 39 purtitu fust	ENU ESUNU  PURTITU PUST	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:109	pus tertiu pane puplu ateřafust iveka perakre tuseṭu 41 super kumne ařfertur	pus tertiu pane puplu ateřafust iveka perakre tuseṭu 41 super kumne ařfertur	PUS TERTIU PANE PUPLU ATEAPUST IBEKA PERAKRE TUSEU  SUPER KUMNE APERTUR	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:110	prinuvatu tuf tusetutu	prinuvatu tuf tusetutu	PRINUBATU TUP TUSETUTU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:111	hutra furu sehmeniar hatutu eaf	hutra furu sehmeniar hatutu eaf	HUTRA PURU SEHMENIAR HATUTU EAP	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:112	iveka 43 tre akeřunie fetu tuse iuvie	iveka 43 tre akeřunie fetu tuse iuvie	IBEKA  TRE AKEUNIE PETU TUSE IUBIE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:113	arviu ustetu 44 puni fetu	arviu ustetu 44 puni fetu	ARBIU USTETU  PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:114	arviu ustetu 44 puni fetu	arviu ustetu 44 puni fetu	ARBIU USTETU  PUNI PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:115	peřaia fetu	peřaia fetu	PEAIA PETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:116	taçez pesnimu ařepe arves	taçez pesnimu ařepe arves	TAES PESNIMU AEPE ARBES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:117	kvestre{ }tie usaç̣e svesu vuvçis titis teteies	kvestre tie usaç̣e svesu vuvçis titis teteies	KBESTRE TIE USAE SBESU BUBIS TITIS TETEIES	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:118	pune karne speturie atiieřie aviekate naraklum 2 vurtus estu esunu fetu fratrusper atiieřie	pune karne speturie atiːeřie aviekate naraklum 2 vurtus estu esunu fetu fratrusper atiːeřie	PUNE KARNE SPETURIE ATIEIE ABIEKATE NARAKLUM  BURTUS ESTU ESUNU PETU PRATRUSPER ATIEIE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:119	eu esuṇụ 3 esu naratu	eu esuṇu 3 esu naratu	EU ESUU  ESU NARATU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:120	peře karne speturie atiieřie aviekate 4 aiu urtu fefure fetu puze neip eretu	peře karne speturie atiːeřie aviekate 4 aiu urtu fefure fetu puze neip eretu	PEE KARNE SPETURIE ATIEIE ABIEKATE  AIU URTU PEPURE PETU PUSE NEIP ERETU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_995:121	vestiçe saçe 5 sakre iuvepatre bum perakne speture perakne restatu	vestiçe saçe 5 sakre iuvepatre bum perakne speture perakne restatu	BESTIE SAE  SAKRE IUBEPATRE BUM PERAKNE SPETURE PERAKNE RESTATU	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
