Inscription_ID	Text	IPA	SCA	Source	Date_Approx	Genre	IPA_Source
ceipom_954:1	niumsieis fiisias vesulias	niumsieis fiːsias vesulias	NIUMSIEIS PISIAS BESULIAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_955:1	fis fịisias deivịnas	fis fịisias deivịnas	PIS PISIAS DEIBNAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_956:1	kluvatiium diuviạs damusenias kluvạtiium damusenias diuvias	kluvatiːum diuviạs damusenias kluvạtiːum damusenias diuvias	KLUBATIUM DIUBIS DAMUSENIAS KLUBTIUM DAMUSENIAS DIUBIAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_957:1	viriium vesuliais deivinạis	viriːum vesuliais deivinạis	BIRIUM BESULIAIS DEIBINIS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_958:1	viriium vesuliais deivinais	viriːum vesuliais deivinais	BIRIUM BESULIAIS DEIBINAIS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_959:1	viriium vesuliais deivinais	viriːum vesuliais deivinais	BIRIUM BESULIAIS DEIBINAIS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_960:1	viriium vesuliais deivinais	viriːum vesuliais deivinais	BIRIUM BESULIAIS DEIBINAIS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_961:1	ṇiiumsieis paḳieis[ ni - - nium pumpe rias mame rtias	ṇiːumsieis paḳieis ni nium pumpe rias mame rtias	IUMSIEIS PAIEIS NI NIUM PUMPE RIAS MAME RTIAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_962:1	diuvilam tirentium magiium sulum muinikam fisiais eiduis luisarifs sakruvist iiuk destrst	diuvilam tirentium magiːum sulum muinikam fisiais eiduis luisarifs sakruvist iːuk destrst	DIUBILAM TIRENTIUM MAGIUM SULUM MUINIKAM PISIAIS EIDUIS LUISARIPS SAKRUBIST IUK DESTRST	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_962:2	diuvilam tirentium magiium sulum muinikam fisiais eiduis luisarifs sakruvist iiuk destrst	diuvilam tirentium magiːum sulum muinikam fisiais eiduis luisarifs sakruvist iːuk destrst	DIUBILAM TIRENTIUM MAGIUM SULUM MUINIKAM PISIAIS EIDUIS LUISARIPS SAKRUBIST IUK DESTRST	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_963:1	ekak diuvilam upfaleis saidiieis - sakruvist -- pustrei -- diuklei ạ a f -	ekak diuvilam upfaleis saidiːeis sakruvist pustrei diuklei a a f	EKAK DIUBILAM UPPALEIS SAIDIEIS SAKRUBIST PUSTREI DIUKLEI A A P	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_964:1	ekas tris medikid kapvanud sakratas fuset ekas amviai - nessimas	ekas tris medikid kapvanud sakratas fuset ekas amviai nessimas	EKAS TRIS MEDIKID KAPBANUD SAKRATAS PUSET EKAS AMBIAI NESSIMAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_964:2	ekas tris medikid kapvanud sakratas fuset ekas amviai - nessimas	ekas tris medikid kapvanud sakratas fuset ekas amviai nessimas	EKAS TRIS MEDIKID KAPBANUD SAKRATAS PUSET EKAS AMBIAI NESSIMAS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_965:1	iuvilu ṣtait sakrakḷei veḥiianas iuvilu saḳrid -	iuvilu ṣtait sakrakḷei veḥiːanas iuvilu saḳrid	IUBILU TAIT SAKRAKEI BEIANAS IUBILU SARID	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_966:1	sakrid	sakrid	SAKRID	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_967:1	mirikkịui	mirikkịui	MIRIKKUI	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_968:1	pupuf rip ekḳelled eh preivid dunum	pupuf rip ekḳelled eh preivid dunum	PUPUP RIP EKELLED EH PREIBID DUNUM	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_969:1	vibis urufiis	vibis urufiːs	BIBIS URUPIS	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_970:1	keis d{ } iufaris	keis d iufaris	KEIS D IUPARIS	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_971:1	mais kaluvis	mais kaluvis	MAIS KALUBIS	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_972:1	luvkis baibiis	luvkis baibiːs	LUBKIS BAIBIS	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_974:1	upils ufiis⁝	upils ufiːs	UPILS UPIS	ceipom	-320.0 to -300.0 BCE	inscription	translit_map
ceipom_975:1	vipieis veliieis culchna sim a vue	vipieis veliːeis culchna sim a vue	BIPIEIS BELIEIS KULKHNA SIM A BUE	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_976:1	vel tinei s sim	vel tinei s sim	BEL TINEI S SIM	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_977:1	kanuties sim	kanuties sim	KANUTIES SIM	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_978:1	mageis sum	mageis sum	MAGEIS SUM	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_979:1	spuriieis culcfnam ca	spuriːeis culcfnam ca	SPURIEIS KULKPNAM KA	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_980:1	maras núviis	maras núviːs	MARAS NBIS	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_982:1	mak	mak	MAK	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_983:1	venlis titaies	venlis titaies	BENLIS TITAIES	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_984:1	gnaivs	gnaivs	GNAIBS	ceipom	-325.0 to -300.0 BCE	inscription	translit_map
ceipom_985:1	uvis puntiis uṿieis	uvis puntiːs uṿieis	UBIS PUNTIS UIEIS	ceipom	-399.0 to -300.0 BCE	inscription	translit_map
ceipom_986:1	tanas niumeriis frunter <faamatad>	tanas niumeriːs frunter faːmatad	TANAS NIUMERIS PRUNTER PAMATAD	ceipom	-350.0 to -300.0 BCE	inscription	translit_map
ceipom_987:1	vereias lúvkanateís< > aapas kaías palanúd	vereias lúvkanateís aːpas kaías palanúd	BEREIAS LBKANATES APAS KAAS PALAND	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_988:1	pakiụi) areka ṣtatis	pakiụi areka ṣtatis	PAKII AREKA TATIS	ceipom	-300.0 to -300.0 BCE	inscription	translit_map
ceipom_989:1	pakís	pakís	PAKS	ceipom	-399.0 to -300.0 BCE	inscription	translit_map
ceipom_1005:1	staties	staties	STATIES	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1007:1	c titieis esu	c titieis esu	K TITIEIS ESU	ceipom	-299.0 to -275.0 BCE	inscription	translit_map
ceipom_1009:1	heírens frssiis upsed	heírens frssiːs upsed	HERENS PRSSIS UPSED	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1010:1	ụpfals patir miínieis	ụpfals patir miínieis	PPALS PATIR MINIEIS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1011:1	minis u	minis u	MINIS U	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1012:1	upfals salaviis minies	upfals salaviːs minies	UPPALS SALABIS MINIES	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1013:1	kluvaz	kluvaz	KLUBAS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1015:1	vibịeis sum	vibịeis sum	BIBEIS SUM	ceipom	-299.0 to -275.0 BCE	inscription	translit_map
ceipom_1019:1	epidiis	epidiːs	EPIDIS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1020:1	vesideis	vesideis	BESIDEIS	ceipom	-299.0 to -275.0 BCE	inscription	translit_map
ceipom_1021:1	statis	statis	STATIS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1023:1	vibieisen⁝ beriieis⁝ anei⁝ upsatuh⁝ sent tiianei	vibieisen beriːeis anei upsatuh sent tiːanei	BIBIEISEN BERIEIS ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1024:1	beriiumen anei upsatuh sent tiianei	beriːumen anei upsatuh sent tiːanei	BERIUMEN ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1024:2	beriiumen anei upsatuh sent tiianei	beriːumen anei upsatuh sent tiːanei	BERIUMEN ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1025:1	beriiumen anei upsatuh sent tiianei	beriːumen anei upsatuh sent tiːanei	BERIUMEN ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1025:2	beriiumen anei upsatuh sent tiianei	beriːumen anei upsatuh sent tiːanei	BERIUMEN ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1026:1	minis beriis anei upsatuh sent tiiane(i t	minis beriːs anei upsatuh sent tiːane(i t	MINIS BERIS ANEI UPSATUH SENT TIANEI T	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1026:2	minis beriis anei upsatuh sent tiiane(i t	minis beriːs anei upsatuh sent tiːane(i t	MINIS BERIS ANEI UPSATUH SENT TIANEI T	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1027:1	minis beriis anei upsatuh sent tiianei	minis beriːs anei upsatuh sent tiːanei	MINIS BERIS ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1027:2	minis beriis anei upsatuh sent tiianei	minis beriːs anei upsatuh sent tiːanei	MINIS BERIS ANEI UPSATUH SENT TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1028:1	<⁝> tiianei⁝	tiːanei	TIANEI	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1029:1	marahieis puntr<ieis>	marahieis puntr<ieis	MARAHIEIS PUNTRHIEIS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1030:1	tetineis te	tetineis te	TETINEIS TE	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1032:1	irnθiín	irnθiín	IRNTIN	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1033:1	ma	ma	MA	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1035:1	p m	p m	P M	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1036:1	stenis kalaviis gaavieís anagtiai diíviiai dunum deded	stenis kalaviːs gaːvieís anagtiai diíviːai dunum deded	STENIS KALABIS GABIES ANAGTIAI DIBIAI DUNUM DEDED	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1037:1	tṛebis húsdiis	tṛebis húsdiːs	TEBIS HSDIS	ceipom	-299.0 to -275.0 BCE	inscription	translit_map
ceipom_1039:1	- maraheis úpfalliu ekik⁝ dikked	maraheis úpfalliu ekik dikked	MARAHEIS PPALLIU EKIK DIKKED	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1040:1	herenta teis	herenta teis	HERENTA TEIS	ceipom	-325.0 to -275.0 BCE	inscription	translit_map
ceipom_1059:1	ḳieís p̣aḳieís viiúm paḳieís ṃedikid túvtikud kapvanud sakraíṭir kasit damsennias pas fiíet pústreí iúkleí vehiianasúm medik(id minive kersnasias	ḳieís p̣aḳieís viːúm paḳieís ṃedikid túvtikud kapvanud sakraíṭir kasit damsennias pas fiíet pústreí iúkleí vehiːanasúm medik(id minive kersnasias	IES PAIES BIM PAIES EDIKID TBTIKUD KAPBANUD SAKRAIR KASIT DAMSENNIAS PAS PIET PSTRE IKLE BEHIANASM MEDIKID MINIBE KERSNASIAS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1059:2	ḳieís p̣aḳieís viiúm paḳieís ṃedikid túvtikud kapvanud sakraíṭir kasit damsennias pas fiíet pústreí iúkleí vehiianasúm medik(id minive kersnasias	ḳieís p̣aḳieís viːúm paḳieís ṃedikid túvtikud kapvanud sakraíṭir kasit damsennias pas fiíet pústreí iúkleí vehiːanasúm medik(id minive kersnasias	IES PAIES BIM PAIES EDIKID TBTIKUD KAPBANUD SAKRAIR KASIT DAMSENNIAS PAS PIET PSTRE IKLE BEHIANASM MEDIKID MINIBE KERSNASIAS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1059:3	sakraítir kasit damsenn ias pas fiíet pụ́streí iúkleí <v>ehiianasúm a<v>t sakrim fakiíad kasit medikiḍ) túvtiḳud kapvanud adpúd fiị́et	sakraítir kasit damsenn ias pas fiíet pụ́streí iúkleí v>ehiːanasúm a<v>t sakrim fakiíad kasit medikid túvtiḳud kapvanud adpúd fiị́et	SAKRATIR KASIT DAMSENN IAS PAS PIET PSTRE IKLE BEHIANASM AHBT SAKRIM PAKIAD KASIT MEDIKID TBTIUD KAPBANUD ADPD PIET	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1062:1	ṃinieís kaísillieís minateís nertrak ekas iuvilas iuveí flagiuí stahint ekas iúvilas iuveí flagiuí stahínt minnieís kaísillieís minateís nertrak	ṃinieís kaísillieís minateís nertrak ekas iuvilas iuveí flagiuí stahint ekas iúvilas iuveí flagiuí stahínt minnieís kaísillieís minateís nertrak	INIES KASILLIES MINATES NERTRAK EKAS IUBILAS IUBE PLAGIU STAHINT EKAS IBILAS IUBE PLAGIU STAHNT MINNIES KASILLIES MINATES NERTRAK	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1062:2	ṃinieís kaísillieís minateís nertrak ekas iuvilas iuveí flagiuí stahint ekas iúvilas iuveí flagiuí stahínt minnieís kaísillieís minateís nertrak	ṃinieís kaísillieís minateís nertrak ekas iuvilas iuveí flagiuí stahint ekas iúvilas iuveí flagiuí stahínt minnieís kaísillieís minateís nertrak	INIES KASILLIES MINATES NERTRAK EKAS IUBILAS IUBE PLAGIU STAHINT EKAS IBILAS IUBE PLAGIU STAHNT MINNIES KASILLIES MINATES NERTRAK	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1063:1	úpíleís vibieís pakieís tantrnnaiúm iúvilas ṣakrannas púmperiaís súllemnaís pún meddis pis íṇíl verehias fust sakrid sakrafír	úpíleís vibieís pakieís tantrnnaiúm iúvilas ṣakrannas púmperiaís súllemnaís pún meddis pis íṇíl verehias fust sakrid sakrafír	PLES BIBIES PAKIES TANTRNNAIM IBILAS AKRANNAS PMPERIAS SLLEMNAS PN MEDDIS PIS L BEREHIAS PUST SAKRID SAKRAPR	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1064:1	úpíleís vibieís pakieís tantrnnaiúm iúvi-las - saḳrannas eídúís ma mert{ }tịạị́ṣ púṇ meddị́s kapvans ạdfust iúviass ne ssimass ta<v>f fúḍ sakriss sakrafị́ṛ ạvt últiumam ker ssnaís	úpíleís vibieís pakieís tantrnnaiúm iúvi-las saḳrannas eídúís ma mert tịạị́s pún meddị́s kapvans ạdfust iúviass ne ssimass ta<v>f fúd sakriss sakrafị́r ạvt últiumam ker ssnaís	PLES BIBIES PAKIES TANTRNNAIM IBILAS SARANNAS EDS MA MERT TS PN MEDDS KAPBANS DPUST IBIASS NE SSIMASS TAHBP PD SAKRISS SAKRAPR BT LTIUMAM KER SSNAS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1064:2	úpíleís vibieís pakieís tantrnnaiúm iúvi-las - saḳrannas eídúís ma mert{ }tịạị́ṣ púṇ meddị́s kapvans ạdfust iúviass ne ssimass ta<v>f fúḍ sakriss sakrafị́ṛ ạvt últiumam ker ssnaís	úpíleís vibieís pakieís tantrnnaiúm iúvi-las saḳrannas eídúís ma mert tịạị́s pún meddị́s kapvans ạdfust iúviass ne ssimass ta<v>f fúd sakriss sakrafị́r ạvt últiumam ker ssnaís	PLES BIBIES PAKIES TANTRNNAIM IBILAS SARANNAS EDS MA MERT TS PN MEDDS KAPBANS DPUST IBIASS NE SSIMASS TAHBP PD SAKRISS SAKRAPR BT LTIUMAM KER SSNAS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1065:1	eidụ́ís maṃerttiaís sakrid	eidụ́ís maṃerttiaís sakrid	EIDS MAERTTIAS SAKRID	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1066:1	ekúk iúvilú sepieis kalúvieis iní m fratrúm múinikú est fiísíais pum periais pas pr ai - mamerttia is set sakrasia s l pettieis me ddikkiai fufens	ekúk iúvilú sepieis kalúvieis iní m fratrúm múinikú est fiísíais pum periais pas pr ai mamerttia is set sakrasia s l pettieis me ddikkiai fufens	EKK IBIL SEPIEIS KALBIEIS IN M PRATRM MINIK EST PISAIS PUM PERIAIS PAS PR AI MAMERTTIA IS SET SAKRASIA S L PETTIEIS ME DDIKKIAI PUPENS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1066:2	ekúk iúvilú sepieis kalúvieis iní m fratrúm múinikú est fiísíais pum periais pas pr ai - mamerttia is set sakrasia s l pettieis me ddikkiai fufens	ekúk iúvilú sepieis kalúvieis iní m fratrúm múinikú est fiísíais pum periais pas pr ai mamerttia is set sakrasia s l pettieis me ddikkiai fufens	EKK IBIL SEPIEIS KALBIEIS IN M PRATRM MINIK EST PISAIS PUM PERIAIS PAS PR AI MAMERTTIA IS SET SAKRASIA S L PETTIEIS ME DDIKKIAI PUPENS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1067:1	ẹkúk iúviḷú sepieis kạ ḷú-vieis ini-ṃ fraṭrúm mụ́-i -nikú est fịisị́ais púmperiais pra i mamerttiais pas set kerss<n> asias l pettíẹi s meddiki<a>i - fụfens	ẹkúk iúviḷú sepieis ka ḷú-vieis ini-m fraṭrúm mụ́-i nikú est fịisị́ais púmperiais pra i mamerttiais pas set kerss<n asias l pettíẹi s meddiki<a>i fụfens	KK IBI SEPIEIS KA BIEIS INIM PRARM MI NIK EST PISAIS PMPERIAIS PRA I MAMERTTIAIS PAS SET KERSSHN ASIAS L PETTI S MEDDIKIHAI PPENS	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1068:1	sẹpíeís heleviieís súm minieís anni ieíss medik kiaí túvtíkaí iúvilam prúftens púmperi as falenia s	sẹpíeís heleviːeís súm minieís anni ieíss medik kiaí túvtíkaí iúvilam prúftens púmperi as falenia s	SPES HELEBIES SM MINIES ANNI IESS MEDIK KIA TBTKA IBILAM PRPTENS PMPERI AS PALENIA S	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1068:2	sẹpíeís heleviieís súm minieís anni ieíss medik kiaí túvtíkaí iúvilam prúftens púmperi as falenia s	sẹpíeís heleviːeís súm minieís anni ieíss medik kiaí túvtíkaí iúvilam prúftens púmperi as falenia s	SPES HELEBIES SM MINIES ANNI IESS MEDIK KIA TBTKA IBILAM PRPTENS PMPERI AS PALENIA S	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1069:1	sepis heleviis púmpe - falenias rias iúvilú dekieís virriieís medikiaị́	sepis heleviːs púmpe falenias rias iúvilú dekieís virriːeís medikiaí	SEPIS HELEBIS PMPE PALENIAS RIAS IBIL DEKIES BIRRIES MEDIKIA	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1070:1	trebieís vírriieís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiieís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	trebieís vírriːeís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiːeís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	TREBIES BRRIES KEN SSURINES EKAS IBILAS TRS EHPELATAS SET BE SULLIAS PERTALIS STAPLATAS SET MINIES BLSSIES MINIES MEDIKKIA TBTKA NESSIMAS STAET BERUS LBKEI	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1070:2	trebieís vírriieís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiieís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	trebieís vírriːeís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiːeís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	TREBIES BRRIES KEN SSURINES EKAS IBILAS TRS EHPELATAS SET BE SULLIAS PERTALIS STAPLATAS SET MINIES BLSSIES MINIES MEDIKKIA TBTKA NESSIMAS STAET BERUS LBKEI	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1070:3	trebieís vírriieís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiieís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	trebieís vírriːeís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiːeís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	TREBIES BRRIES KEN SSURINES EKAS IBILAS TRS EHPELATAS SET BE SULLIAS PERTALIS STAPLATAS SET MINIES BLSSIES MINIES MEDIKKIA TBTKA NESSIMAS STAET BERUS LBKEI	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1070:4	trebieís vírriieís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiieís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	trebieís vírriːeís ken ssurineís ekas iúvilas trís ehpeílatas set ve sulliaís fertalis staflatas set minieís blússiːeís minieís medikkiaí túvtíkaí nessimas staíet veruís lúvkei	TREBIES BRRIES KEN SSURINES EKAS IBILAS TRS EHPELATAS SET BE SULLIAS PERTALIS STAPLATAS SET MINIES BLSSIES MINIES MEDIKKIA TBTKA NESSIMAS STAET BERUS LBKEI	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1071:1	p̣ẹṛḳium púiieh súm	p̣ẹṛḳium púiːeh súm	PIUM PIEH SM	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1072:1	akudunniad	akudunniad	AKUDUNNIAD	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1073:1	hereklui aiserniu i urufiis brateis daṭas dunum deded luvkụ(i	hereklui aiserniu i urufiːs brateis daṭas dunum deded luvkụ(i	HEREKLUI AISERNIU I URUPIS BRATEIS DAAS DUNUM DEDED LUBKI	ceipom	-299.0 to -250.0 BCE	inscription	translit_map
ceipom_1075:1	trebis	trebis	TREBIS	ceipom	-350.0 to -250.0 BCE	inscription	translit_map
ceipom_1079:1	akruiium makkiis	akruiːum makkiːs	AKRUIUM MAKKIS	ceipom	-265.0 to -240.0 BCE	inscription	translit_map
ceipom_1080:1	tedis	tedis	TEDIS	ceipom	-265.0 to -240.0 BCE	inscription	translit_map
ceipom_1081:1	caiatino	caiatino	KAIATINO	ceipom	-265.0 to -240.0 BCE	inscription	translit_map
ceipom_1082:1	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues - patres ocres tarin cr<e>s iouias agine	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues patres ocres tarin cr<e>s iouias agine	AISOS PAKRIS TOTAI MAROUKAI LIKS ASIGNAS PERENTER AUIATAS TOUTAI MAROUKAI IOUES PATRES OKRES TARIN KRHES IOUIAS AGINE	ceipom	-250.0 to -225.0 BCE	inscription	translit_map
ceipom_1082:2	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues - patres ocres tarin cr<e>s iouias agine	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues patres ocres tarin cr<e>s iouias agine	AISOS PAKRIS TOTAI MAROUKAI LIKS ASIGNAS PERENTER AUIATAS TOUTAI MAROUKAI IOUES PATRES OKRES TARIN KRHES IOUIAS AGINE	ceipom	-250.0 to -225.0 BCE	inscription	translit_map
ceipom_1082:3	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues - patres ocres tarin cr<e>s iouias agine	aisos pacris totai maroucai lixs asignas ferenter auiatas toutai maroucai ioues patres ocres tarin cr<e>s iouias agine	AISOS PAKRIS TOTAI MAROUKAI LIKS ASIGNAS PERENTER AUIATAS TOUTAI MAROUKAI IOUES PATRES OKRES TARIN KRHES IOUIAS AGINE	ceipom	-250.0 to -225.0 BCE	inscription	translit_map
ceipom_1082:4	8. iafc esuc agine asum - babu - poleenis feret regenei pioi cer<ei> iouia<i> pacrsi eitua-m am{ }aten s uenalinam ni taa nipis ped i suam	8 iafc esuc agine asum babu poleːnis feret regenei pioi cer<ei iouia<i pacrsi eitua-m am aten s uenalinam ni taː nipis ped i suam	 IAPK ESUK AGINE ASUM BABU POLENIS PERET REGENEI PIOI KERHEI IOUIAHI PAKRSI EITUAM AM ATEN S UENALINAM NI TA NIPIS PED I SUAM	ceipom	-250.0 to -225.0 BCE	inscription	translit_map
