lost	top1_known	score	top10
adiki	bun	-7.6975	"[[""bun"", -7.6975], [""ɡor"", -7.6975], [""ɡul"", -7.6975], [""bur"", -7.6975], [""ɡuɡul"", -10.0135], [""nu"", -11.2012], [""br"", -11.2065], [""ɡr"", -11.2065], [""bzu"", -12.5673], [""ɡuɡa"", -12.5866]]"
adikit	bun	-11.202	"[[""bun"", -11.202], [""ɡor"", -11.202], [""bur"", -11.202], [""ɡul"", -11.202], [""ɡuɡul"", -13.4763], [""botʼ"", -13.5792], [""ɡladʒ"", -13.9614], [""nu"", -14.7084], [""br"", -14.7128], [""ɡr"", -14.7128]]"
adikite	bun	-14.7065	"[[""bun"", -14.7065], [""ɡul"", -14.7065], [""bur"", -14.7065], [""ɡor"", -14.7065], [""botʼ"", -16.2316], [""ɡuɡul"", -16.939], [""buzw"", -17.3044], [""bude"", -17.3044], [""brdz"", -17.3974], [""ɡrdz"", -17.3974]]"
adikites	bur	-18.211	"[[""bur"", -18.211], [""bun"", -18.211], [""ɡor"", -18.211], [""ɡul"", -18.211], [""botʼ"", -19.721], [""bude"", -20.1978], [""buzw"", -20.1978], [""ɡuɡul"", -20.4017], [""ɡrdz"", -20.6946], [""brdz"", -20.6946]]"
adikitesi	bzu	-21.7123	"[[""bzu"", -21.7123], [""ɡul"", -21.7138], [""ɡor"", -21.7138], [""bur"", -21.7138], [""bun"", -21.7138], [""botʼ"", -23.2023], [""buzw"", -23.3184], [""bude"", -23.3184], [""ɡuɡul"", -23.7199], [""brdz"", -24.0284]]"
adikitesir	ɡrdz	-23.0883	"[[""ɡrdz"", -23.0883], [""brdz"", -23.0883], [""ɡul"", -25.2166], [""bun"", -25.2166], [""ɡor"", -25.2166], [""bur"", -25.2166], [""bzu"", -25.2186], [""bandz"", -25.7208], [""dud"", -25.8919], [""botʼ"", -25.9342]]"
adikitet	ɡladʒ	-17.6081	"[[""ɡladʒ"", -17.6081], [""ɡor"", -18.211], [""bur"", -18.211], [""bun"", -18.211], [""ɡul"", -18.211], [""ɡrdʒɣa"", -18.8584], [""botʼ"", -19.1747], [""bidʒ"", -19.9707], [""bedʒ"", -19.9707], [""bude"", -20.1978]]"
adikitete	brdz	-19.5839	"[[""brdz"", -19.5839], [""ɡrdz"", -19.5839], [""ɡladʒ"", -21.1139], [""ɡrdʒɣa"", -21.6624], [""bur"", -21.7156], [""ɡul"", -21.7156], [""ɡor"", -21.7156], [""bun"", -21.7156], [""bandz"", -22.2169], [""botʼ"", -22.2534]]"
adikiteter	brdz	-22.002	"[[""brdz"", -22.002], [""ɡrdz"", -22.002], [""bandz"", -24.617], [""ɡladʒ"", -24.6182], [""ɡrdʒɣa"", -24.7504], [""ɡul"", -25.2201], [""bur"", -25.2201], [""bun"", -25.2201], [""ɡor"", -25.2201], [""botʼ"", -25.4126]]"
adikitu	ɡul	-14.7065	"[[""ɡul"", -14.7065], [""bur"", -14.7065], [""bun"", -14.7065], [""ɡor"", -14.7065], [""ɡuɡa"", -15.6723], [""babua"", -15.6724], [""bude"", -15.6773], [""numa"", -16.5576], [""ɡuɡul"", -16.939], [""botʼ"", -17.0452]]"
adikituj	bun	-17.1233	"[[""bun"", -17.1233], [""bur"", -17.1233], [""ɡor"", -17.1233], [""ɡul"", -17.1233], [""ɡuɡul"", -17.2888], [""dzumar"", -18.1181], [""berqʼen"", -18.1987], [""bar"", -18.2161], [""ber"", -18.2161], [""ɡal"", -18.2161]]"
adikituja	bun	-20.6302	"[[""bun"", -20.6302], [""ɡul"", -20.6302], [""bur"", -20.6302], [""ɡor"", -20.6302], [""ɡuɡul"", -20.7948], [""dzumar"", -21.6242], [""berqʼen"", -21.7029], [""ɡal"", -21.7224], [""bar"", -21.7224], [""ber"", -21.7224]]"
adikitujas	bun	-24.1371	"[[""bun"", -24.1371], [""ɡor"", -24.1371], [""ɡul"", -24.1371], [""bur"", -24.1371], [""ɡuɡul"", -24.3008], [""dzumar"", -25.1303], [""berqʼen"", -25.2061], [""bar"", -25.2287], [""ber"", -25.2287], [""ɡal"", -25.2287]]"
aea	ded	-10.052	"[[""ded"", -10.052], [""dud"", -10.052], [""dzw"", -10.4121], [""zw"", -10.4301], [""zu"", -10.4301], [""ze"", -10.4301], [""dn"", -10.4301], [""da"", -10.4301], [""zm"", -10.4301], [""zr"", -10.4301]]"
aead	dab	-10.3871	"[[""dab"", -10.3871], [""deɡ"", -10.3871], [""dɣab"", -10.4616], [""dɡam"", -11.1696], [""dzɡib"", -11.9979], [""brɡ"", -12.5619], [""ɡob"", -12.5619], [""ɡab"", -12.5619], [""rɡ"", -12.6134], [""laɡ"", -12.8319]]"
aeadi	zu	-11.2047	"[[""zu"", -11.2047], [""bzu"", -13.2438], [""ɡob"", -13.8781], [""deɡ"", -13.8805], [""dab"", -13.8805], [""dɣab"", -13.9661], [""bur"", -13.9666], [""bun"", -13.9666], [""ɡor"", -13.9666], [""ɡul"", -13.9666]]"
aeadik	ɡor	-11.2074	"[[""ɡor"", -11.2074], [""bur"", -11.2074], [""ɡul"", -11.2074], [""bun"", -11.2074], [""dum"", -11.894], [""zom"", -11.894], [""ɡuɡul"", -13.0344], [""dzor"", -13.7276], [""dzum"", -13.7276], [""dɡam"", -14.5692]]"
aeadiki	bur	-14.7119	"[[""bur"", -14.7119], [""bun"", -14.7119], [""ɡul"", -14.7119], [""ɡor"", -14.7119], [""zom"", -15.3985], [""dum"", -15.3985], [""ɡuɡul"", -16.5144], [""dzor"", -17.2314], [""dzum"", -17.2314], [""zu"", -17.527]]"
aeadikit	ɡul	-18.2164	"[[""ɡul"", -18.2164], [""bur"", -18.2164], [""bun"", -18.2164], [""ɡor"", -18.2164], [""zom"", -18.903], [""dum"", -18.903], [""ɡuɡul"", -19.9937], [""botʼ"", -20.5935], [""dzum"", -20.7352], [""dzor"", -20.7352]]"
aeadikite	dud	-21.7204	"[[""dud"", -21.7204], [""ɡul"", -21.7209], [""ɡor"", -21.7209], [""bun"", -21.7209], [""bur"", -21.7209], [""zom"", -22.4075], [""dum"", -22.4075], [""botʼ"", -23.2459], [""ɡuɡul"", -23.4726], [""dzor"", -24.2333]]"
aeadikitet	ɡladʒ	-24.6221	"[[""ɡladʒ"", -24.6221], [""bur"", -25.2254], [""bun"", -25.2254], [""ɡor"", -25.2254], [""ɡul"", -25.2254], [""dud"", -25.2267], [""ɡrdʒɣa"", -25.8725], [""dum"", -25.912], [""zom"", -25.912], [""botʼ"", -26.1891]]"
aid	ɡob	-6.2742	"[[""ɡob"", -6.2742], [""ɣob"", -6.289], [""ʃub"", -6.289], [""oboba"", -9.0582], [""brɡ"", -9.3539], [""ɡab"", -9.3539], [""rɡ"", -9.3933], [""lumb"", -9.6571], [""ɡuɡa"", -9.7099], [""ʃubl"", -9.7372]]"
aida	ɡob	-9.7664	"[[""ɡob"", -9.7664], [""ʃub"", -9.7962], [""ɣob"", -9.7962], [""oboba"", -11.6619], [""ɡuɡa"", -12.5249], [""ɡuɡul"", -12.5397], [""ʃubl"", -12.5664], [""brɡ"", -12.5757], [""ɡab"", -12.5757], [""bzu"", -12.8687]]"
aidaa	ɡob	-13.2584	"[[""ɡob"", -13.2584], [""ɣob"", -13.3033], [""ʃub"", -13.3033], [""oboba"", -14.5851], [""ɡuɡa"", -15.618], [""ɡuɡul"", -15.6199], [""ʃubl"", -15.6733], [""brɡ"", -15.8556], [""ɡab"", -15.8556], [""opl"", -16.0745]]"
aidaau	oboba	-12.3526	"[[""oboba"", -12.3526], [""ɡuɡa"", -13.2546], [""biɡa"", -15.6758], [""ode"", -16.0743], [""bade"", -16.0896], [""bude"", -16.2932], [""tʼba"", -16.7426], [""ɡob"", -16.7502], [""ɣob"", -16.8104], [""ʃub"", -16.8104]]"
aidaj	ʃubl	-10.4837	"[[""ʃubl"", -10.4837], [""br"", -11.2074], [""ɡr"", -11.2074], [""ɡuɡul"", -13.1126], [""ɡul"", -13.2578], [""bur"", -13.2578], [""ɡor"", -13.2578], [""bun"", -13.2578], [""ɡob"", -13.2584], [""ʃub"", -13.3033]]"
aidaja	ʃubl	-13.99	"[[""ʃubl"", -13.99], [""br"", -14.7137], [""ɡr"", -14.7137], [""ɡuɡul"", -16.5915], [""bun"", -16.7496], [""ɡor"", -16.7496], [""ɡul"", -16.7496], [""bur"", -16.7496], [""ɡob"", -16.7502], [""ɣob"", -16.8104]]"
aidajas	ʃubl	-17.4963	"[[""ʃubl"", -17.4963], [""br"", -18.22], [""ɡr"", -18.22], [""ɡuɡul"", -20.07], [""bun"", -20.2412], [""ɡor"", -20.2412], [""bur"", -20.2412], [""ɡul"", -20.2412], [""ɡob"", -20.2418], [""tsolʿ"", -20.283]]"
aij	jor	-6.9655	"[[""jor"", -6.9655], [""mol"", -6.9655], [""rum"", -6.9655], [""dum"", -6.9803], [""ʃor"", -6.9803], [""bun"", -6.9803], [""xor"", -6.9803], [""bur"", -6.9803], [""ɡor"", -6.9803], [""tom"", -6.9803]]"
aija	rum	-10.4567	"[[""rum"", -10.4567], [""jor"", -10.4567], [""mol"", -10.4567], [""asulʿ"", -10.4664], [""tsolʿ"", -10.4664], [""dum"", -10.4864], [""ʃor"", -10.4864], [""xor"", -10.4864], [""pur"", -10.4864], [""zom"", -10.4864]]"
ain	usx	-9.7806	"[[""usx"", -9.7806], [""ode"", -9.7806], [""opl"", -9.7806], [""nu"", -9.783], [""uɣ"", -9.783], [""zu"", -9.783], [""pʼu"", -10.4256], [""bzu"", -10.4256], [""otxo"", -11.7854], [""oqar"", -12.1855]]"
aina	ode	-12.8687	"[[""ode"", -12.8687], [""usx"", -12.8687], [""opl"", -12.8687], [""uɣ"", -12.8904], [""nu"", -13.2748], [""zu"", -13.2748], [""bzu"", -13.926], [""pʼu"", -13.926], [""otxo"", -14.7809], [""oqar"", -15.0009]]"
ainaj	opl	-13.504	"[[""opl"", -13.504], [""oqar"", -13.55], [""mol"", -13.9461], [""jor"", -13.9461], [""rum"", -13.9461], [""ɡul"", -13.9604], [""bun"", -13.9604], [""xor"", -13.9604], [""sul"", -13.9604], [""pur"", -13.9604]]"
ainaja	opl	-16.9918	"[[""opl"", -16.9918], [""oqar"", -17.0522], [""jor"", -17.4378], [""rum"", -17.4378], [""mol"", -17.4378], [""tsolʿ"", -17.4538], [""asulʿ"", -17.4538], [""bur"", -17.4665], [""xor"", -17.4665], [""tom"", -17.4665]]"
ainajar	asulʿ	-20.283	"[[""asulʿ"", -20.283], [""tsolʿ"", -20.283], [""opl"", -20.4795], [""oqar"", -20.5533], [""zard"", -20.9152], [""band"", -20.916], [""bard"", -20.916], [""dud"", -20.9262], [""rum"", -20.9294], [""mol"", -20.9294]]"
ainajare	ɡrdz	-21.4236	"[[""ɡrdz"", -21.4236], [""brdz"", -21.4236], [""bandz"", -21.5992], [""lʿdze"", -22.2019], [""tsolʿ"", -23.3897], [""asulʿ"", -23.3897], [""zard"", -23.6217], [""dud"", -23.6267], [""band"", -23.7299], [""bard"", -23.7299]]"
ainajaret	ɡrdz	-24.9281	"[[""ɡrdz"", -24.9281], [""brdz"", -24.9281], [""lʿdze"", -25.0411], [""bandz"", -25.1037], [""rdʒw"", -25.1561], [""ɡladʒ"", -25.9379], [""bidʒ"", -26.0431], [""bedʒ"", -26.0431], [""asulʿ"", -26.6116], [""tsolʿ"", -26.6116]]"
ainajareta	rdʒw	-27.9927	"[[""rdʒw"", -27.9927], [""lʿdze"", -28.1502], [""brdz"", -28.4325], [""ɡrdz"", -28.4325], [""bandz"", -28.6081], [""ɡladʒ"", -29.4451], [""mardʒw"", -29.5411], [""bidʒ"", -29.5503], [""bedʒ"", -29.5503], [""ɡrdʒɣa"", -29.8227]]"
ainw	ode	-12.8687	"[[""ode"", -12.8687], [""usx"", -12.8687], [""opl"", -12.8687], [""uɣ"", -12.8904], [""nu"", -13.2748], [""zu"", -13.2748], [""bzu"", -13.926], [""pʼu"", -13.926], [""otxo"", -14.7809], [""oqar"", -15.0009]]"
ainwa	ode	-16.0745	"[[""ode"", -16.0745], [""usx"", -16.0745], [""opl"", -16.0745], [""uɣ"", -16.113], [""zu"", -16.7665], [""nu"", -16.7665], [""bzu"", -17.4248], [""pʼu"", -17.4248], [""otxo"", -17.8584], [""oqar"", -17.9958]]"
ainwaz	tow	-17.4502	"[[""tow"", -17.4502], [""tʼuw"", -18.108], [""ode"", -19.345], [""usx"", -19.345], [""opl"", -19.345], [""uɣ"", -19.3992], [""buzw"", -19.4594], [""bokʼw"", -19.5119], [""butʃw"", -19.5119], [""sw"", -19.8841]]"
ainwaza	tow	-20.9563	"[[""tow"", -20.9563], [""tʼuw"", -21.6139], [""usx"", -22.6564], [""opl"", -22.6564], [""ode"", -22.6564], [""uɣ"", -22.7256], [""buzw"", -22.9514], [""butʃw"", -23.0145], [""bokʼw"", -23.0145], [""zw"", -23.3807]]"
ainwazaΦ	usx	-22.8071	"[[""usx"", -22.8071], [""tow"", -24.4618], [""opl"", -24.8571], [""tʼuw"", -25.1197], [""otxo"", -25.9841], [""ode"", -25.9963], [""px"", -26.0075], [""peʃ"", -26.0229], [""kʼupx"", -26.0366], [""sx"", -26.0711]]"
ainwazaΦn	usx	-26.3056	"[[""usx"", -26.3056], [""opl"", -27.8166], [""tow"", -27.9673], [""tʼuw"", -28.6254], [""otxo"", -28.887], [""ode"", -29.3569], [""px"", -29.449], [""uɣ"", -29.4546], [""peʃ"", -29.4623], [""kʼupx"", -29.4654]]"
ainwazaΦni	otxo	-26.3023	"[[""otxo"", -26.3023], [""usx"", -29.7988], [""opl"", -30.9552], [""pʼu"", -31.2348], [""tow"", -31.4486], [""xut"", -31.5401], [""ʃub"", -31.5799], [""xor"", -31.5799], [""ʃor"", -31.5799], [""ʃubl"", -31.6278]]"
aiΘ	usx	-9.7806	"[[""usx"", -9.7806], [""ode"", -9.7806], [""opl"", -9.7806], [""nu"", -9.783], [""uɣ"", -9.783], [""zu"", -9.783], [""pʼu"", -10.4256], [""bzu"", -10.4256], [""otxo"", -11.7854], [""oqar"", -12.1855]]"
aiΘt	ode	-12.8687	"[[""ode"", -12.8687], [""usx"", -12.8687], [""opl"", -12.8687], [""uɣ"", -12.8904], [""zu"", -13.2748], [""nu"", -13.2748], [""lokʼ"", -13.5073], [""botʼ"", -13.5073], [""lutsʼ"", -13.6331], [""pʼu"", -13.8908]]"
aiΘti	otxo	-12.8613	"[[""otxo"", -12.8613], [""pʼu"", -13.6253], [""kʼutʼu"", -14.123], [""zu"", -15.5709], [""nu"", -15.5709], [""bzu"", -15.8229], [""usx"", -15.8612], [""opl"", -15.8612], [""ode"", -15.8612], [""uɣ"", -15.898]]"
aiΘtij	qʼor	-14.3146	"[[""qʼor"", -14.3146], [""kʼum"", -14.3146], [""tsʼul"", -14.6018], [""tsʼon"", -14.6018], [""ɡuɡul"", -16.2455], [""jor"", -16.2544], [""rum"", -16.2544], [""mol"", -16.2544], [""pur"", -16.2587], [""ɡor"", -16.2587]]"
aiΘtija	qʼor	-17.8209	"[[""qʼor"", -17.8209], [""kʼum"", -17.8209], [""tsʼul"", -18.1081], [""tsʼon"", -18.1081], [""tsolʿ"", -19.3611], [""asulʿ"", -19.3611], [""ɡuɡul"", -19.7515], [""rum"", -19.7563], [""mol"", -19.7563], [""jor"", -19.7563]]"
aiΘtijas	kʼum	-21.3272	"[[""kʼum"", -21.3272], [""qʼor"", -21.3272], [""tsʼon"", -21.6144], [""tsʼul"", -21.6144], [""tsolʿ"", -22.1868], [""asulʿ"", -22.1868], [""ɡuɡul"", -23.2574], [""mol"", -23.2581], [""jor"", -23.2581], [""rum"", -23.2581]]"
aiΘtijasa	qʼor	-24.8334	"[[""qʼor"", -24.8334], [""kʼum"", -24.8334], [""tsʼul"", -25.1207], [""tsʼon"", -25.1207], [""asulʿ"", -25.2924], [""tsolʿ"", -25.2924], [""mol"", -26.7598], [""jor"", -26.7598], [""rum"", -26.7598], [""ɡuɡul"", -26.7631]]"
aiΘtijasas	kʼum	-28.3397	"[[""kʼum"", -28.3397], [""qʼor"", -28.3397], [""tsolʿ"", -28.5139], [""asulʿ"", -28.5139], [""tsʼul"", -28.627], [""tsʼon"", -28.627], [""mol"", -30.2614], [""rum"", -30.2614], [""jor"", -30.2614], [""ɡuɡul"", -30.2688]]"
aiΘu	ode	-9.7383	"[[""ode"", -9.7383], [""oboba"", -11.854], [""zura"", -12.4916], [""bude"", -12.4916], [""tute"", -12.4916], [""ɡuɡa"", -12.4916], [""dute"", -12.4916], [""numa"", -12.4916], [""zoɣwa"", -12.5453], [""ama"", -12.5619]]"
aiΘuj	oqar	-10.4275	"[[""oqar"", -10.4275], [""ar"", -11.2092], [""il"", -11.2092], [""el"", -11.2092], [""ode"", -13.2311], [""susxam"", -13.2345], [""dutxel"", -13.2345], [""asir"", -13.2496], [""lam"", -13.2952], [""men"", -13.2952]]"
aiΘuja	oqar	-13.9337	"[[""oqar"", -13.9337], [""ar"", -14.7155], [""il"", -14.7155], [""el"", -14.7155], [""qalʿ"", -16.156], [""tʼilʿ"", -16.3748], [""ode"", -16.7238], [""dutxel"", -16.7407], [""susxam"", -16.7407], [""asir"", -16.7537]]"
aiΘut	ode	-13.2311	"[[""ode"", -13.2311], [""oboba"", -15.3413], [""ama"", -15.8501], [""bedʒ"", -15.9276], [""bidʒ"", -15.9276], [""oqar"", -15.9654], [""dute"", -15.9841], [""numa"", -15.9841], [""tute"", -15.9841], [""bude"", -15.9841]]"
