lost	top1_known	score	top10
adikites	maguʃa	-19.3513	"[[""maguʃa"", -19.3513], [""-ika"", -19.6643], [""maːhiʃ"", -19.9628], [""maniʃ"", -19.9708], [""vahuʃ"", -20.3198], [""avadaː"", -20.7012], [""vaʃana"", -20.7408], [""nautʃiʃ"", -20.8718], [""araika"", -20.8916], [""naamaa"", -20.947]]"
adikitesi	maguʃa	-22.1721	"[[""maguʃa"", -22.1721], [""-ika"", -22.4871], [""vaʃana"", -22.8402], [""vaʃanaa"", -23.1788], [""maːhiʃ"", -23.4556], [""maniʃ"", -23.4738], [""naamaa"", -23.5087], [""avadaː"", -23.5839], [""araika"", -23.7123], [""naːmaː"", -23.7655]]"
adikitesir	vaʃanaa	-25.1295	"[[""vaʃanaa"", -25.1295], [""maguʃa"", -25.2741], [""vaʃana"", -25.4068], [""-ika"", -25.5913], [""naamaa"", -26.2528], [""avadaː"", -26.5421], [""naːmaː"", -26.5426], [""maːnaː"", -26.5426], [""maːtaː"", -26.5479], [""maθaiʃata"", -26.5818]]"
adikitet	maːhiʃ	-19.9658	"[[""maːhiʃ"", -19.9658], [""maniʃ"", -19.9719], [""vahuʃ"", -20.3212], [""avadaː"", -20.7066], [""nautʃiʃ"", -21.0322], [""naːmaː"", -21.1456], [""maːnaː"", -21.1456], [""maːtaː"", -21.1602], [""Maːhiʃ"", -21.4656], [""anija"", -21.9831]]"
adikitete	maːhiʃ	-21.8318	"[[""maːhiʃ"", -21.8318], [""nautʃiʃ"", -22.1287], [""maniʃ"", -22.3518], [""vahuʃ"", -22.6031], [""maguʃa"", -22.8179], [""-ika"", -23.1413], [""Maːhiʃ"", -23.4071], [""avadaː"", -23.7851], [""vaʃana"", -23.8204], [""naːmaː"", -24.0688]]"
adikiteter	maguʃa	-24.8855	"[[""maguʃa"", -24.8855], [""maːhiʃ"", -25.3358], [""-ika"", -25.4054], [""nautʃiʃ"", -25.5495], [""maniʃ"", -25.858], [""vaʃana"", -25.9016], [""vahuʃ"", -26.109], [""vaʃanaa"", -26.2523], [""araika"", -26.4799], [""maraguuʃa"", -26.743]]"
adikitu	avadaː	-17.881	"[[""avadaː"", -17.881], [""naːmaː"", -18.684], [""maːnaː"", -18.684], [""maːtaː"", -18.7129], [""anija"", -19.2376], [""naːma"", -19.5594], [""marɡaː"", -19.6085], [""apamaː"", -19.668], [""maːh"", -19.7067], [""nava"", -19.8894]]"
adikituj	avadaː	-20.9829	"[[""avadaː"", -20.9829], [""maːnaː"", -21.5849], [""naːmaː"", -21.5849], [""maːtaː"", -21.6058], [""naːma"", -21.7682], [""anija"", -21.868], [""naamaa"", -22.0463], [""nava"", -22.6505], [""marɡaː"", -22.7133], [""maːh"", -22.7745]]"
adikituja	avadaː	-23.908	"[[""avadaː"", -23.908], [""naːmaː"", -24.1337], [""maːnaː"", -24.1337], [""maːtaː"", -24.1443], [""naamaa"", -24.2112], [""naːma"", -24.5327], [""anija"", -24.8102], [""marɡaː"", -25.4511], [""nava"", -25.6447], [""amaːstriː"", -25.7493]]"
adikitujas	naamaa	-26.7898	"[[""naamaa"", -26.7898], [""naːmaː"", -26.8145], [""maːnaː"", -26.8145], [""maːtaː"", -26.8206], [""avadaː"", -26.8428], [""Hutauθaː"", -26.8769], [""naːma"", -27.4759], [""anija"", -27.8776], [""amaːstriː"", -28.2285], [""marɡaː"", -28.2401]]"
aea	-ika	-7.7419	"[[""-ika"", -7.7419], [""AM"", -8.1187], [""DH"", -8.1187], [""aita"", -9.6999], [""aiva"", -9.6999], [""idaa"", -10.0091], [""asa"", -10.0909], [""kuuʃa"", -10.3008], [""utaː"", -10.3132], [""idaː"", -10.3132]]"
aead	ijam	-10.0867	"[[""ijam"", -10.0867], [""asan"", -10.0867], [""adam"", -10.0867], [""hauv"", -10.4417], [""-ika"", -10.5169], [""asman"", -10.606], [""aiva"", -10.7105], [""buːm"", -10.7534], [""-tʃaa"", -10.8981], [""AM"", -10.9467]]"
aeadi	aiva	-10.022	"[[""aiva"", -10.022], [""vaʃana"", -10.7862], [""asaina"", -12.5368], [""adama"", -12.6236], [""kuuʃa"", -13.1707], [""vaʃanaa"", -13.1767], [""kaara"", -13.1954], [""kaufa"", -13.1954], [""ʰuvar"", -13.2708], [""naːma"", -13.2828]]"
aeadik	aiva	-12.8426	"[[""aiva"", -12.8426], [""vaʃanaa"", -13.2898], [""vaʃana"", -13.6059], [""asaina"", -15.3525], [""apamaː"", -15.4338], [""adama"", -15.4435], [""naamaa"", -15.4713], [""hainaa"", -15.4804], [""kuuʃa"", -15.5828], [""kaufa"", -15.5937]]"
aeadiki	vaʃanaa	-15.7301	"[[""vaʃanaa"", -15.7301], [""aiva"", -15.9452], [""vaʃana"", -16.7073], [""naamaa"", -17.8628], [""apamaː"", -17.8817], [""hainaa"", -17.9214], [""kaufaʰ"", -18.0897], [""Apamaː"", -18.1425], [""kuuʃa"", -18.2356], [""kaufa"", -18.2414]]"
aeadikit	vaʃanaa	-19.2255	"[[""vaʃanaa"", -19.2255], [""aiva"", -19.4487], [""vaʃana"", -20.2101], [""kaufaʰ"", -20.6289], [""apamaː"", -20.7104], [""avadaː"", -20.8601], [""Apamaː"", -20.9712], [""maːnaː"", -21.2], [""naːmaː"", -21.2], [""naamaa"", -21.3526]]"
aeadikite	vaʃanaa	-22.0519	"[[""vaʃanaa"", -22.0519], [""aiva"", -22.6666], [""maniʃ"", -22.6831], [""buːmiʃ"", -22.7073], [""ʃarɡuʃ"", -23.0199], [""kuuʃa"", -23.3539], [""Maːhiʃ"", -23.3707], [""vaʃana"", -23.4193], [""maːhiʃ"", -23.4506], [""Jiːvakah"", -23.4986]]"
aeadikitet	vaʃanaa	-25.5504	"[[""vaʃanaa"", -25.5504], [""aiva"", -26.1711], [""maniʃ"", -26.1894], [""buːmiʃ"", -26.2141], [""Jiːvakah"", -26.31], [""kuuʃa"", -26.3605], [""kaufaʰ"", -26.4522], [""ʃarɡuʃ"", -26.5257], [""avadaː"", -26.6294], [""Maːhiʃ"", -26.8755]]"
aid	ijam	-7.6438	"[[""ijam"", -7.6438], [""asan"", -7.6438], [""adam"", -7.6438], [""DH"", -8.1187], [""AM"", -8.1187], [""hauv"", -8.2121], [""aiva"", -8.286], [""asman"", -8.4284], [""buːm"", -8.5154], [""ʰuvar"", -8.8228]]"
aida	aiva	-7.584	"[[""aiva"", -7.584], [""adama"", -10.1802], [""nava"", -10.5775], [""anija"", -10.6615], [""zana"", -10.7673], [""hama"", -10.7673], [""ʰuvar"", -10.8275], [""amah"", -10.8313], [""asaina"", -10.9271], [""DH"", -10.9467]]"
aidaa	aiva	-10.4026	"[[""aiva"", -10.4026], [""anija"", -12.7416], [""apamaː"", -12.9912], [""adama"", -12.9981], [""naamaa"", -13.2176], [""nava"", -13.2222], [""hainaa"", -13.2496], [""Apamaː"", -13.251], [""avadaː"", -13.4121], [""ʰuvar"", -13.486]]"
aidaau	aiva	-13.9033	"[[""aiva"", -13.9033], [""avadaː"", -15.3635], [""apamaː"", -15.4423], [""Apamaː"", -15.7022], [""anija"", -16.0265], [""naːmaː"", -16.0852], [""maːnaː"", -16.0852], [""adama"", -16.4983], [""ʰuvar"", -16.5386], [""amah"", -16.5461]]"
aidaj	aiva	-10.4026	"[[""aiva"", -10.4026], [""anija"", -12.7416], [""apamaː"", -12.9912], [""adama"", -12.9981], [""naamaa"", -13.2176], [""nava"", -13.2222], [""hainaa"", -13.2496], [""Apamaː"", -13.251], [""avadaː"", -13.4121], [""ʰuvar"", -13.486]]"
aidaja	aiva	-13.5025	"[[""aiva"", -13.5025], [""anija"", -15.3029], [""avadaː"", -15.3459], [""apamaː"", -15.4372], [""naamaa"", -15.4927], [""hainaa"", -15.6882], [""Apamaː"", -15.697], [""naːmaː"", -16.0734], [""maːnaː"", -16.0734], [""adama"", -16.0969]]"
aidajas	aiva	-16.7175	"[[""aiva"", -16.7175], [""Hutauθaː"", -17.679], [""avadaː"", -17.7499], [""naamaa"", -18.0393], [""anija"", -18.0966], [""apamaː"", -18.2613], [""ɡaiθaː"", -18.4453], [""hainaa"", -18.5085], [""Apamaː"", -18.5212], [""maːnaː"", -18.6037]]"
aij	DH	-8.1187	"[[""DH"", -8.1187], [""AM"", -8.1187], [""aiva"", -9.6999], [""aita"", -9.6999], [""idaa"", -10.0091], [""-ika"", -10.0108], [""asa"", -10.0909], [""idaː"", -10.3132], [""utaː"", -10.3132], [""-paː"", -10.5782]]"
aija	aθaga	-10.6614	"[[""aθaga"", -10.6614], [""daθa"", -10.7673], [""AM"", -10.9467], [""DH"", -10.9467], [""aiva"", -12.0908], [""aita"", -12.0908], [""idaa"", -12.2812], [""-ika"", -12.4047], [""utaː"", -12.592], [""idaː"", -12.592]]"
ain	DH	-8.1187	"[[""DH"", -8.1187], [""AM"", -8.1187], [""aita"", -9.6891], [""aiva"", -9.6891], [""idaa"", -9.9961], [""-ika"", -10.0], [""asa"", -10.0824], [""idaː"", -10.3129], [""utaː"", -10.3129], [""-paː"", -10.5779]]"
aina	DH	-10.9467	"[[""DH"", -10.9467], [""AM"", -10.9467], [""aiva"", -12.0831], [""aita"", -12.0831], [""idaa"", -12.2715], [""-ika"", -12.3979], [""idaː"", -12.586], [""utaː"", -12.586], [""asa"", -12.827], [""-paː"", -12.8487]]"
ainaj	AM	-13.9506	"[[""AM"", -13.9506], [""DH"", -13.9506], [""aiva"", -14.729], [""aita"", -14.729], [""idaa"", -14.8587], [""-ika"", -15.0462], [""utaː"", -15.1739], [""idaː"", -15.1739], [""-paː"", -15.4396], [""Hutauθaː"", -15.6153]]"
ainaja	daθa	-16.6632	"[[""daθa"", -16.6632], [""aθaga"", -16.9544], [""AM"", -17.0572], [""DH"", -17.0572], [""Hutauθaː"", -17.3215], [""aita"", -17.532], [""aiva"", -17.532], [""idaa"", -17.6272], [""-ika"", -17.8506], [""utaː"", -17.9433]]"
ainajar	Hutauθaː	-17.6566	"[[""Hutauθaː"", -17.6566], [""ɡaiθaː"", -18.4286], [""aθaga"", -19.0524], [""jaθaː"", -19.4695], [""daθa"", -19.4854], [""AM"", -20.2315], [""DH"", -20.2315], [""Bajaθaːh"", -20.3132], [""aita"", -20.4427], [""aiva"", -20.4427]]"
ainajare	Maːhiʃ	-20.0281	"[[""Maːhiʃ"", -20.0281], [""Hutauθaː"", -20.1012], [""ɡaiθaː"", -20.8778], [""ɡaːuʃ"", -21.0487], [""aθaga"", -21.6186], [""jaθaː"", -21.9215], [""aθaⁿɡaʰ"", -22.214], [""daθa"", -22.5896], [""Bajaθaːh"", -22.8209], [""-ika"", -22.879]]"
ainajaret	Hutauθaː	-22.9242	"[[""Hutauθaː"", -22.9242], [""Maːhiʃ"", -23.5335], [""ɡaiθaː"", -23.7073], [""aθaⁿɡaʰ"", -24.1419], [""ɡaːuʃ"", -24.5547], [""jaθaː"", -24.7524], [""aθaga"", -24.9907], [""Bajaθaːh"", -25.6161], [""hutauθaː"", -25.7999], [""-ika"", -25.9114]]"
ainajareta	-ika	-25.9354	"[[""-ika"", -25.9354], [""Hutauθaː"", -26.0246], [""araika"", -26.5415], [""ɡaiθaː"", -26.8115], [""aθaⁿɡaʰ"", -26.8508], [""Maːhiʃ"", -27.0363], [""maθaiʃata"", -27.5373], [""aθaga"", -27.691], [""jaθaː"", -27.8573], [""kuuʃa"", -28.003]]"
ainw	DH	-10.9467	"[[""DH"", -10.9467], [""AM"", -10.9467], [""idaː"", -12.5973], [""utaː"", -12.5973], [""-paː"", -12.8589], [""aiva"", -12.931], [""aita"", -12.931], [""-ika"", -13.2413], [""asa"", -13.4353], [""idaa"", -13.4586]]"
ainwa	DH	-13.9506	"[[""DH"", -13.9506], [""AM"", -13.9506], [""aita"", -15.2371], [""aiva"", -15.2371], [""utaː"", -15.495], [""idaː"", -15.495], [""-ika"", -15.5115], [""idaa"", -15.6528], [""-paː"", -15.7406], [""asa"", -16.0837]]"
ainwaz	AM	-17.0572	"[[""AM"", -17.0572], [""DH"", -17.0572], [""aiva"", -17.9607], [""aita"", -17.9607], [""idaa"", -18.1634], [""-ika"", -18.2005], [""utaː"", -18.2777], [""idaː"", -18.2777], [""-paː"", -18.4972], [""-tʃaa"", -18.8943]]"
ainwaza	AM	-20.2315	"[[""AM"", -20.2315], [""DH"", -20.2315], [""aita"", -20.8355], [""aiva"", -20.8355], [""idaa"", -20.9133], [""-ika"", -21.0492], [""utaː"", -21.1303], [""idaː"", -21.1303], [""-paː"", -21.3294], [""-tʃaa"", -21.5021]]"
ainwazaΦ	Daːtah	-22.4666	"[[""Daːtah"", -22.4666], [""Baːtah"", -22.4666], [""Euménēs"", -22.5928], [""Oíbáras"", -22.5928], [""aita"", -22.9023], [""AM"", -23.4538], [""DH"", -23.4538], [""aːtar"", -23.4811], [""Arbínas"", -23.7678], [""aiva"", -23.7989]]"
ainwazaΦn	aita	-22.4325	"[[""aita"", -22.4325], [""asa"", -24.3121], [""Baːtah"", -24.4784], [""Daːtah"", -24.4784], [""asapa"", -24.4817], [""arata"", -24.557], [""daata"", -24.8403], [""aːtar"", -25.5076], [""Gadaːtah"", -25.9773], [""Euménēs"", -26.0961]]"
ainwazaΦni	aita	-25.2635	"[[""aita"", -25.2635], [""utaː"", -27.0977], [""Baːtah"", -27.1425], [""Daːtah"", -27.1425], [""asa"", -27.1461], [""asapa"", -27.2337], [""-paː"", -27.2688], [""arata"", -27.3873], [""ɡaupaː"", -27.6448], [""daata"", -27.6702]]"
aiΘ	AM	-8.1187	"[[""AM"", -8.1187], [""DH"", -8.1187], [""utaː"", -10.3357], [""idaː"", -10.3357], [""-paː"", -10.5972], [""asa"", -10.8767], [""aiva"", -10.8875], [""aita"", -10.8875], [""-ika"", -11.1862], [""idaa"", -11.7876]]"
aiΘt	AM	-10.9467	"[[""AM"", -10.9467], [""DH"", -10.9467], [""idaː"", -13.0932], [""utaː"", -13.0932], [""-paː"", -13.3025], [""aiva"", -14.0771], [""aita"", -14.0771], [""asa"", -14.1587], [""-ika"", -14.3639], [""idaa"", -15.1434]]"
aiΘti	AM	-13.9506	"[[""AM"", -13.9506], [""DH"", -13.9506], [""aita"", -15.9774], [""aiva"", -15.9774], [""utaː"", -16.0804], [""idaː"", -16.0804], [""-ika"", -16.0888], [""-paː"", -16.2187], [""asa"", -16.4861], [""idaa"", -16.5448]]"
aiΘtij	DH	-17.0572	"[[""DH"", -17.0572], [""AM"", -17.0572], [""aita"", -18.6061], [""aiva"", -18.6061], [""-ika"", -18.6238], [""idaa"", -18.7179], [""idaː"", -18.7624], [""utaː"", -18.7624], [""-paː"", -18.8093], [""-tʃaa"", -19.3085]]"
aiΘtija	DH	-20.2315	"[[""DH"", -20.2315], [""AM"", -20.2315], [""daθa"", -20.3145], [""aθaga"", -20.7325], [""idaa"", -21.3348], [""-ika"", -21.3778], [""aita"", -21.4145], [""aiva"", -21.4145], [""-paː"", -21.5299], [""idaː"", -21.5308]]"
aiΘtijas	Hutauθaː	-22.0907	"[[""Hutauθaː"", -22.0907], [""ɡaiθaː"", -22.6189], [""aθaga"", -22.8376], [""jaθaː"", -23.1198], [""daθa"", -23.1368], [""AM"", -23.4538], [""DH"", -23.4538], [""Bajaθaːh"", -24.002], [""idaa"", -24.1605], [""-ika"", -24.2575]]"
aiΘtijasa	Hutauθaː	-24.5304	"[[""Hutauθaː"", -24.5304], [""ɡaiθaː"", -25.0689], [""aθaga"", -25.4058], [""jaθaː"", -25.5725], [""aθaⁿɡaʰ"", -25.9652], [""daθa"", -26.2408], [""Bajaθaːh"", -26.5096], [""AM"", -26.712], [""DH"", -26.712], [""idaa"", -27.1074]]"
aiΘtijasas	Hutauθaː	-27.3401	"[[""Hutauθaː"", -27.3401], [""ɡaiθaː"", -27.895], [""aθaⁿɡaʰ"", -27.8996], [""aθaga"", -28.2025], [""jaθaː"", -28.401], [""Bajaθaːh"", -29.2686], [""daθa"", -29.4608], [""DH"", -29.9981], [""AM"", -29.9981], [""hutauθaː"", -30.0374]]"
aiΘu	AM	-10.9467	"[[""AM"", -10.9467], [""DH"", -10.9467], [""idaː"", -13.0932], [""utaː"", -13.0932], [""-paː"", -13.3025], [""aiva"", -14.0771], [""aita"", -14.0771], [""asa"", -14.1587], [""-ika"", -14.3639], [""idaa"", -15.1434]]"
aiΘuj	DH	-13.9506	"[[""DH"", -13.9506], [""AM"", -13.9506], [""aita"", -15.9774], [""aiva"", -15.9774], [""idaː"", -16.0804], [""utaː"", -16.0804], [""-ika"", -16.0888], [""-paː"", -16.2187], [""asa"", -16.4861], [""idaa"", -16.5448]]"
