lost	top1_known	score	top10
adauti	rom	-12.5791	"[[""rom"", -12.5791], [""pʰoke"", -13.6172], [""heloke"", -16.9554], [""aker"", -19.5014], [""maw"", -20.2704], [""marasm"", -20.8383], [""aomai"", -20.8518], [""arai"", -22.1968], [""awis"", -22.2113], [""pʰokiasiale"", -22.5121]]"
adautin	rom	-16.0852	"[[""rom"", -16.0852], [""pʰoke"", -17.1244], [""heloke"", -20.4624], [""aker"", -22.3584], [""maw"", -23.5499], [""aomai"", -23.942], [""marasm"", -24.3302], [""arai"", -25.483], [""awis"", -25.4974], [""maras"", -25.7831]]"
adautinu	rom	-19.5913	"[[""rom"", -19.5913], [""pʰoke"", -20.6306], [""heloke"", -23.9617], [""aker"", -25.4568], [""maw"", -26.867], [""aomai"", -27.1484], [""marasm"", -27.8156], [""arai"", -28.8025], [""awis"", -28.8167], [""maras"", -28.9573]]"
adautinui	pʰoke	-23.0064	"[[""pʰoke"", -23.0064], [""rom"", -23.0975], [""heloke"", -25.1244], [""aker"", -28.1577], [""maw"", -30.2104], [""aomai"", -30.4187], [""pʰokiasiale"", -30.6467], [""marasm"", -31.2937], [""arai"", -32.1457], [""awis"", -32.1598]]"
adautinuin	pʰoke	-26.5139	"[[""pʰoke"", -26.5139], [""rom"", -26.6036], [""heloke"", -28.6316], [""aker"", -31.2247], [""maw"", -33.5733], [""aomai"", -33.7296], [""pʰokiasiale"", -34.1475], [""marasm"", -34.7639], [""maras"", -35.4162], [""epteziu"", -35.4687]]"
adaw	rom	-10.688	"[[""rom"", -10.688], [""maw"", -13.9281], [""murinail"", -14.4777], [""morinail"", -14.4777], [""arai"", -15.807], [""awis"", -15.8217], [""pʰoke"", -15.9576], [""aker"", -16.0274], [""maras"", -16.6606], [""siwai"", -16.6759]]"
adawa	rom	-13.8934	"[[""rom"", -13.8934], [""maw"", -16.3436], [""murinail"", -17.8611], [""morinail"", -17.8611], [""aker"", -18.1999], [""arai"", -18.6834], [""awis"", -18.6983], [""pʰoke"", -19.1483], [""maras"", -19.2641], [""siwai"", -19.2795]]"
adawai	rom	-17.1685	"[[""rom"", -17.1685], [""pʰoke"", -18.8754], [""heloke"", -19.0672], [""maw"", -19.8479], [""hulaies"", -20.1128], [""holaiesi"", -20.1647], [""murinail"", -21.2014], [""morinail"", -21.2014], [""aker"", -21.415], [""arai"", -21.7958]]"
adawaij	rom	-20.487	"[[""rom"", -20.487], [""pʰoke"", -22.3764], [""heloke"", -22.5699], [""hulaies"", -22.9411], [""holaiesi"", -22.9654], [""maw"", -23.3517], [""murinail"", -24.515], [""morinail"", -24.515], [""aker"", -24.695], [""napʰotʰ"", -24.8144]]"
adawaija	aker	-23.5005	"[[""aker"", -23.5005], [""rom"", -23.8276], [""pʰoke"", -25.8767], [""hulaies"", -26.0417], [""holaiesi"", -26.0517], [""heloke"", -26.0707], [""maw"", -26.0731], [""napʰotʰ"", -27.3026], [""murinail"", -27.8146], [""morinail"", -27.8146]]"
adi	rom	-7.6144	"[[""rom"", -7.6144], [""pʰoke"", -9.8795], [""aker"", -13.1505], [""heloke"", -13.2199], [""arai"", -13.4387], [""awis"", -13.4525], [""maw"", -14.0739], [""tis"", -14.7934], [""aomai"", -15.5536], [""napʰotʰ"", -16.3491]]"
adik	rom	-10.7256	"[[""rom"", -10.7256], [""pʰoke"", -13.3611], [""epteziu"", -15.1351], [""aker"", -15.9822], [""arai"", -16.6138], [""heloke"", -16.6154], [""awis"", -16.6272], [""ziazi"", -17.0539], [""maw"", -17.3235], [""ziwai"", -17.3393]]"
adiki	rom	-13.9498	"[[""rom"", -13.9498], [""pʰoke"", -15.4644], [""heloke"", -17.7017], [""epteziu"", -17.7575], [""aker"", -18.5993], [""ziazi"", -19.5632], [""ziwai"", -19.778], [""arai"", -19.8539], [""awis"", -19.8669], [""maw"", -20.5845]]"
adikit	rom	-12.5812	"[[""rom"", -12.5812], [""pʰoke"", -18.9652], [""epteziu"", -20.6939], [""heloke"", -21.1798], [""aomai"", -21.5024], [""maw"", -21.6021], [""aker"", -21.6412], [""ziazi"", -22.4165], [""ziwai"", -22.5829], [""arai"", -23.1355]]"
adikite	rom	-16.0874	"[[""rom"", -16.0874], [""pʰoke"", -22.4654], [""epteziu"", -23.7684], [""aomai"", -24.3188], [""maw"", -24.4441], [""heloke"", -24.6477], [""aker"", -24.8306], [""zeronaitʰ"", -25.3837], [""ziazi"", -25.4273], [""ziwai"", -25.5614]]"
adikites	rom	-19.5937	"[[""rom"", -19.5937], [""hulaies"", -25.1694], [""tis"", -25.8475], [""pʰoke"", -25.961], [""awis"", -26.339], [""maras"", -26.5801], [""epteziu"", -26.787], [""zeronaitʰ"", -27.2461], [""aomai"", -27.4114], [""maw"", -27.5457]]"
adikitesi	rom	-23.0999	"[[""rom"", -23.0999], [""zeronaitʰ"", -27.3673], [""pʰoke"", -28.1889], [""epteziu"", -28.2665], [""hulaies"", -28.6709], [""heloke"", -29.1788], [""tis"", -29.2446], [""awis"", -29.8416], [""ewistʰuo"", -30.0008], [""maras"", -30.0705]]"
adikitesir	rom	-26.6061	"[[""rom"", -26.6061], [""holaiesi"", -28.6677], [""epteziu"", -28.9088], [""zeronaitʰ"", -30.0468], [""aomai"", -30.5562], [""siasi"", -30.7365], [""ziazi"", -30.9159], [""ziwai"", -31.1924], [""tis"", -31.2733], [""pʰoke"", -31.6792]]"
adikitet	rom	-18.9053	"[[""rom"", -18.9053], [""pʰoke"", -25.965], [""epteziu"", -26.9232], [""aomai"", -27.1242], [""maw"", -27.2785], [""zeronaitʰ"", -27.8301], [""marasm"", -27.9136], [""aker"", -28.0957], [""heloke"", -28.1059], [""ziazi"", -28.5311]]"
adikitete	rom	-22.4124	"[[""rom"", -22.4124], [""pʰoke"", -29.4638], [""epteziu"", -30.1311], [""aomai"", -30.2136], [""maw"", -30.3779], [""zeronaitʰ"", -30.4936], [""marasm"", -31.4036], [""aker"", -31.407], [""heloke"", -31.555], [""ziazi"", -31.6967]]"
adikiteter	rom	-25.9196	"[[""rom"", -25.9196], [""aomai"", -30.1705], [""ziazi"", -30.9159], [""ziwai"", -31.1924], [""epteziu"", -31.7386], [""zeronaitʰ"", -31.8566], [""pʰoke"", -32.9618], [""arai"", -33.0133], [""maw"", -33.5896], [""holaiesi"", -33.8933]]"
adikitu	rom	-16.0874	"[[""rom"", -16.0874], [""pʰoke"", -22.284], [""epteziu"", -23.7684], [""heloke"", -24.0357], [""aomai"", -24.3188], [""maw"", -24.4441], [""aker"", -24.5807], [""zeronaitʰ"", -25.3837], [""ziazi"", -25.4273], [""ziwai"", -25.5614]]"
adikituj	rom	-19.5937	"[[""rom"", -19.5937], [""pʰoke"", -25.6325], [""epteziu"", -26.9232], [""heloke"", -27.148], [""aomai"", -27.4114], [""maw"", -27.5457], [""aker"", -27.7229], [""zeronaitʰ"", -27.8301], [""ziazi"", -28.5311], [""ziwai"", -28.6422]]"
adikituja	rom	-23.0998	"[[""rom"", -23.0998], [""aker"", -26.7792], [""maw"", -28.1229], [""pʰoke"", -29.0024], [""epteziu"", -30.1311], [""zeronaitʰ"", -30.3083], [""ziwai"", -30.3258], [""heloke"", -30.3699], [""aomai"", -30.6189], [""maras"", -31.4642]]"
adikitujas	rom	-26.6059	"[[""rom"", -26.6059], [""aker"", -30.2836], [""maras"", -31.2924], [""sialkʰwis"", -31.5606], [""zeronaitʰ"", -31.575], [""maw"", -31.6123], [""hulaies"", -32.1425], [""pʰoke"", -32.3864], [""awis"", -32.5521], [""tis"", -32.6138]]"
aea	rom	-9.7735	"[[""rom"", -9.7735], [""maw"", -10.4276], [""aker"", -12.5541], [""arai"", -12.8218], [""awis"", -12.8365], [""maras"", -13.8458], [""siwai"", -13.8611], [""ziwai"", -13.8611], [""tis"", -14.7934], [""pʰoke"", -16.4844]]"
aead	rom	-11.0383	"[[""rom"", -11.0383], [""maw"", -13.9281], [""pʰoke"", -15.5101], [""arai"", -15.807], [""awis"", -15.8217], [""aker"", -16.0274], [""maras"", -16.6606], [""siwai"", -16.6759], [""ziwai"", -16.6759], [""tawarzio"", -16.9074]]"
aeadi	rom	-13.9069	"[[""rom"", -13.9069], [""pʰoke"", -15.319], [""maw"", -17.4269], [""heloke"", -18.6693], [""aker"", -18.8304], [""arai"", -18.9603], [""awis"", -18.9749], [""maras"", -19.7496], [""siwai"", -19.7648], [""ziwai"", -19.7648]]"
aeadik	rom	-17.0276	"[[""rom"", -17.0276], [""pʰoke"", -18.8011], [""maw"", -20.924], [""epteziu"", -21.1897], [""aker"", -21.9256], [""heloke"", -22.1211], [""arai"", -22.1968], [""awis"", -22.2113], [""tawarzio"", -22.4704], [""ziwai"", -22.7667]]"
aeadiki	rom	-20.2567	"[[""rom"", -20.2567], [""pʰoke"", -20.987], [""heloke"", -23.7772], [""epteziu"", -23.9208], [""maw"", -24.4194], [""aker"", -24.827], [""tawarzio"", -25.3982], [""zeronaitʰ"", -25.4728], [""arai"", -25.483], [""serunaitʰ"", -25.4835]]"
aeadikit	rom	-18.9026	"[[""rom"", -18.9026], [""pʰoke"", -24.4877], [""marasm"", -26.8956], [""epteziu"", -26.9416], [""heloke"", -27.2644], [""maw"", -27.5469], [""aomai"", -27.8642], [""aker"", -27.9588], [""zeronaitʰ"", -28.1843], [""serunaitʰ"", -28.2878]]"
aeadikite	rom	-22.4088	"[[""rom"", -22.4088], [""pʰoke"", -27.9882], [""epteziu"", -30.0842], [""marasm"", -30.3972], [""aomai"", -30.6821], [""heloke"", -30.7454], [""maw"", -30.7724], [""zeronaitʰ"", -30.9698], [""aker"", -31.193], [""serunaitʰ"", -31.2203]]"
aeadikitet	rom	-25.2268	"[[""rom"", -25.2268], [""pʰoke"", -31.4883], [""marasm"", -32.9135], [""epteziu"", -33.2952], [""aomai"", -33.4949], [""zeronaitʰ"", -33.821], [""maw"", -33.885], [""heloke"", -34.2201], [""serunaitʰ"", -34.2398], [""aker"", -34.4853]]"
aid	rom	-8.2223	"[[""rom"", -8.2223], [""pʰoke"", -12.0628], [""epteziu"", -12.8044], [""aker"", -13.1505], [""arai"", -13.4387], [""awis"", -13.4525], [""heloke"", -13.6264], [""maw"", -14.0739], [""ewistʰuo"", -14.1028], [""tis"", -14.7934]]"
aida	rom	-11.0636	"[[""rom"", -11.0636], [""aker"", -11.1128], [""maw"", -13.525], [""pʰoke"", -15.1092], [""arai"", -16.0175], [""awis"", -16.032], [""epteziu"", -16.2403], [""heloke"", -16.4695], [""ewistʰuo"", -16.8745], [""maras"", -16.9349]]"
aidaa	aker	-13.9259	"[[""aker"", -13.9259], [""rom"", -14.1565], [""maw"", -16.1896], [""pʰoke"", -18.291], [""arai"", -18.7404], [""awis"", -18.7553], [""ewistʰuo"", -19.0752], [""maras"", -19.2671], [""siwai"", -19.2825], [""ziwai"", -19.2825]]"
aidaau	rom	-17.3709	"[[""rom"", -17.3709], [""aker"", -17.4279], [""pʰoke"", -19.5286], [""maw"", -19.6945], [""heloke"", -20.5895], [""ewistʰuo"", -21.3667], [""arai"", -21.8015], [""awis"", -21.8164], [""maras"", -22.2361], [""siwai"", -22.2516]]"
aidaj	rom	-14.1741	"[[""rom"", -14.1741], [""aker"", -14.6188], [""maw"", -17.0268], [""pʰoke"", -18.291], [""arai"", -19.0362], [""awis"", -19.0507], [""ewistʰuo"", -19.1601], [""heloke"", -19.5538], [""epteziu"", -19.6352], [""maras"", -19.7544]]"
aidaja	rom	-17.3844	"[[""rom"", -17.3844], [""aker"", -17.4282], [""maw"", -19.5548], [""ewistʰuo"", -21.5352], [""pʰoke"", -21.5431], [""arai"", -21.9474], [""awis"", -21.9622], [""maras"", -22.4247], [""siwai"", -22.4401], [""ziwai"", -22.4401]]"
aidajas	rom	-20.6624	"[[""rom"", -20.6624], [""aker"", -20.9352], [""awis"", -21.924], [""maras"", -22.3505], [""ewistʰuo"", -22.449], [""tis"", -22.4864], [""maw"", -23.0597], [""tawarsiu"", -23.6732], [""pʰoke"", -24.7958], [""hulaies"", -24.8514]]"
aij	rom	-10.052	"[[""rom"", -10.052], [""pʰoke"", -12.8754], [""aker"", -13.1505], [""arai"", -13.4387], [""awis"", -13.4525], [""maw"", -14.0739], [""tis"", -14.7934], [""heloke"", -15.1025], [""epteziu"", -15.8233], [""ewistʰuo"", -16.3531]]"
aija	aker	-11.1128	"[[""aker"", -11.1128], [""rom"", -13.044], [""maw"", -13.525], [""arai"", -16.0175], [""awis"", -16.032], [""pʰoke"", -16.352], [""maras"", -16.9349], [""siwai"", -16.9501], [""ziwai"", -16.9501], [""ewistʰuo"", -17.5331]]"
ain	rom	-10.052	"[[""rom"", -10.052], [""pʰoke"", -12.8754], [""aker"", -13.1505], [""arai"", -13.4387], [""awis"", -13.4525], [""maw"", -14.0739], [""tis"", -14.7934], [""heloke"", -15.1025], [""epteziu"", -15.8233], [""ewistʰuo"", -16.3531]]"
aina	aker	-11.1128	"[[""aker"", -11.1128], [""rom"", -13.044], [""maw"", -13.525], [""arai"", -16.0175], [""awis"", -16.032], [""pʰoke"", -16.352], [""maras"", -16.9349], [""siwai"", -16.9501], [""ziwai"", -16.9501], [""ewistʰuo"", -17.5331]]"
ainaj	aker	-14.6188	"[[""aker"", -14.6188], [""rom"", -16.205], [""maw"", -17.0268], [""arai"", -19.0362], [""awis"", -19.0507], [""ewistʰuo"", -19.3321], [""maras"", -19.7544], [""siwai"", -19.7697], [""ziwai"", -19.7697], [""pʰoke"", -19.8095]]"
ainaja	aker	-17.4282	"[[""aker"", -17.4282], [""rom"", -19.3504], [""maw"", -19.5548], [""ewistʰuo"", -21.5928], [""arai"", -21.9474], [""awis"", -21.9622], [""maras"", -22.4247], [""siwai"", -22.4401], [""ziwai"", -22.4401], [""pʰoke"", -23.2443]]"
ainajar	aker	-20.9352	"[[""aker"", -20.9352], [""arai"", -21.91], [""siwai"", -22.3634], [""ziwai"", -22.3634], [""rom"", -22.5864], [""awis"", -22.7312], [""ewistʰuo"", -23.0159], [""maw"", -23.0597], [""siasi"", -24.7198], [""ziazi"", -24.7198]]"
ainajare	ewistʰuo	-23.666	"[[""ewistʰuo"", -23.666], [""aker"", -24.4422], [""arai"", -25.4043], [""awis"", -25.5785], [""siwai"", -25.852], [""ziwai"", -25.852], [""rom"", -25.8756], [""maw"", -26.5642], [""serunaitʰ"", -27.2641], [""zeronaitʰ"", -27.2641]]"
ainajaret	ewistʰuo	-25.8571	"[[""ewistʰuo"", -25.8571], [""rom"", -26.5695], [""aker"", -27.9491], [""awis"", -28.6918], [""arai"", -28.8984], [""marasm"", -29.336], [""siwai"", -29.3391], [""ziwai"", -29.3391], [""maw"", -29.9599], [""serunaitʰ"", -29.9872]]"
ainajareta	ewistʰuo	-28.4628	"[[""ewistʰuo"", -28.4628], [""rom"", -30.0619], [""aker"", -31.0328], [""awis"", -31.9109], [""maw"", -32.1354], [""arai"", -32.3818], [""siwai"", -32.4965], [""ziwai"", -32.4965], [""marasm"", -32.8356], [""serunaitʰ"", -32.9216]]"
ainw	rom	-13.2567	"[[""rom"", -13.2567], [""heloke"", -15.9659], [""aker"", -16.2428], [""pʰoke"", -16.352], [""arai"", -16.6138], [""awis"", -16.6272], [""maw"", -17.3235], [""tis"", -17.8279], [""epteziu"", -18.4021], [""ewistʰuo"", -18.4021]]"
ainwa	aker	-14.6112	"[[""aker"", -14.6112], [""rom"", -16.3551], [""maw"", -16.7353], [""heloke"", -18.4293], [""arai"", -19.2776], [""awis"", -19.2918], [""pʰoke"", -19.8095], [""maras"", -20.1356], [""siwai"", -20.1506], [""ziwai"", -20.1506]]"
ainwaz	aker	-17.4244	"[[""aker"", -17.4244], [""maw"", -19.4179], [""rom"", -19.4555], [""heloke"", -21.2569], [""arai"", -22.0346], [""awis"", -22.0414], [""maras"", -22.4981], [""siwai"", -22.5018], [""ziwai"", -22.5018], [""ewistʰuo"", -22.5068]]"
ainwaza	aker	-20.5228	"[[""aker"", -20.5228], [""maw"", -22.4181], [""rom"", -22.5927], [""heloke"", -24.2573], [""ewistʰuo"", -24.78], [""napʰotʰ"", -24.8395], [""arai"", -24.935], [""awis"", -24.9413], [""maras"", -25.239], [""siwai"", -25.2435]]"
ainwazaΦ	aker	-24.0302	"[[""aker"", -24.0302], [""rom"", -24.306], [""heloke"", -24.4189], [""ewistʰuo"", -24.5934], [""napʰotʰ"", -25.9145], [""maw"", -25.9243], [""tawarsiu"", -26.5766], [""tawarzio"", -26.5766], [""epteziu"", -26.8918], [""pʰoke"", -28.0025]]"
ainwazaΦn	rom	-27.2069	"[[""rom"", -27.2069], [""heloke"", -27.2359], [""aker"", -27.5375], [""ewistʰuo"", -27.7911], [""napʰotʰ"", -28.1855], [""maw"", -29.4303], [""zeronaitʰ"", -29.9654], [""serunaitʰ"", -29.9654], [""tawarsiu"", -30.0752], [""tawarzio"", -30.0752]]"
ainwazaΦni	heloke	-27.0955	"[[""heloke"", -27.0955], [""rom"", -30.3394], [""pʰoke"", -30.7644], [""napʰotʰ"", -30.9154], [""ewistʰuo"", -31.0214], [""aker"", -31.0392], [""serunaitʰ"", -32.2513], [""zeronaitʰ"", -32.2513], [""maw"", -32.936], [""tawarzio"", -33.5705]]"
aiΘ	rom	-10.052	"[[""rom"", -10.052], [""pʰoke"", -12.8754], [""aker"", -13.1505], [""arai"", -13.4387], [""awis"", -13.4525], [""maw"", -14.0739], [""tis"", -14.7934], [""heloke"", -15.1025], [""epteziu"", -15.8233], [""ewistʰuo"", -16.3531]]"
aiΘt	rom	-10.67	"[[""rom"", -10.67], [""maw"", -14.6264], [""aker"", -16.2428], [""pʰoke"", -16.352], [""arai"", -16.6138], [""awis"", -16.6272], [""aomai"", -16.9707], [""marasm"", -17.1596], [""tis"", -17.8279], [""maras"", -17.9282]]"
aiΘti	rom	-14.158	"[[""rom"", -14.158], [""pʰoke"", -17.0401], [""maw"", -17.4521], [""heloke"", -17.7184], [""aker"", -18.8078], [""epteziu"", -19.0475], [""aomai"", -19.777], [""arai"", -19.8539], [""awis"", -19.8669], [""maras"", -20.416]]"
aiΘtij	rom	-17.6459	"[[""rom"", -17.6459], [""pʰoke"", -20.5435], [""maw"", -20.548], [""heloke"", -21.1999], [""epteziu"", -21.4986], [""aker"", -21.8362], [""aomai"", -22.864], [""arai"", -23.1355], [""awis"", -23.148], [""maras"", -23.2366]]"
aiΘtija	aker	-20.0152	"[[""aker"", -20.0152], [""rom"", -21.117], [""maw"", -21.1478], [""pʰoke"", -24.0447], [""epteziu"", -24.32], [""maras"", -24.4919], [""heloke"", -24.6722], [""arai"", -25.9069], [""awis"", -25.9206], [""aomai"", -26.0668]]"
aiΘtijas	aker	-23.5214	"[[""aker"", -23.5214], [""maras"", -24.3258], [""rom"", -24.5884], [""maw"", -24.6365], [""awis"", -25.8372], [""tis"", -25.8475], [""ewistʰuo"", -26.635], [""epteziu"", -27.107], [""hulaies"", -27.1245], [""pʰoke"", -27.524]]"
aiΘtijasa	aker	-26.337	"[[""aker"", -26.337], [""ewistʰuo"", -27.1509], [""maw"", -27.2278], [""maras"", -27.7766], [""rom"", -28.0449], [""tis"", -29.2446], [""awis"", -29.3156], [""serunaitʰ"", -29.4094], [""zeronaitʰ"", -29.4095], [""epteziu"", -29.9874]]"
aiΘtijasas	ewistʰuo	-29.2424	"[[""ewistʰuo"", -29.2424], [""maras"", -29.7691], [""aker"", -29.8442], [""tis"", -30.5834], [""epteziu"", -30.674], [""maw"", -30.7278], [""rom"", -31.5027], [""awis"", -31.6091], [""serunaitʰ"", -32.1734], [""zeronaitʰ"", -32.1749]]"
aiΘu	rom	-13.2567	"[[""rom"", -13.2567], [""aker"", -15.4889], [""heloke"", -15.9373], [""pʰoke"", -16.0807], [""arai"", -16.6138], [""awis"", -16.6272], [""maw"", -17.3235], [""tis"", -17.8279], [""epteziu"", -18.4021], [""ewistʰuo"", -18.4021]]"
aiΘuj	rom	-16.5263	"[[""rom"", -16.5263], [""aker"", -18.4601], [""heloke"", -18.7781], [""pʰoke"", -19.3443], [""arai"", -19.8539], [""awis"", -19.8669], [""maw"", -20.5845], [""ewistʰuo"", -20.852], [""tis"", -20.9547], [""epteziu"", -21.1965]]"
aiΘuja	aker	-17.8998	"[[""aker"", -17.8998], [""rom"", -19.6943], [""maw"", -20.0083], [""heloke"", -21.8828], [""sialkʰwis"", -22.5485], [""arai"", -22.5782], [""awis"", -22.5922], [""pʰoke"", -22.6423], [""ewistʰuo"", -23.3339], [""maras"", -23.3977]]"
aiΘut	rom	-13.8934	"[[""rom"", -13.8934], [""maw"", -18.1158], [""aker"", -18.4601], [""heloke"", -18.7781], [""pʰoke"", -19.3443], [""arai"", -19.8539], [""awis"", -19.8669], [""aomai"", -20.1689], [""marasm"", -20.2017], [""ewistʰuo"", -20.852]]"
aiΘuti	heloke	-16.0467	"[[""heloke"", -16.0467], [""rom"", -17.386], [""pʰoke"", -17.4381], [""aker"", -19.4931], [""maw"", -20.9489], [""epteziu"", -22.2173], [""aomai"", -22.9803], [""arai"", -23.1355], [""awis"", -23.148], [""ewistʰuo"", -23.5218]]"
aiΘutin	heloke	-19.5538	"[[""heloke"", -19.5538], [""rom"", -20.8783], [""pʰoke"", -20.9451], [""aker"", -22.3505], [""maw"", -24.0474], [""epteziu"", -24.6907], [""aomai"", -26.0694], [""ewistʰuo"", -26.3218], [""arai"", -26.4457], [""awis"", -26.4579]]"
