lost	top1_known	score	top10
adadau	†=ð	-13.9464	"[[""†=ð"", -13.9464], [""*mn-"", -14.179], [""γίσσα"", -15.7621], [""βάνðα"", -15.9159], [""γrds ?"", -16.3686], [""msnorð"", -16.9809], [""Κβωðης"", -17.2997], [""†da-"", -17.4633], [""†bið-"", -17.5613], [""*tarb-"", -17.578]]"
adadaut	βάνðα	-15.5319	"[[""βάνðα"", -15.5319], [""*mn-"", -17.2828], [""†=ð"", -17.4524], [""γίσσα"", -18.1288], [""†bið-"", -18.3249], [""γrds ?"", -18.923], [""Κβωðης"", -19.7204], [""†=n / ɲ"", -19.8739], [""*kð-"", -20.2976], [""aɲ (?)"", -20.3665]]"
adadauti	βάνðα	-18.3542	"[[""βάνðα"", -18.3542], [""*mn-"", -20.5009], [""γίσσα"", -20.7122], [""†=ð"", -20.9577], [""Κβωðης"", -21.0556], [""†bið-"", -21.1668], [""γrds ?"", -21.7021], [""†=n / ɲ"", -22.3058], [""aɲ (?)"", -22.7747], [""†σωðαρ-"", -23.0572]]"
adadautin	βάνðα	-21.4563	"[[""βάνðα"", -21.4563], [""γίσσα"", -23.4428], [""Κβωðης"", -23.568], [""*mn-"", -23.7821], [""†bið-"", -24.2746], [""†=ð"", -24.4622], [""γrds ?"", -24.6215], [""†σωðαρ-"", -24.6235], [""†=n / ɲ"", -24.9545], [""aɲ (?)"", -25.3782]]"
adadautinu	βάνðα	-24.6361	"[[""βάνðα"", -24.6361], [""γίσσα"", -26.2798], [""Κβωðης"", -26.4114], [""†=ð"", -26.461], [""†σωðαρ-"", -26.9353], [""*mn-"", -27.1034], [""†bið-"", -27.4847], [""γrds ?"", -27.636], [""†=n / ɲ"", -27.7511], [""κόον / κοῖον"", -27.9662]]"
adau	†=ð	-8.1142	"[[""†=ð"", -8.1142], [""*mn-"", -11.6801], [""†da-"", -12.1182], [""†bið-"", -12.2878], [""γίσσα"", -12.2879], [""βάνðα"", -12.3103], [""*ur°"", -12.4371], [""Κβωðης"", -12.4905], [""sav"", -12.8319], [""aið"", -12.8319]]"
adaut	†=ð	-11.6186	"[[""†=ð"", -11.6186], [""βάνðα"", -12.3647], [""†bið-"", -12.8128], [""γίσσα"", -13.742], [""*kð-"", -14.1388], [""Κβωðης"", -14.5249], [""*mn-"", -14.6604], [""†da-"", -15.036], [""γrds ?"", -15.0834], [""γέl̩α"", -15.3139]]"
adauti	†=ð	-15.1215	"[[""†=ð"", -15.1215], [""βάνðα"", -15.1547], [""Κβωðης"", -15.5745], [""†bið-"", -15.6467], [""γίσσα"", -15.7621], [""*kð-"", -16.9711], [""γrds ?"", -17.7079], [""*mn-"", -17.7554], [""†σωðαρ-"", -17.7796], [""γέl̩α"", -17.8723]]"
adautin	Κβωðης	-18.0621	"[[""Κβωðης"", -18.0621], [""γίσσα"", -18.1288], [""βάνðα"", -18.2065], [""†=ð"", -18.6226], [""†bið-"", -18.7511], [""†σωðαρ-"", -19.0345], [""*kð-"", -20.0713], [""aɲ (?)"", -20.4121], [""γrds ?"", -20.5333], [""γέl̩α"", -20.5896]]"
adautinu	†=ð	-20.0908	"[[""†=ð"", -20.0908], [""γίσσα"", -20.7122], [""Κβωðης"", -20.8958], [""βάνðα"", -20.9511], [""†σωðαρ-"", -21.2945], [""†bið-"", -21.9561], [""aɲ (?)"", -22.9132], [""*kð-"", -23.2683], [""γέl̩α"", -23.4187], [""γrds ?"", -23.483]]"
adautinui	βάνðα	-21.3557	"[[""βάνðα"", -21.3557], [""γίσσα"", -23.4428], [""†=ð"", -23.5974], [""Κβωðης"", -23.8916], [""†σωðαρ-"", -23.9105], [""†bið-"", -24.7542], [""aɲ (?)"", -25.6161], [""ða (?)"", -25.9686], [""*kð-"", -25.9904], [""*al- (?)"", -26.1256]]"
adautinuin	βάνðα	-24.1921	"[[""βάνðα"", -24.1921], [""γίσσα"", -26.2798], [""†σωðαρ-"", -26.7098], [""Κβωðης"", -26.809], [""†=ð"", -27.1037], [""†bið-"", -27.8499], [""κόον / κοῖον"", -27.9662], [""aɲ (?)"", -28.4526], [""ða (?)"", -28.5459], [""*al- (?)"", -28.6803]]"
adaw	*mn-	-11.6801	"[[""*mn-"", -11.6801], [""†da-"", -12.1182], [""γίσσα"", -12.2879], [""*ur°"", -12.4371], [""†bið-"", -12.6255], [""†=k̑"", -12.8341], [""†=l̩"", -12.8341], [""no-"", -12.8374], [""nu?"", -12.8374], [""γrds ?"", -12.8468]]"
adawa	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""*mn-"", -14.6604], [""βάνðα"", -14.9474], [""†da-"", -15.036], [""γrds ?"", -15.0834], [""Κβωðης"", -15.1528], [""γέl̩α"", -15.3139], [""†bið-"", -15.4382], [""*ur°"", -15.4647], [""†=k̑"", -15.5127]]"
adawai	γίσσα	-15.7621	"[[""γίσσα"", -15.7621], [""βάνðα"", -17.4043], [""γrds ?"", -17.7079], [""*mn-"", -17.7554], [""Κβωðης"", -17.768], [""γέl̩α"", -17.8723], [""†da-"", -18.0782], [""aɲ (?)"", -18.248], [""†=l̩"", -18.3397], [""†=k̑"", -18.3397]]"
adawaij	γίσσα	-18.1288	"[[""γίσσα"", -18.1288], [""βάνðα"", -20.0905], [""aɲ (?)"", -20.4121], [""γrds ?"", -20.5333], [""Κβωðης"", -20.5883], [""γέl̩α"", -20.5896], [""*mn-"", -20.9198], [""†σωðαρ-"", -21.1839], [""†da-"", -21.1999], [""†=l̩"", -21.2688]]"
adawaija	γίσσα	-20.7122	"[[""γίσσα"", -20.7122], [""aɲ (?)"", -22.9132], [""βάνðα"", -22.9214], [""γέl̩α"", -23.4187], [""γrds ?"", -23.483], [""Κβωðης"", -23.5347], [""†σωðαρ-"", -23.6689], [""*al- (?)"", -23.7228], [""*mn-"", -24.1313], [""†=k̑"", -24.2728]]"
adi	*mn-	-8.9384	"[[""*mn-"", -8.9384], [""†da-"", -9.4242], [""*ur°"", -9.6629], [""*ma"", -10.0294], [""nu?"", -10.1108], [""no-"", -10.1108], [""eb-"", -10.1366], [""†bið-"", -10.1911], [""*sb"", -10.2276], [""*ar"", -10.2276]]"
adik	bal	-10.7501	"[[""bal"", -10.7501], [""†=l̩"", -11.3652], [""γέl̩α"", -11.3778], [""pjdl"", -11.4957], [""sarl"", -11.4957], [""ml̩n"", -11.5592], [""*mn-"", -11.6801], [""ἄl̩α"", -11.8884], [""†da-"", -12.1182], [""γίσσα"", -12.2879]]"
adiki	†=l̩	-10.9666	"[[""†=l̩"", -10.9666], [""γέl̩α"", -13.2425], [""ml̩n"", -13.737], [""γίσσα"", -13.742], [""ἄl̩α"", -13.8641], [""bal"", -14.2439], [""*mn-"", -14.6604], [""βάνðα"", -14.9474], [""†ɲmail̩"", -14.9612], [""pjdl"", -15.0024]]"
adikit	γέl̩α	-13.7654	"[[""γέl̩α"", -13.7654], [""†=l̩"", -13.7895], [""ἄl̩α"", -14.4319], [""γίσσα"", -15.7621], [""ml̩n"", -16.4519], [""βάνðα"", -17.4043], [""γrds ?"", -17.7079], [""bal"", -17.7375], [""*mn-"", -17.7554], [""Κβωðης"", -17.768]]"
adikite	ml̩n	-14.867	"[[""ml̩n"", -14.867], [""γέl̩α"", -16.2219], [""ἄl̩α"", -16.8911], [""†=l̩"", -16.8928], [""†joml̩n"", -17.6295], [""†=n / ɲ"", -17.8366], [""γίσσα"", -18.1288], [""lrTɲ"", -19.3759], [""βάνðα"", -20.0904], [""aɲ (?)"", -20.4121]]"
adikites	ml̩n	-18.3692	"[[""ml̩n"", -18.3692], [""γέl̩α"", -19.0513], [""ἄl̩α"", -19.7221], [""†=l̩"", -20.1115], [""γίσσα"", -20.7122], [""†joml̩n"", -21.1315], [""†=n / ɲ"", -21.3173], [""*mn-"", -21.7565], [""lrTɲ"", -22.71], [""aɲ (?)"", -22.913]]"
adikitesi	ml̩n	-21.87	"[[""ml̩n"", -21.87], [""γέl̩α"", -22.0545], [""ἄl̩α"", -22.727], [""†=l̩"", -23.3933], [""γίσσα"", -23.4428], [""*mn-"", -24.6087], [""†joml̩n"", -24.6322], [""†=n / ɲ"", -24.6997], [""*al- (?)"", -24.7621], [""aɲ (?)"", -25.6138]]"
adikitesir	γέl̩α	-25.1594	"[[""γέl̩α"", -25.1594], [""ml̩n"", -25.3696], [""ἄl̩α"", -25.8338], [""γίσσα"", -26.2798], [""†=l̩"", -26.7149], [""*al- (?)"", -26.9161], [""*mn-"", -27.718], [""†=n / ɲ"", -27.8567], [""κόον / κοῖον"", -27.9662], [""†joml̩n"", -28.1316]]"
adikitet	ml̩n	-18.3692	"[[""ml̩n"", -18.3692], [""γέl̩α"", -19.0513], [""ἄl̩α"", -19.7221], [""†=l̩"", -20.1115], [""γίσσα"", -20.7122], [""†joml̩n"", -21.1315], [""†=n / ɲ"", -21.3173], [""*mn-"", -21.7565], [""lrTɲ"", -22.71], [""aɲ (?)"", -22.913]]"
adikitete	ml̩n	-20.7898	"[[""ml̩n"", -20.7898], [""γέl̩α"", -22.0545], [""lrTɲ"", -22.5118], [""ἄl̩α"", -22.727], [""†=n / ɲ"", -22.8347], [""†=l̩"", -23.3933], [""γίσσα"", -23.4428], [""†joml̩n"", -23.5451], [""*mn-"", -24.5579], [""*al- (?)"", -24.7621]]"
adikiteter	ml̩n	-24.2951	"[[""ml̩n"", -24.2951], [""γέl̩α"", -25.1594], [""ἄl̩α"", -25.8338], [""lrTɲ"", -26.0072], [""†=n / ɲ"", -26.2782], [""γίσσα"", -26.2798], [""*mn-"", -26.6074], [""†=l̩"", -26.7149], [""*al- (?)"", -26.9161], [""†joml̩n"", -27.0502]]"
adikitu	γέl̩α	-16.2219	"[[""γέl̩α"", -16.2219], [""ἄl̩α"", -16.8911], [""†=l̩"", -16.8928], [""†=ð"", -17.0529], [""γίσσα"", -18.1288], [""βάνðα"", -18.741], [""ml̩n"", -19.3932], [""k̂l̩muð"", -20.0496], [""aɲ (?)"", -20.4121], [""Κβωðης"", -20.5044]]"
adikituj	βάνðα	-18.3809	"[[""βάνðα"", -18.3809], [""γέl̩α"", -19.0513], [""ἄl̩α"", -19.7221], [""†=l̩"", -20.1115], [""†=ð"", -20.5592], [""γίσσα"", -20.7122], [""†bið-"", -22.3056], [""ml̩n"", -22.4599], [""aɲ (?)"", -22.9132], [""*al- (?)"", -22.9138]]"
adikituja	βάνðα	-21.2049	"[[""βάνðα"", -21.2049], [""γέl̩α"", -22.0545], [""ἄl̩α"", -22.727], [""†=l̩"", -23.3933], [""γίσσα"", -23.4428], [""†=ð"", -24.0649], [""*al- (?)"", -24.7621], [""Κβωðης"", -24.9799], [""†bið-"", -25.1586], [""ml̩n"", -25.6066]]"
adikitujas	βάνðα	-24.3092	"[[""βάνðα"", -24.3092], [""γέl̩α"", -25.1594], [""ἄl̩α"", -25.8338], [""γίσσα"", -26.2798], [""†=l̩"", -26.7149], [""*al- (?)"", -26.9161], [""Κβωðης"", -27.5345], [""†=ð"", -27.5701], [""†σωðαρ-"", -27.5797], [""κόον / κοῖον"", -27.9662]]"
aea	*mn-	-8.9384	"[[""*mn-"", -8.9384], [""†da-"", -9.4242], [""*ur°"", -9.6629], [""*ma"", -10.0294], [""nu?"", -10.1108], [""no-"", -10.1108], [""eb-"", -10.1366], [""†bið-"", -10.1911], [""*sb"", -10.2276], [""*ar"", -10.2276]]"
aead	*mn-	-11.0514	"[[""*mn-"", -11.0514], [""ml̩n"", -11.192], [""lrTɲ"", -11.2174], [""*iβr"", -11.2629], [""*ebr"", -11.2629], [""dəbr"", -11.5129], [""†=km"", -11.6622], [""naz"", -11.6996], [""mar"", -11.6996], [""ann"", -11.8348]]"
aeadi	*mn-	-11.3493	"[[""*mn-"", -11.3493], [""γίσσα"", -13.742], [""γrds ?"", -14.2171], [""†da-"", -14.5593], [""ml̩n"", -14.684], [""*ur°"", -14.6969], [""lrTɲ"", -14.7092], [""*tarb-"", -14.7489], [""*iβr"", -14.7566], [""*ebr"", -14.7566]]"
aeadik	*mn-	-14.179	"[[""*mn-"", -14.179], [""γίσσα"", -15.7621], [""γrds ?"", -16.3686], [""bal"", -16.727], [""mmnkal"", -16.8832], [""γέl̩α"", -16.9332], [""†=l̩"", -17.112], [""pjdl"", -17.1342], [""sarl"", -17.1343], [""*kʷdrel"", -17.2639]]"
aeadiki	†=l̩	-16.7976	"[[""†=l̩"", -16.7976], [""*mn-"", -17.2828], [""†ɲmail̩"", -17.6079], [""γίσσα"", -18.1288], [""γrds ?"", -18.923], [""γέl̩α"", -18.9848], [""†=n / ɲ"", -19.8739], [""ml̩n"", -19.8841], [""*iβrel̩"", -19.9417], [""βάνðα"", -19.9524]]"
aeadikit	γέl̩α	-19.5919	"[[""γέl̩α"", -19.5919], [""†=l̩"", -19.6224], [""†ɲmail̩"", -20.4315], [""*mn-"", -20.5009], [""γίσσα"", -20.7122], [""ἄl̩α"", -20.9242], [""γrds ?"", -21.7021], [""†=n / ɲ"", -22.3058], [""ml̩n"", -22.6917], [""βάνðα"", -22.7249]]"
aeadikite	†=n / ɲ	-20.8326	"[[""†=n / ɲ"", -20.8326], [""ml̩n"", -21.1896], [""γέl̩α"", -22.0526], [""†joml̩n"", -22.7218], [""†=l̩"", -22.7272], [""ἄl̩α"", -23.3917], [""γίσσα"", -23.4428], [""†ɲmail̩"", -23.5349], [""*mn-"", -23.7681], [""γrds ?"", -24.6196]]"
aeadikitet	†=n / ɲ	-24.3238	"[[""†=n / ɲ"", -24.3238], [""ml̩n"", -24.6918], [""γέl̩α"", -24.8838], [""†=l̩"", -25.9478], [""†joml̩n"", -26.2239], [""ἄl̩α"", -26.2254], [""γίσσα"", -26.2798], [""*mn-"", -26.6078], [""†ɲmail̩"", -26.753], [""γrds ?"", -27.5996]]"
aid	†=km	-9.2112	"[[""†=km"", -9.2112], [""*sb"", -9.4442], [""*ar"", -9.4442], [""*ebr"", -9.7684], [""*iβr"", -9.7684], [""†sin"", -9.8054], [""*mn-"", -9.899], [""†da-"", -9.9412], [""†=ms"", -9.9561], [""*ma"", -10.0355]]"
aida	*mn-	-11.622	"[[""*mn-"", -11.622], [""†da-"", -12.2084], [""*ur°"", -12.2171], [""γίσσα"", -12.2879], [""†=km"", -12.5455], [""*tub-"", -12.6444], [""†=ms"", -12.7106], [""†=l̩"", -12.8341], [""†=k̑"", -12.8341], [""*sb"", -12.8717]]"
aidaa	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""*mn-"", -14.3933], [""†da-"", -14.9404], [""*ur°"", -15.0392], [""γέl̩α"", -15.3139], [""†bið-"", -15.4451], [""*tub-"", -15.4639], [""†=l̩"", -15.5127], [""†=k̑"", -15.5127], [""†=n / ɲ"", -15.5948]]"
aidaau	†=ð	-13.9464	"[[""†=ð"", -13.9464], [""γίσσα"", -15.7621], [""βάνðα"", -16.9584], [""*mn-"", -17.4007], [""†=n / ɲ"", -17.5406], [""Κβωðης"", -17.7652], [""γέl̩α"", -17.8723], [""γrds ?"", -17.8764], [""†da-"", -17.8822], [""†bið-"", -18.0072]]"
aidaj	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""*mn-"", -14.3933], [""†da-"", -14.9404], [""*ur°"", -15.0392], [""mjze"", -15.0707], [""γέl̩α"", -15.3139], [""†bið-"", -15.4451], [""*tub-"", -15.4639], [""†=l̩"", -15.5127], [""†=k̑"", -15.5127]]"
aidaja	γίσσα	-15.7621	"[[""γίσσα"", -15.7621], [""*mn-"", -17.4007], [""†=n / ɲ"", -17.5406], [""γέl̩α"", -17.8723], [""mjze"", -17.8754], [""γrds ?"", -17.8764], [""†da-"", -17.8822], [""Κβωðης"", -17.9666], [""*ur°"", -18.1116], [""†bið-"", -18.2629]]"
aidajas	γίσσα	-18.1288	"[[""γίσσα"", -18.1288], [""†=n / ɲ"", -19.9185], [""γrds ?"", -20.5095], [""*mn-"", -20.5201], [""Κβωðης"", -20.5883], [""γέl̩α"", -20.5896], [""βάνðα"", -20.8869], [""†da-"", -20.9431], [""mjze"", -20.9647], [""aɲ (?)"", -21.1409]]"
aij	†=l̩	-10.3944	"[[""†=l̩"", -10.3944], [""†=k̑"", -10.3944], [""jsm"", -10.4814], [""jbt"", -10.4814], [""=kʷ"", -10.5658], [""ἄl̩α"", -10.7232], [""γίσσα"", -10.7315], [""†=ð"", -10.7566], [""†=ʃ"", -10.7566], [""†=t"", -10.7566]]"
aija	γίσσα	-12.2879	"[[""γίσσα"", -12.2879], [""†=l̩"", -12.8341], [""†=k̑"", -12.8341], [""γέl̩α"", -13.0021], [""ἄl̩α"", -13.0467], [""jbt"", -13.2847], [""jsm"", -13.2847], [""=kʷ"", -13.3352], [""†=ð"", -13.5167], [""†=t"", -13.5167]]"
ain	†=k̑	-10.3944	"[[""†=k̑"", -10.3944], [""†=l̩"", -10.3944], [""=kʷ"", -10.5658], [""ἄl̩α"", -10.7232], [""γίσσα"", -10.7315], [""†=ð"", -10.7566], [""†=ʃ"", -10.7566], [""†=t"", -10.7566], [""γέl̩α"", -11.1396], [""†da-"", -11.2432]]"
aina	γίσσα	-12.2879	"[[""γίσσα"", -12.2879], [""†=l̩"", -12.8341], [""†=k̑"", -12.8341], [""γέl̩α"", -13.0021], [""ἄl̩α"", -13.0467], [""=kʷ"", -13.3352], [""†=ð"", -13.5167], [""†=t"", -13.5167], [""†=ʃ"", -13.5167], [""*kð-"", -13.8491]]"
ainaj	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""γέl̩α"", -15.3139], [""†=k̑"", -15.5127], [""†=l̩"", -15.5127], [""ἄl̩α"", -15.6623], [""=kʷ"", -16.2599], [""†=t"", -16.4276], [""†=ð"", -16.4276], [""†=ʃ"", -16.4276], [""*ur°"", -16.6681]]"
ainaja	γίσσα	-15.7621	"[[""γίσσα"", -15.7621], [""γέl̩α"", -17.8723], [""†=k̑"", -18.3397], [""†=l̩"", -18.3397], [""ἄl̩α"", -18.4509], [""†σωðαρ-"", -18.9129], [""=kʷ"", -19.2843], [""†=t"", -19.4383], [""†=ʃ"", -19.4383], [""†=ð"", -19.4383]]"
ainajar	γίσσα	-18.1288	"[[""γίσσα"", -18.1288], [""γέl̩α"", -20.5896], [""†σωðαρ-"", -21.1839], [""†=l̩"", -21.2688], [""†=k̑"", -21.2688], [""ἄl̩α"", -21.3549], [""*al- (?)"", -21.5262], [""ða (?)"", -22.1411], [""aɲ (?)"", -22.1411], [""=kʷ"", -22.3785]]"
ainajare	γίσσα	-20.7122	"[[""γίσσα"", -20.7122], [""†=n / ɲ"", -21.3576], [""*jnem"", -22.1686], [""γέl̩α"", -23.4187], [""*jbrs"", -23.4553], [""†=km"", -23.5082], [""†σωðαρ-"", -23.6689], [""*al- (?)"", -23.7228], [""†joml̩n"", -23.9254], [""†=k̑"", -24.2728]]"
ainajaret	γίσσα	-23.4428	"[[""γίσσα"", -23.4428], [""†=n / ɲ"", -24.8364], [""*jnem"", -25.4504], [""*al- (?)"", -26.1256], [""*jbrs"", -26.2699], [""†σωðαρ-"", -26.3047], [""γέl̩α"", -26.3313], [""κόον / κοῖον"", -26.4118], [""†=km"", -26.9718], [""*mn-"", -27.322]]"
ainajareta	γίσσα	-26.2798	"[[""γίσσα"", -26.2798], [""κόον / κοῖον"", -27.9662], [""†=n / ɲ"", -28.1845], [""*al- (?)"", -28.6803], [""*jnem"", -28.7685], [""†σωðαρ-"", -29.0524], [""γέl̩α"", -29.3088], [""*jbrs"", -29.3623], [""*mn-"", -30.1792], [""aɲ (?)"", -30.292]]"
ainw	γίσσα	-12.2879	"[[""γίσσα"", -12.2879], [""†=l̩"", -12.8341], [""†=k̑"", -12.8341], [""γέl̩α"", -13.0021], [""ἄl̩α"", -13.0467], [""=kʷ"", -13.3352], [""†=ð"", -13.5167], [""†=t"", -13.5167], [""†=ʃ"", -13.5167], [""*kð-"", -13.8491]]"
ainwa	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""γέl̩α"", -15.3139], [""†=l̩"", -15.5127], [""†=k̑"", -15.5127], [""ἄl̩α"", -15.6623], [""=kʷ"", -16.2599], [""†=t"", -16.4276], [""†=ʃ"", -16.4276], [""†=ð"", -16.4276], [""*pi-"", -16.6681]]"
ainwaz	γίσσα	-15.7621	"[[""γίσσα"", -15.7621], [""†ane"", -17.3396], [""*ma"", -17.5004], [""k̑i"", -17.5346], [""k̂i"", -17.5346], [""γέl̩α"", -17.8723], [""†=l̩"", -18.3397], [""†=k̑"", -18.3397], [""*ur°"", -18.4151], [""ἄl̩α"", -18.4509]]"
ainwaza	γίσσα	-18.1288	"[[""γίσσα"", -18.1288], [""*pi-"", -20.2976], [""†da-"", -20.2976], [""u-"", -20.3715], [""*kbo-"", -20.4593], [""γέl̩α"", -20.5896], [""†ane"", -20.6261], [""*ur°"", -20.7726], [""†σωðαρ-"", -20.8421], [""*ma"", -20.9957]]"
ainwazaΦ	*ar	-19.8867	"[[""*ar"", -19.8867], [""γίσσα"", -20.7122], [""†=n / ɲ"", -21.3576], [""†sin"", -22.0855], [""kʷan"", -22.1308], [""en"", -22.1315], [""an"", -22.1315], [""ur"", -22.1315], [""*ebr"", -22.1617], [""*iβr"", -22.1617]]"
ainwazaΦn	*ur°	-22.7305	"[[""*ur°"", -22.7305], [""*ar"", -23.392], [""γίσσα"", -23.4428], [""†σωðαρ-"", -24.5921], [""†=n / ɲ"", -24.8364], [""*tub-"", -24.9289], [""eb-"", -24.9743], [""*kbid-"", -25.0489], [""*iβr"", -25.3935], [""*ebr"", -25.3935]]"
ainwazaΦni	*ur°	-25.5585	"[[""*ur°"", -25.5585], [""γίσσα"", -26.2798], [""*ar"", -26.8973], [""†σωðαρ-"", -27.0188], [""*tub-"", -27.757], [""eb-"", -27.8028], [""*kbid-"", -27.8759], [""κόον / κοῖον"", -27.9662], [""†=n / ɲ"", -28.1845], [""*al- (?)"", -28.2985]]"
aiΘ	†=k̑	-10.3944	"[[""†=k̑"", -10.3944], [""†=l̩"", -10.3944], [""wbt"", -10.4814], [""=kʷ"", -10.5658], [""ἄl̩α"", -10.7232], [""γίσσα"", -10.7315], [""†=t"", -10.7566], [""†=ʃ"", -10.7566], [""†=ð"", -10.7566], [""†irow"", -11.0675]]"
aiΘt	γίσσα	-12.2879	"[[""γίσσα"", -12.2879], [""†=k̑"", -12.8341], [""†=l̩"", -12.8341], [""γέl̩α"", -13.0021], [""ἄl̩α"", -13.0467], [""wbt"", -13.2847], [""=kʷ"", -13.3352], [""†=ð"", -13.5167], [""†=ʃ"", -13.5167], [""†=t"", -13.5167]]"
aiΘti	γίσσα	-13.742	"[[""γίσσα"", -13.742], [""γέl̩α"", -15.3139], [""†=l̩"", -15.5127], [""†=k̑"", -15.5127], [""ἄl̩α"", -15.6623], [""=kʷ"", -16.2599], [""wbt"", -16.3735], [""†=ʃ"", -16.4276], [""†=ð"", -16.4276], [""†=t"", -16.4276]]"
