lost	top1_known	score	top10
aau	os	-5.2144	"[[""os"", -5.2144], [""is"", -5.2144], [""us"", -5.2144], [""ud"", -5.2144], [""oːs"", -5.2151], [""eːn"", -5.2151], [""oːl"", -5.2151], [""eːs"", -5.2151], [""oː"", -7.6594], [""onts"", -7.7425]]"
ada	upo	-4.7893	"[[""upo"", -4.7893], [""wi"", -5.8997], [""up"", -5.8997], [""we"", -5.8997], [""he"", -5.8997], [""ih"", -5.8997], [""uperi"", -7.5605], [""hepi"", -7.5928], [""oː"", -7.6608], [""ehti"", -7.7169]]"
adad	weh	-5.8946	"[[""weh"", -5.8946], [""hop"", -5.8946], [""peh"", -5.8946], [""hep"", -5.8946], [""puh"", -5.8946], [""upo"", -7.594], [""pewh"", -7.9958], [""hewh"", -7.9958], [""webʱ"", -7.9958], [""bʱoh"", -7.9962]]"
adada	hepi	-8.2861	"[[""hepi"", -8.2861], [""bʱi"", -9.3969], [""bʱo"", -9.3969], [""weh"", -9.3986], [""puh"", -9.3986], [""peh"", -9.3986], [""hop"", -9.3986], [""hep"", -9.3986], [""upo"", -10.0224], [""pibeti"", -11.0448]]"
adadau	puhos	-8.2823	"[[""puhos"", -8.2823], [""bʱed"", -9.3931], [""bʱil"", -9.3931], [""hwed"", -9.3931], [""bʱel"", -9.3931], [""hehs"", -9.3955], [""heht"", -9.3955], [""hews"", -9.3955], [""wehitis"", -10.6427], [""hepi"", -10.9754]]"
adadaut	pibeti	-10.6759	"[[""pibeti"", -10.6759], [""puhos"", -11.7872], [""bʱil"", -12.898], [""bʱel"", -12.898], [""hwed"", -12.898], [""bʱed"", -12.898], [""heht"", -12.9025], [""hews"", -12.9025], [""hehs"", -12.9025], [""hewseti"", -13.2787]]"
adadauti	pibeti	-13.4957	"[[""pibeti"", -13.4957], [""puhos"", -15.2913], [""hewseti"", -15.811], [""wehitis"", -16.148], [""weworte"", -16.3933], [""bʱed"", -16.4021], [""hwed"", -16.4021], [""bʱil"", -16.4021], [""bʱel"", -16.4021], [""hehs"", -16.4095]]"
adadautin	pibeti	-16.9982	"[[""pibeti"", -16.9982], [""puhos"", -18.7953], [""hewseti"", -19.2128], [""wehitis"", -19.2519], [""hehtmoː"", -19.7661], [""weworte"", -19.8943], [""hwed"", -19.9061], [""bʱed"", -19.9061], [""bʱel"", -19.9061], [""bʱil"", -19.9061]]"
adadautinu	wehitis	-16.9928	"[[""wehitis"", -16.9928], [""bʱosos"", -18.1035], [""hwesus"", -18.1035], [""wikpotis"", -19.9175], [""pibeti"", -19.9994], [""bʱidnos"", -20.1822], [""bʱidtos"", -20.1822], [""bʱudʱmeːn"", -20.1877], [""holos"", -20.2438], [""henos"", -20.2438]]"
adau	wed	-5.8958	"[[""wed"", -5.8958], [""bel"", -5.8958], [""wel"", -5.8958], [""hed"", -5.8958], [""pos"", -5.8958], [""pel"", -5.8958], [""pes"", -5.8958], [""wos"", -5.8958], [""hel"", -5.8958], [""hes"", -5.8958]]"
adaut	ehti	-8.2898	"[[""ehti"", -8.2898], [""wos"", -9.4008], [""pel"", -9.4008], [""hel"", -9.4008], [""pos"", -9.4008], [""hes"", -9.4008], [""wed"", -9.4008], [""hed"", -9.4008], [""wel"", -9.4008], [""wet"", -9.4008]]"
adauti	ehti	-11.1114	"[[""ehti"", -11.1114], [""hsu"", -12.2247], [""hn̩"", -12.6882], [""pibeti"", -12.797], [""hen"", -12.9048], [""wed"", -12.9048], [""wos"", -12.9048], [""ped"", -12.9048], [""hel"", -12.9048], [""hed"", -12.9048]]"
adautin	ehti	-14.6144	"[[""ehti"", -14.6144], [""hsu"", -15.7277], [""hn̩"", -15.7938], [""pibeti"", -16.2982], [""hen"", -16.4089], [""ped"", -16.4089], [""hes"", -16.4089], [""wel"", -16.4089], [""pel"", -16.4089], [""bel"", -16.4089]]"
adautinu	hisus	-14.6063	"[[""hisus"", -14.6063], [""holos"", -14.6063], [""henos"", -14.6063], [""widet"", -14.6063], [""hitos"", -14.6063], [""wisos"", -14.6063], [""potis"", -14.6063], [""wetos"", -14.6063], [""hotos"", -14.6063], [""ihnos"", -14.609]]"
adautinui	henos	-18.1099	"[[""henos"", -18.1099], [""wisos"", -18.1099], [""widet"", -18.1099], [""hisus"", -18.1099], [""hitos"", -18.1099], [""hotos"", -18.1099], [""holos"", -18.1099], [""potis"", -18.1099], [""wetos"", -18.1099], [""hseti"", -18.1111]]"
adautinuin	hseti	-21.6087	"[[""hseti"", -21.6087], [""widet"", -21.6135], [""holos"", -21.6135], [""hitos"", -21.6135], [""wisos"", -21.6135], [""hotos"", -21.6135], [""hisus"", -21.6135], [""wetos"", -21.6135], [""potis"", -21.6135], [""henos"", -21.6135]]"
adaw	uper	-4.7857	"[[""uper"", -4.7857], [""wej"", -5.8961], [""peħ"", -5.8961], [""per"", -5.8961], [""hej"", -5.8961], [""her"", -5.8961], [""waj"", -5.8961], [""wer"", -5.8961], [""upo"", -7.6086], [""oːj"", -7.6563]]"
adawa	uperi	-7.1799	"[[""uperi"", -7.1799], [""peri"", -8.2903], [""uper"", -8.2909], [""wer"", -9.4013], [""wej"", -9.4013], [""her"", -9.4013], [""hej"", -9.4013], [""peħ"", -9.4013], [""per"", -9.4013], [""waj"", -9.4013]]"
adawai	uperi	-9.9995	"[[""uperi"", -9.9995], [""peri"", -11.1099], [""uper"", -11.7951], [""pro"", -12.2249], [""wr̩"", -12.6882], [""waj"", -12.9056], [""hej"", -12.9056], [""wej"", -12.9056], [""peħ"", -12.9056], [""her"", -12.9056]]"
adawaij	prek	-12.2216	"[[""prek"", -12.2216], [""pr̩k"", -12.6846], [""peħk"", -12.9016], [""wejk"", -12.9016], [""perk"", -12.9016], [""pejk"", -12.9016], [""wreɡ"", -12.9115], [""preɡ"", -12.9115], [""hjaɡ"", -12.9115], [""uperi"", -13.1023]]"
adawaija	hjekʷ	-15.0752	"[[""hjekʷ"", -15.0752], [""prek"", -15.7278], [""perkʷ"", -15.7521], [""herkʷ"", -15.7521], [""hreɡʷ"", -15.7601], [""pr̩k"", -16.1907], [""uperi"", -16.3216], [""peħk"", -16.4086], [""wejk"", -16.4086], [""pejk"", -16.4086]]"
adi	upo	-4.7893	"[[""upo"", -4.7893], [""wi"", -5.8997], [""up"", -5.8997], [""we"", -5.8997], [""he"", -5.8997], [""ih"", -5.8997], [""uperi"", -7.5605], [""hepi"", -7.5928], [""oː"", -7.6608], [""ehti"", -7.7169]]"
adik	upo	-8.2867	"[[""upo"", -8.2867], [""hoː"", -8.729], [""he"", -9.3977], [""wi"", -9.3977], [""we"", -9.3977], [""up"", -9.4048], [""ih"", -9.4048], [""oː"", -10.4885], [""uperi"", -10.6453], [""uper"", -10.703]]"
adiki	upo	-11.1099	"[[""upo"", -11.1099], [""hoː"", -11.5512], [""wi"", -12.2233], [""we"", -12.2233], [""he"", -12.2233], [""uperi"", -12.6522], [""up"", -12.9091], [""ih"", -12.9091], [""hepi"", -13.315], [""ehti"", -13.5683]]"
adikit	upo	-14.2139	"[[""upo"", -14.2139], [""hoː"", -14.38], [""uperi"", -15.3104], [""wi"", -15.3293], [""he"", -15.3293], [""we"", -15.3293], [""hepi"", -16.1137], [""ih"", -16.4126], [""up"", -16.4126], [""peku"", -16.422]]"
adikite	hoː	-17.3368	"[[""hoː"", -17.3368], [""upo"", -17.3659], [""uperi"", -18.0621], [""we"", -18.4835], [""wi"", -18.4835], [""he"", -18.4835], [""hepi"", -18.9586], [""penkʷe"", -18.9765], [""heːdti"", -18.9857], [""peri"", -19.1751]]"
adikites	hoː	-20.3752	"[[""hoː"", -20.3752], [""upo"", -20.8712], [""uperi"", -21.5046], [""wejhoː"", -21.9097], [""he"", -21.9893], [""we"", -21.9893], [""wi"", -21.9893], [""piː́ts"", -22.3178], [""hepi"", -22.4134], [""heːdti"", -22.4539]]"
adikitesi	hoː	-23.5634	"[[""hoː"", -23.5634], [""upo"", -24.1674], [""uperi"", -24.4363], [""wejhoː"", -24.917], [""penkʷe"", -24.9271], [""heːdti"", -24.928], [""piː́ts"", -25.1408], [""we"", -25.2883], [""wi"", -25.2883], [""he"", -25.2883]]"
adikitesir	hoː	-26.7817	"[[""hoː"", -26.7817], [""upo"", -27.6732], [""wejhoː"", -27.8509], [""uperi"", -27.8996], [""piː́ts"", -28.0615], [""heːdti"", -28.4042], [""penkʷe"", -28.4163], [""he"", -28.7945], [""wi"", -28.7945], [""we"", -28.7945]]"
adikitet	hoː	-20.3739	"[[""hoː"", -20.3739], [""upo"", -20.6626], [""uperi"", -21.0773], [""penkʷe"", -21.7659], [""heːdti"", -21.7733], [""he"", -21.7823], [""we"", -21.7823], [""wi"", -21.7823], [""wejhoː"", -21.9025], [""hepi"", -22.024]]"
adikitete	hoː	-23.5014	"[[""hoː"", -23.5014], [""upo"", -23.951], [""uperi"", -24.0651], [""penkʷe"", -24.4982], [""heːdti"", -24.5059], [""wejhoː"", -24.6716], [""hepi"", -25.0541], [""he"", -25.0736], [""wi"", -25.0736], [""we"", -25.0736]]"
adikiteter	hoː	-26.6791	"[[""hoː"", -26.6791], [""upo"", -27.4572], [""wejhoː"", -27.524], [""uperi"", -27.5353], [""heːdti"", -27.9917], [""penkʷe"", -27.9933], [""piː́ts"", -28.0495], [""hepi"", -28.5288], [""we"", -28.5801], [""wi"", -28.5801]]"
adikitu	woːs	-14.3756	"[[""woːs"", -14.3756], [""hel"", -15.3253], [""hed"", -15.3253], [""bel"", -15.3253], [""wos"", -15.3253], [""wet"", -15.3253], [""pel"", -15.3253], [""hen"", -15.3253], [""hes"", -15.3253], [""pes"", -15.3253]]"
adikituj	welɡ	-16.0146	"[[""welɡ"", -16.0146], [""bʱelɡ"", -17.8495], [""woːs"", -17.8806], [""pekʷeti"", -18.2183], [""hresɡ"", -18.3166], [""prenɡ"", -18.3166], [""pek"", -18.4796], [""bak"", -18.4796], [""wek"", -18.4796], [""pibeti"", -18.5012]]"
adikituja	penkʷ	-18.1794	"[[""penkʷ"", -18.1794], [""welɣʷ"", -18.8681], [""henɡʷ"", -18.8681], [""welɡ"", -19.5208], [""penkʷe"", -20.3291], [""helkos"", -20.6748], [""peku"", -20.8689], [""ehsketi"", -21.0151], [""pekʷeti"", -21.032], [""pibeti"", -21.322]]"
adikitujas	penkʷ	-21.0028	"[[""penkʷ"", -21.0028], [""henɡʷ"", -21.692], [""welɣʷ"", -21.692], [""welɡ"", -23.027], [""penkʷe"", -23.3401], [""helkos"", -23.6114], [""honɡʷl̩"", -23.6933], [""pekʷ"", -24.1553], [""wekʷ"", -24.1553], [""ehsketi"", -24.2578]]"
aea	oː	-7.5725	"[[""oː"", -7.5725], [""upo"", -9.7536], [""enu"", -9.7536], [""eti"", -9.7536], [""ehti"", -10.221], [""ejti"", -10.221], [""atta"", -10.221], [""oːl"", -10.2219], [""oːj"", -10.2219], [""eːs"", -10.2219]]"
aead	ih	-8.2294	"[[""ih"", -8.2294], [""up"", -8.2294], [""oː"", -10.3974], [""ɣʷew"", -10.4612], [""ɡʷew"", -10.4612], [""kʷih"", -10.4612], [""ɣʷep"", -10.4612], [""oktoːw"", -10.7184], [""puh"", -10.8564], [""peh"", -10.8564]]"
aeadi	upo	-10.6221	"[[""upo"", -10.6221], [""ih"", -11.736], [""up"", -11.736], [""we"", -12.9069], [""wi"", -12.9069], [""he"", -12.9069], [""hepi"", -13.207], [""ħepo"", -13.2934], [""uperi"", -13.3761], [""oː"", -13.4082]]"
aeadik	upo	-14.1199	"[[""upo"", -14.1199], [""up"", -15.2426], [""ih"", -15.2426], [""hoː"", -15.7198], [""we"", -16.405], [""wi"", -16.405], [""he"", -16.405], [""uperi"", -16.467], [""oː"", -16.5233], [""uper"", -16.5352]]"
aeadiki	upo	-16.9457	"[[""upo"", -16.9457], [""uperi"", -18.4825], [""hoː"", -18.5502], [""ih"", -18.7489], [""up"", -18.7489], [""he"", -19.2342], [""wi"", -19.2342], [""we"", -19.2342], [""hepi"", -19.3457], [""ehti"", -19.4016]]"
aeadikit	upo	-20.0513	"[[""upo"", -20.0513], [""uperi"", -21.1431], [""hoː"", -21.3849], [""up"", -22.255], [""ih"", -22.255], [""hepi"", -22.3255], [""ehti"", -22.3256], [""he"", -22.3413], [""we"", -22.3413], [""wi"", -22.3413]]"
aeadikite	upo	-23.205	"[[""upo"", -23.205], [""uperi"", -23.8965], [""hoː"", -24.3447], [""ehti"", -25.3093], [""hepi"", -25.3291], [""wi"", -25.4963], [""he"", -25.4963], [""we"", -25.4963], [""uper"", -25.5784], [""up"", -25.7607]]"
aeadikitet	upo	-26.5032	"[[""upo"", -26.5032], [""uperi"", -26.9129], [""hoː"", -27.3836], [""ehti"", -28.492], [""hepi"", -28.4986], [""uper"", -28.7347], [""wejhoː"", -28.7407], [""penkʷe"", -28.7619], [""heːdti"", -28.7692], [""wi"", -28.7954]]"
aid	up	-5.2145	"[[""up"", -5.2145], [""ih"", -5.2145], [""oː"", -7.6608], [""hop"", -8.0248], [""peh"", -8.0248], [""hep"", -8.0248], [""puh"", -8.0248], [""weh"", -8.0248], [""ħep"", -8.1132], [""new"", -8.1132]]"
aida	upo	-7.6086	"[[""upo"", -7.6086], [""ih"", -8.7207], [""up"", -8.7207], [""wi"", -9.404], [""we"", -9.404], [""he"", -9.404], [""hepi"", -10.3365], [""uperi"", -10.3737], [""oː"", -10.4859], [""ħepo"", -10.507]]"
aidaa	upo	-10.429	"[[""upo"", -10.429], [""hoː"", -12.2129], [""we"", -12.2265], [""ih"", -12.2265], [""wi"", -12.2265], [""he"", -12.2265], [""up"", -12.2265], [""uperi"", -12.4072], [""hepi"", -12.9824], [""ehti"", -13.1704]]"
aidaau	woːs	-12.2066	"[[""woːs"", -12.2066], [""hed"", -12.2231], [""wos"", -12.2231], [""wet"", -12.2231], [""hen"", -12.2231], [""hes"", -12.2231], [""pel"", -12.2231], [""pos"", -12.2231], [""wed"", -12.2231], [""wel"", -12.2231]]"
aidaj	bak	-9.4004	"[[""bak"", -9.4004], [""wek"", -9.4004], [""pek"", -9.4004], [""weɡ"", -10.09], [""heɡ"", -10.09], [""peɡ"", -10.09], [""upo"", -10.429], [""hewk"", -11.2249], [""pewk"", -11.2249], [""kewk"", -11.615]]"
aidaja	peku	-11.7946	"[[""peku"", -11.7946], [""pekʷ"", -12.2543], [""wekʷ"", -12.2543], [""wek"", -12.9056], [""bak"", -12.9056], [""pek"", -12.9056], [""weɡʷ"", -12.9394], [""peɣʷ"", -12.9394], [""upo"", -13.5327], [""peɡ"", -13.5922]]"
aidajas	wekʷ	-15.0773	"[[""wekʷ"", -15.0773], [""pekʷ"", -15.0773], [""peku"", -15.292], [""peɣʷ"", -15.7624], [""weɡʷ"", -15.7624], [""pek"", -16.4107], [""bak"", -16.4107], [""wek"", -16.4107], [""upo"", -17.0372], [""peɡ"", -17.0945]]"
aij	oː	-7.6608	"[[""oː"", -7.6608], [""kek"", -8.0248], [""dek"", -8.1132], [""wek"", -8.1132], [""nek"", -8.1132], [""ħek"", -8.1132], [""bak"", -8.1132], [""lek"", -8.1132], [""pek"", -8.1132], [""jek"", -8.1132]]"
aija	ke	-9.404	"[[""ke"", -9.404], [""ku"", -9.404], [""kʷ"", -9.8641], [""oː"", -10.4859], [""peku"", -10.507], [""sekʷ"", -10.9667], [""pekʷ"", -10.9667], [""tekʷ"", -10.9667], [""wekʷ"", -10.9667], [""ɣʷekʷ"", -11.1244]]"
ain	oː	-7.6659	"[[""oː"", -7.6659], [""eːs"", -10.3746], [""eːn"", -10.3746], [""oːs"", -10.3746], [""oːl"", -10.3746], [""oːj"", -10.3746], [""hoː"", -10.6554], [""moː"", -10.6554], [""enu"", -10.6885], [""upo"", -10.6885]]"
aina	oː	-10.6653	"[[""oː"", -10.6653], [""upo"", -13.0151], [""enu"", -13.0151], [""eti"", -13.0151], [""oːl"", -13.1988], [""eːn"", -13.1988], [""oːj"", -13.1988], [""oːs"", -13.1988], [""eːs"", -13.1988], [""atta"", -13.4308]]"
ainaj	kʷek	-13.5525	"[[""kʷek"", -13.5525], [""oː"", -13.7072], [""ɡʷeɡ"", -14.241], [""kek"", -14.2669], [""lek"", -14.3066], [""tek"", -14.3066], [""sek"", -14.3066], [""jek"", -14.3066], [""wek"", -14.3066], [""nek"", -14.3066]]"
ainaja	ɣʷekʷ	-16.4034	"[[""ɣʷekʷ"", -16.4034], [""ke"", -16.4126], [""ku"", -16.4126], [""peku"", -16.6988], [""oː"", -16.813], [""kʷ"", -16.8699], [""kʷek"", -17.0177], [""wekʷ"", -17.1579], [""sekʷ"", -17.1579], [""tekʷ"", -17.1579]]"
ainajar	ɣʷekʷ	-19.2163	"[[""ɣʷekʷ"", -19.2163], [""kʷ"", -19.6998], [""ku"", -19.9107], [""ke"", -19.9107], [""oː"", -19.9762], [""sekʷ"", -19.9826], [""wekʷ"", -19.9826], [""tekʷ"", -19.9826], [""pekʷ"", -19.9826], [""peku"", -20.1964]]"
ainajare	kʷe	-21.8174	"[[""kʷe"", -21.8174], [""nekʷe"", -22.1089], [""ɣʷekʷ"", -22.28], [""ke"", -22.611], [""ku"", -22.611], [""kʷ"", -22.8073], [""peku"", -22.8912], [""wekʷ"", -23.0875], [""pekʷ"", -23.0875], [""tekʷ"", -23.0875]]"
ainajaret	kʷe	-24.5729	"[[""kʷe"", -24.5729], [""nekʷe"", -24.8584], [""ɣʷekʷ"", -25.4168], [""ku"", -25.7594], [""ke"", -25.7594], [""kʷ"", -26.0299], [""peku"", -26.0373], [""sekʷ"", -26.308], [""tekʷ"", -26.308], [""pekʷ"", -26.308]]"
ainajareta	kʷe	-27.5488	"[[""kʷe"", -27.5488], [""nekʷe"", -27.8312], [""ɣʷekʷ"", -28.5757], [""ku"", -29.0033], [""ke"", -29.0033], [""kʷoti"", -29.0171], [""ɡʷeɡʷome"", -29.1661], [""peku"", -29.279], [""kʷ"", -29.316], [""pekʷeti"", -29.3165]]"
ainw	oːj	-7.662	"[[""oːj"", -7.662], [""iħ"", -8.7167], [""eħ"", -8.7167], [""keːr"", -10.651], [""soːr"", -10.651], [""toːr"", -10.651], [""teːr"", -10.651], [""oː"", -10.6653], [""uper"", -10.6819], [""eɡħ"", -11.0903]]"
ainwa	oːj	-11.1671	"[[""oːj"", -11.1671], [""eħ"", -12.2229], [""iħ"", -12.2229], [""uperi"", -13.0732], [""r̩"", -13.3674], [""oː"", -13.7072], [""ħoju"", -13.7608], [""ojeti"", -13.8656], [""ejeti"", -13.8656], [""otr̩"", -13.9022]]"
ainwaz	oːj	-14.6711	"[[""oːj"", -14.6711], [""iħ"", -15.7291], [""eħ"", -15.7291], [""r̩"", -16.195], [""uperi"", -16.5694], [""otr̩"", -16.737], [""oː"", -16.8143], [""ɣʷeroː"", -16.9453], [""ejeti"", -16.9557], [""ojeti"", -16.9557]]"
ainwaza	oːj	-18.1738	"[[""oːj"", -18.1738], [""ojeti"", -18.97], [""ejeti"", -18.97], [""eħ"", -19.2349], [""iħ"", -19.2349], [""r̩"", -19.3017], [""uperi"", -19.3888], [""ɣʷeroː"", -19.767], [""ħoju"", -19.7817], [""otr̩"", -19.8392]]"
ainwazaΦ	oːj	-21.6751	"[[""oːj"", -21.6751], [""ojeti"", -22.333], [""ejeti"", -22.333], [""r̩"", -22.5239], [""ɣʷeroː"", -22.5936], [""eħ"", -22.7406], [""iħ"", -22.7406], [""uperi"", -22.8899], [""otr̩"", -23.0528], [""ħoju"", -23.2306]]"
ainwazaΦn	oːj	-25.175	"[[""oːj"", -25.175], [""ɣʷeroː"", -25.6972], [""ejeti"", -25.7102], [""ojeti"", -25.7102], [""r̩"", -25.8097], [""eħ"", -26.2464], [""iħ"", -26.2464], [""otr̩"", -26.3283], [""uperi"", -26.3908], [""oː"", -26.5687]]"
ainwazaΦni	ejeti	-28.203	"[[""ejeti"", -28.203], [""ojeti"", -28.203], [""oːj"", -28.6734], [""ɣʷeroː"", -28.9137], [""r̩"", -29.136], [""ħoju"", -29.4753], [""uperi"", -29.4837], [""ejti"", -29.57], [""otr̩"", -29.6433], [""eħ"", -29.7517]]"
aiΘ	oː	-7.664	"[[""oː"", -7.664], [""heɡ"", -8.8036], [""leɡ"", -8.8036], [""weɡ"", -8.8036], [""ħeɡ"", -8.8036], [""peɡ"", -8.8036], [""ɡʷeɡ"", -8.9686], [""eɡħ"", -9.2608], [""bʱuɡ"", -9.9337], [""bʱeɡ"", -9.9337]]"
aiΘt	oː	-10.5955	"[[""oː"", -10.5955], [""peɣʷ"", -11.653], [""weɡʷ"", -11.653], [""ħeɣʷ"", -11.653], [""meɣʷ"", -11.653], [""neɡʷ"", -11.653], [""keɣʷ"", -11.653], [""deɣʷ"", -11.653], [""eɡħ"", -12.1024], [""ɡʷeɡ"", -12.2616]]"
aiΘti	oː	-13.621	"[[""oː"", -13.621], [""deɣʷ"", -14.4758], [""peɣʷ"", -14.4758], [""meɣʷ"", -14.4758], [""weɡʷ"", -14.4758], [""ħeɣʷ"", -14.4758], [""keɣʷ"", -14.4758], [""neɡʷ"", -14.4758], [""ɡelu"", -14.8781], [""ɡonu"", -14.8781]]"
aiΘtij	ɡʷeɡ	-13.5677	"[[""ɡʷeɡ"", -13.5677], [""ɣʷreɡ"", -15.8388], [""kʷek"", -16.1636], [""ɣʷekʷ"", -16.165], [""bʱeɣʷɡ"", -16.2816], [""ɣʷokʷs"", -16.3498], [""oː"", -16.7268], [""kek"", -17.2239], [""jek"", -17.2467], [""bak"", -17.2467]]"
aiΘtija	ɣʷekʷ	-15.7343	"[[""ɣʷekʷ"", -15.7343], [""ɡʷeɡ"", -17.0632], [""ɣʷokʷs"", -18.5185], [""ɡneɣʷ"", -19.0764], [""ɡʷejɣʷ"", -19.0838], [""ɡʷerɣʷ"", -19.0838], [""ɣʷenɡʷ"", -19.0838], [""ɣʷemɣʷ"", -19.0838], [""ɣʷreɡ"", -19.3353], [""peku"", -19.6378]]"
aiΘtijas	ɣʷekʷ	-18.5558	"[[""ɣʷekʷ"", -18.5558], [""ɡʷeɡ"", -20.5577], [""ɣʷokʷs"", -21.2299], [""ɣʷenɡʷ"", -21.851], [""ɡʷejɣʷ"", -21.851], [""ɡʷerɣʷ"", -21.851], [""ɣʷemɣʷ"", -21.851], [""ɡneɣʷ"", -21.9212], [""ɣʷeroː"", -22.3768], [""ɣʷreɡ"", -22.8295]]"
aiΘtijasa	ɣʷekʷ	-21.6574	"[[""ɣʷekʷ"", -21.6574], [""ɡʷeɡʷome"", -24.0346], [""ɡʷeɡ"", -24.0404], [""ɣʷokʷs"", -24.1678], [""ɡeɡonhe"", -24.5124], [""ɡʷerɣʷ"", -24.8873], [""ɣʷenɡʷ"", -24.8873], [""ɡʷejɣʷ"", -24.8873], [""ɣʷemɣʷ"", -24.8873], [""ɡneɣʷ"", -25.0311]]"
aiΘtijasas	ɣʷekʷ	-24.874	"[[""ɣʷekʷ"", -24.874], [""ɡʷeɡʷome"", -27.212], [""ɣʷokʷs"", -27.2311], [""ɡʷeɡ"", -27.5226], [""ɣʷeroː"", -27.9557], [""ɡeɡonhe"", -27.9636], [""ɡʷejɣʷ"", -28.0062], [""ɡʷerɣʷ"", -28.0062], [""ɣʷenɡʷ"", -28.0062], [""ɣʷemɣʷ"", -28.0062]]"
aiΘu	eːs	-7.6598	"[[""eːs"", -7.6598], [""eːn"", -7.6598], [""oːl"", -7.6598], [""oːs"", -7.6598], [""os"", -8.5512], [""ud"", -8.5512], [""us"", -8.5512], [""is"", -8.5512], [""ɡʷet"", -10.4275], [""ɣʷed"", -10.4275]]"
aiΘuj	eti	-10.9432	"[[""eti"", -10.9432], [""enu"", -10.9432], [""oːl"", -11.1646], [""oːs"", -11.1646], [""eːs"", -11.1646], [""eːn"", -11.1646], [""denk"", -11.2149], [""tetk"", -11.2149], [""telk"", -11.2149], [""kenk"", -11.2845]]"
aiΘuja	enu	-13.7647	"[[""enu"", -13.7647], [""eti"", -13.7647], [""iskos"", -13.9225], [""ɣʷenɡʷ"", -13.9626], [""telkʷ"", -14.0703], [""ɡneɣʷ"", -14.1263], [""penkʷ"", -14.1407], [""ɡʱelɣʷ"", -14.4142], [""eːn"", -14.6679], [""oːs"", -14.6679]]"
aiΘut	eti	-10.9432	"[[""eti"", -10.9432], [""enu"", -10.9432], [""eːn"", -11.1646], [""oːl"", -11.1646], [""oːs"", -11.1646], [""eːs"", -11.1646], [""us"", -12.0574], [""ud"", -12.0574], [""os"", -12.0574], [""is"", -12.0574]]"
aiΘuti	enu	-13.7647	"[[""enu"", -13.7647], [""eti"", -13.7647], [""oːl"", -14.6679], [""eːn"", -14.6679], [""oːs"", -14.6679], [""eːs"", -14.6679], [""ɡneɣʷ"", -15.15], [""ojeti"", -15.5085], [""ejeti"", -15.5085], [""ɡʷetu"", -15.5243]]"
