lost	top1_known	score	top10
adikiteter	pandʒ	-25.5813	"[[""pandʒ"", -25.5813], [""surunvañt"", -26.1092], [""dreñdʒ"", -26.2194], [""drudʒ"", -26.3289], [""huraː"", -26.7327], [""suːra"", -26.8475], [""hudhånɡh"", -26.9381], [""puxdha"", -27.0859], [""mɔːŋh"", -27.2261], [""aodʒ"", -27.2778]]"
adikitu	hu-	-17.3216	"[[""hu-"", -17.3216], [""hoː"", -17.3216], [""tuː"", -17.3216], [""huraː"", -17.5699], [""suːra"", -17.5855], [""udra"", -18.7672], [""tûra"", -18.7815], [""sûra"", -18.7815], [""oː"", -18.7967], [""ɔː"", -18.7967]]"
adikituj	huraː	-20.5741	"[[""huraː"", -20.5741], [""hoː"", -20.647], [""hu-"", -20.647], [""tuː"", -20.647], [""suːra"", -20.7565], [""udra"", -21.8938], [""tûra"", -22.012], [""sûra"", -22.012], [""[-]"", -22.1053], [""uː"", -22.1227]]"
adikituja	huraː	-23.6739	"[[""huraː"", -23.6739], [""hoː"", -24.0003], [""tuː"", -24.0003], [""hu-"", -24.0003], [""suːra"", -24.0077], [""surunvañt"", -24.8082], [""mɔːŋh"", -24.8783], [""hudhånɡh"", -24.8922], [""udra"", -25.1252], [""[-]"", -25.2127]]"
adikitujas	huraː	-26.8402	"[[""huraː"", -26.8402], [""suːra"", -27.3071], [""hu-"", -27.3741], [""hoː"", -27.3741], [""tuː"", -27.3741], [""surunvañt"", -28.2969], [""kar-2"", -28.3024], [""hudhånɡh"", -28.3092], [""[-]"", -28.3678], [""mɔːŋh"", -28.3784]]"
aea	tʃ	-6.4797	"[[""tʃ"", -6.4797], [""xʷ"", -7.3005], [""x́"", -7.3005], [""ʃ́"", -7.3005], [""ʃː"", -7.3005], [""xʲ"", -7.3005], [""ʃʲ"", -7.3005], [""[-]"", -8.4226], [""spas"", -8.5465], [""stût"", -8.5465]]"
aead	stu	-6.4761	"[[""stu"", -6.4761], [""hu"", -7.9548], [""xshnu"", -8.8398], [""pasu"", -9.2778], [""tʃ"", -9.2998], [""astʃu"", -9.3256], [""kharpu"", -9.4375], [""xʃtuua"", -9.466], [""hvatô"", -9.6334], [""xratu"", -9.6334]]"
aeadi	stu-	-9.33	"[[""stu-"", -9.33], [""stu"", -9.9821], [""hu-"", -10.8079], [""hoː"", -10.8079], [""tuː"", -10.8079], [""hu"", -11.4617], [""xʃtuua"", -12.265], [""xshnu"", -12.2877], [""stût"", -12.5848], [""pasu"", -12.7833]]"
aeadik	stu-	-12.1536	"[[""stu-"", -12.1536], [""stu"", -13.4882], [""tuː"", -13.6325], [""hoː"", -13.6325], [""hu-"", -13.6325], [""xshudra"", -14.0331], [""hu"", -14.9686], [""suːra"", -15.1605], [""xshnu"", -15.2918], [""xʃtuua"", -15.351]]"
aeadiki	stu-	-15.2585	"[[""stu-"", -15.2585], [""hoː"", -16.738], [""hu-"", -16.738], [""tuː"", -16.738], [""xshudra"", -16.84], [""stu"", -16.9943], [""huraː"", -17.9551], [""suːra"", -17.976], [""xshnu"", -18.4652], [""hu"", -18.4754]]"
aeadikit	xshudra	-18.4157	"[[""xshudra"", -18.4157], [""stu-"", -18.4795], [""tuː"", -19.9595], [""hu-"", -19.9595], [""hoː"", -19.9595], [""suːra"", -20.4953], [""stu"", -20.5003], [""huraː"", -20.63], [""xshnu"", -21.536], [""xshnûman"", -21.5387]]"
aeadikite	xshudra	-21.3036	"[[""xshudra"", -21.3036], [""fshujañt"", -21.3254], [""stu-"", -21.7643], [""stût"", -22.5042], [""hoː"", -23.2449], [""hu-"", -23.2449], [""tuː"", -23.2449], [""huraː"", -23.4928], [""suːra"", -23.5069], [""surunvañt"", -23.6507]]"
aeadikitet	xshudra	-23.992	"[[""xshudra"", -23.992], [""fshujañt"", -24.8189], [""stu-"", -25.0895], [""stût"", -26.005], [""suːra"", -26.4086], [""huraː"", -26.4694], [""tuː"", -26.5707], [""hu-"", -26.5707], [""hoː"", -26.5707], [""surunvañt"", -27.0934]]"
aid	hu	-5.533	"[[""hu"", -5.533], [""tʃ"", -7.5483], [""xʷ"", -7.6974], [""ʃ́"", -7.6974], [""ʃʲ"", -7.6974], [""xʲ"", -7.6974], [""x́"", -7.6974], [""ʃː"", -7.6974], [""stu"", -7.7388], [""sru"", -8.0966]]"
aida	hu-	-8.385	"[[""hu-"", -8.385], [""hoː"", -8.385], [""tuː"", -8.385], [""hu"", -9.0382], [""us"", -9.0442], [""stût"", -9.7245], [""ɔː"", -9.8641], [""oː"", -9.8641], [""uː"", -9.8641], [""tʃ"", -9.9805]]"
aidaa	hoː	-11.2087	"[[""hoː"", -11.2087], [""tuː"", -11.2087], [""hu-"", -11.2087], [""us-"", -11.8641], [""us"", -11.8642], [""thrush"", -12.246], [""stût"", -12.4834], [""hu"", -12.5426], [""huʃka"", -12.5593], [""hûxta"", -12.5593]]"
aidaau	us-	-14.3116	"[[""us-"", -14.3116], [""hoː"", -14.3131], [""hu-"", -14.3131], [""tuː"", -14.3131], [""us"", -15.3688], [""huʃka"", -15.4451], [""supti"", -15.4451], [""kutha"", -15.4451], [""hûxta"", -15.4451], [""hushka"", -15.726]]"
aidaj	tuː	-11.209	"[[""tuː"", -11.209], [""hoː"", -11.209], [""hu-"", -11.209], [""us-"", -11.879], [""hu"", -12.5435], [""us"", -12.5453], [""oː"", -12.6898], [""ɔː"", -12.6898], [""uː"", -12.6898], [""stût"", -13.2015]]"
aidaja	hu-	-14.3135	"[[""hu-"", -14.3135], [""hoː"", -14.3135], [""tuː"", -14.3135], [""us-"", -14.7006], [""us"", -15.3684], [""thrush"", -15.7315], [""uː"", -15.7958], [""ɔː"", -15.7958], [""oː"", -15.7958], [""hûxta"", -15.9185]]"
aidajas	us-	-17.5315	"[[""us-"", -17.5315], [""tuː"", -17.534], [""hu-"", -17.534], [""hoː"", -17.534], [""supti"", -18.8653], [""kutha"", -18.8653], [""huʃka"", -18.8653], [""hûxta"", -18.8653], [""us"", -18.873], [""puxða-"", -18.8972]]"
aij	ʃ́	-7.705	"[[""ʃ́"", -7.705], [""xʲ"", -7.705], [""xʷ"", -7.705], [""x́"", -7.705], [""ʃʲ"", -7.705], [""ʃː"", -7.705], [""[-]"", -8.4226], [""xaː"", -10.2443], [""hu-"", -10.2443], [""hoː"", -10.2443]]"
aija	[-]	-10.6439	"[[""[-]"", -10.6439], [""ʃ́"", -10.8035], [""xʷ"", -10.8035], [""ʃː"", -10.8035], [""xʲ"", -10.8035], [""ʃʲ"", -10.8035], [""x́"", -10.8035], [""tʃ"", -11.0416], [""tʃaːt"", -12.6895], [""tat"", -13.0035]]"
ain	ʃ́	-7.705	"[[""ʃ́"", -7.705], [""x́"", -7.705], [""ʃʲ"", -7.705], [""ʃː"", -7.705], [""xʲ"", -7.705], [""xʷ"", -7.705], [""[-]"", -8.4226], [""hav"", -8.7644], [""hva"", -9.562], [""kva"", -9.562]]"
aina	[-]	-10.6439	"[[""[-]"", -10.6439], [""ʃʲ"", -10.8035], [""ʃ́"", -10.8035], [""xʲ"", -10.8035], [""xʷ"", -10.8035], [""ʃː"", -10.8035], [""x́"", -10.8035], [""sanɡh"", -11.0166], [""tʃ"", -11.0416], [""= vatʃ"", -11.7867]]"
ainaj	[-]	-13.2697	"[[""[-]"", -13.2697], [""ʃ́"", -13.8084], [""ʃʲ"", -13.8084], [""x́"", -13.8084], [""ʃː"", -13.8084], [""xʷ"", -13.8084], [""xʲ"", -13.8084], [""sanɡh"", -14.5163], [""tʃ"", -14.5351], [""= vatʃ"", -15.2189]]"
ainaja	[-]	-16.1017	"[[""[-]"", -16.1017], [""= vatʃ"", -16.6162], [""x́"", -16.9801], [""ʃ́"", -16.9801], [""xʷ"", -16.9801], [""ʃʲ"", -16.9801], [""ʃː"", -16.9801], [""xʲ"", -16.9801], [""tʃ"", -16.9822], [""sanɡh"", -17.3277]]"
ainajar	[-]	-19.0604	"[[""[-]"", -19.0604], [""= vatʃ"", -20.0986], [""xʲ"", -20.1355], [""ʃʲ"", -20.1355], [""ʃː"", -20.1355], [""x́"", -20.1355], [""xʷ"", -20.1355], [""ʃ́"", -20.1355], [""vaz"", -20.221], [""tʃaːt̰"", -20.3216]]"
ainajare	ɡhzhar	-21.5352	"[[""ɡhzhar"", -21.5352], [""[-]"", -22.1053], [""= vatʃ"", -22.2516], [""tʃaːt̰"", -23.2249], [""vîs-1"", -23.2313], [""vîs-2"", -23.2313], [""tʃaːt"", -23.2703], [""tʃ"", -23.3131], [""vaxsh"", -23.3663], [""xʲ"", -23.3817]]"
ainajaret	ɡhzhar	-22.1856	"[[""ɡhzhar"", -22.1856], [""vî-khzhar"", -24.3828], [""[-]"", -25.2127], [""tʃaːt̰"", -25.6977], [""= vatʃ"", -25.7454], [""vaxsh-"", -25.979], [""vîs-2"", -26.0649], [""vîs-1"", -26.0649], [""hvar"", -26.315], [""vaeːd"", -26.3831]]"
ainajareta	ɡhzhar	-25.5838	"[[""ɡhzhar"", -25.5838], [""vî-khzhar"", -27.7796], [""= vatʃ"", -28.2586], [""kehrp"", -28.3218], [""[-]"", -28.3678], [""tʃaːt̰"", -28.6862], [""tʃvañt"", -28.8001], [""maː̊ŋh"", -28.8059], [""vaxsh-"", -28.8718], [""vîs-1"", -28.9563]]"
ainw	hvar	-10.5117	"[[""hvar"", -10.5117], [""[-]"", -10.6439], [""ʃ́"", -10.8086], [""xʲ"", -10.8086], [""x́"", -10.8086], [""ʃʲ"", -10.8086], [""xʷ"", -10.8086], [""ʃː"", -10.8086], [""xʷan"", -11.3582], [""van"", -11.9872]]"
ainwa	[-]	-13.2697	"[[""[-]"", -13.2697], [""hvar"", -13.95], [""ʃʲ"", -14.024], [""x́"", -14.024], [""ʃ́"", -14.024], [""xʲ"", -14.024], [""xʷ"", -14.024], [""ʃː"", -14.024], [""frâdh"", -14.2155], [""hañt"", -14.2766]]"
ainwaz	[-]	-16.1017	"[[""[-]"", -16.1017], [""xʲ"", -17.1319], [""ʃʲ"", -17.1319], [""x́"", -17.1319], [""ʃː"", -17.1319], [""ʃ́"", -17.1319], [""xʷ"", -17.1319], [""ŋʲ"", -17.2725], [""ŋʷ"", -17.2725], [""ŋ̌"", -17.2725]]"
ainwaza	[-]	-19.0604	"[[""[-]"", -19.0604], [""= vatʃ"", -19.5166], [""vid-2"", -20.0056], [""kar-2"", -20.1859], [""frâdh"", -20.3063], [""xʷ"", -20.3521], [""xʲ"", -20.3521], [""ʃː"", -20.3521], [""ʃʲ"", -20.3521], [""x́"", -20.3521]]"
ainwazaΦ	-tʃa	-19.5012	"[[""-tʃa"", -19.5012], [""hvarshta"", -19.7126], [""paṇtʃa"", -19.7762], [""parʃta"", -19.7762], [""pantʃa"", -19.7762], [""xshi"", -19.987], [""hvadhâta"", -20.0843], [""hva"", -20.2343], [""kva"", -20.2343], [""vañta"", -20.2675]]"
ainwazaΦn	hav	-22.6649	"[[""hav"", -22.6649], [""[vaxsha]"", -22.8253], [""-tʃa"", -23.0056], [""hvarshta"", -23.1843], [""pantʃa"", -23.2808], [""paṇtʃa"", -23.2808], [""parʃta"", -23.2808], [""tʃaː"", -23.3298], [""[dâta]"", -23.4661], [""fra-"", -23.4671]]"
ainwazaΦni	[vaxsha]	-25.6456	"[[""[vaxsha]"", -25.6456], [""tʃaː"", -26.1549], [""hav"", -26.1712], [""[dâta]"", -26.2707], [""fra-"", -26.2961], [""vaː̊"", -26.4586], [""-tʃa"", -26.5099], [""[dâiti]"", -26.6003], [""hvarshta"", -26.6565], [""paṇtʃa"", -26.7852]]"
aiΘ	tʃ	-7.0607	"[[""tʃ"", -7.0607], [""ʃ́"", -7.6924], [""x́"", -7.6924], [""xʷ"", -7.6924], [""ʃː"", -7.6924], [""xʲ"", -7.6924], [""ʃʲ"", -7.6924], [""[-]"", -8.4226], [""spas"", -9.4079], [""stût"", -9.4079]]"
aiΘt	xʲ	-10.3768	"[[""xʲ"", -10.3768], [""xʷ"", -10.3768], [""ʃ́"", -10.3768], [""x́"", -10.3768], [""ʃː"", -10.3768], [""ʃʲ"", -10.3768], [""tʃ"", -10.5571], [""[-]"", -10.6439], [""span"", -11.05], [""star"", -11.05]]"
aiΘti	[-]	-13.2697	"[[""[-]"", -13.2697], [""xʲ"", -13.4385], [""xʷ"", -13.4385], [""ʃʲ"", -13.4385], [""ʃ́"", -13.4385], [""ʃː"", -13.4385], [""x́"", -13.4385], [""striː"", -13.6621], [""tʃ"", -14.0536], [""thri"", -14.3424]]"
aiΘtij	[-]	-16.1017	"[[""[-]"", -16.1017], [""striː"", -16.3884], [""x́"", -16.6384], [""ʃː"", -16.6384], [""ʃ́"", -16.6384], [""xʷ"", -16.6384], [""ʃʲ"", -16.6384], [""xʲ"", -16.6384], [""[frja]"", -16.9899], [""kar-2"", -17.2627]]"
aiΘtija	[-]	-19.0604	"[[""[-]"", -19.0604], [""striː"", -19.3345], [""thrish"", -19.4702], [""thrush"", -19.4702], [""kehrp"", -19.56], [""[frja]"", -19.8067], [""kar-2"", -19.8269], [""ʃʲ"", -19.9094], [""ʃ́"", -19.9094], [""x́"", -19.9094]]"
aiΘtijas	[-]	-22.1053	"[[""[-]"", -22.1053], [""striː"", -22.3937], [""kar-2"", -22.6864], [""tʃaːt̰"", -22.7161], [""[frja]"", -22.7984], [""thrish"", -22.9279], [""thrush"", -22.9279], [""kehrp"", -23.0587], [""x́"", -23.1644], [""xʷ"", -23.1644]]"
aiΘtijasa	thrush	-24.5549	"[[""thrush"", -24.5549], [""thrish"", -24.5549], [""[-]"", -25.2127], [""striː"", -25.5301], [""tʃaːt̰"", -25.5683], [""kar-2"", -25.6972], [""tʃaːt"", -25.7755], [""kehrp"", -25.8757], [""[frja]"", -25.892], [""xṣ̌ap"", -25.8998]]"
aiΘtijasas	thrish	-28.0467	"[[""thrish"", -28.0467], [""thrush"", -28.0467], [""tʃaːt̰"", -28.1439], [""[-]"", -28.3678], [""striː"", -28.7153], [""kar-2"", -28.8004], [""[fra + tʃa]"", -28.8455], [""[frja]"", -29.0524], [""tʃaːt"", -29.2711], [""xṣ̌ap"", -29.3146]]"
aiΘu	xʷ	-10.3768	"[[""xʷ"", -10.3768], [""ʃʲ"", -10.3768], [""ʃ́"", -10.3768], [""ʃː"", -10.3768], [""x́"", -10.3768], [""xʲ"", -10.3768], [""tʃ"", -10.5571], [""[-]"", -10.6439], [""stu-"", -12.2712], [""tʃaː"", -12.2712]]"
aiΘuj	[-]	-13.2697	"[[""[-]"", -13.2697], [""ʃʲ"", -13.4385], [""xʷ"", -13.4385], [""ʃ́"", -13.4385], [""ʃː"", -13.4385], [""x́"", -13.4385], [""xʲ"", -13.4385], [""tʃ"", -14.0536], [""tʃaː"", -15.0308], [""stu-"", -15.0308]]"
aiΘuja	[-]	-16.1017	"[[""[-]"", -16.1017], [""tʃ"", -16.6309], [""xʲ"", -16.6368], [""xʷ"", -16.6368], [""x́"", -16.6368], [""ʃʲ"", -16.6368], [""ʃ́"", -16.6368], [""ʃː"", -16.6368], [""tʃaːt"", -17.0101], [""xʃːap"", -17.1366]]"
aiΘut	[-]	-13.2697	"[[""[-]"", -13.2697], [""ʃʲ"", -13.4385], [""x́"", -13.4385], [""xʷ"", -13.4385], [""ʃː"", -13.4385], [""xʲ"", -13.4385], [""ʃ́"", -13.4385], [""xʷan"", -13.9547], [""span"", -13.9722], [""star"", -13.9722]]"
