linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-i-*301-wa-ja-s	aiΘwajas	aker	-24.4329	aker (-24.43); awis (-25.23); maras (-25.59)	8
a-i-*301-wa-ja-se	aiΘwajase	ewistʰuo	-26.4741	ewistʰuo (-26.47); napʰotʰ (-27.36); serunaitʰ (-27.57)	9
a-i-*301-wa-ja-se-k	aiΘwajasek	ewistʰuo	-28.9155	ewistʰuo (-28.92); napʰotʰ (-30.06); serunaitʰ (-30.40)	10
a-i-*301-wa-ja-t	aiΘwajat	rom	-23.4239	rom (-23.42); aker (-24.43); maw (-26.25)	8
a-i-*301-wa-ja-tu	aiΘwajatu	rom	-26.9151	rom (-26.92); aker (-27.93); heloke (-28.94)	9
a-i-*301-wa-ja-tu-r	aiΘwajatur	rom	-30.4061	rom (-30.41); aker (-31.43); arai (-31.62)	10
a-ja-a-d	ajaad	rom	-14.1227	rom (-14.12); maw (-16.53); tawarzio (-18.22)	5
a-ja-a-di	ajaadi	rom	-17.0	rom (-17.00); pʰoke (-18.35); maw (-20.03)	6
a-ja-a-di-k	ajaadik	rom	-20.1237	rom (-20.12); pʰoke (-21.83); maw (-23.54)	7
a-ja-a-di-ki	ajaadiki	rom	-23.3545	rom (-23.35); pʰoke (-24.03); heloke (-26.93)	8
a-ja-a-di-ki-t	ajaadikit	rom	-22.0053	rom (-22.01); pʰoke (-27.53); marasm (-29.43)	9
a-ja-a-di-ki-te	ajaadikite	rom	-25.5115	rom (-25.51); pʰoke (-31.04); marasm (-32.93)	10
a-ja-a-j	ajaaj	rom	-15.8556	rom (-15.86); maw (-16.53); aker (-18.52)	5
a-ja-a-ja	ajaaja	rom	-19.0187	rom (-19.02); maw (-19.34); aker (-21.12)	6
a-ja-di	ajadi	rom	-13.9069	rom (-13.91); pʰoke (-15.32); maw (-17.43)	5
a-ja-di-k	ajadik	rom	-17.0276	rom (-17.03); pʰoke (-18.80); maw (-20.92)	6
a-ja-di-ki	ajadiki	rom	-20.2567	rom (-20.26); pʰoke (-20.99); heloke (-23.78)	7
a-ja-di-ki-t	ajadikit	rom	-18.9026	rom (-18.90); pʰoke (-24.49); marasm (-26.90)	8
a-ja-di-ki-tu	ajadikitu	rom	-22.4088	rom (-22.41); pʰoke (-27.80); epteziu (-30.08)	9
a-ja-di-ki-tu-j	ajadikituj	rom	-25.915	rom (-25.91); pʰoke (-31.14); epteziu (-33.30)	10
a-ja-i-n	ajain	rom	-16.071	rom (-16.07); maw (-17.43); pʰoke (-17.75)	5
a-ja-i-n-w	ajainw	rom	-19.3423	rom (-19.34); maw (-20.92); pʰoke (-21.25)	6
a-ja-i-nwa	ajainwa	aker	-20.5246	aker (-20.52); rom (-22.58); maw (-23.05)	7
a-ja-i-nwa-z	ajainwaz	aker	-23.3414	aker (-23.34); rom (-25.81); maw (-25.91)	8
a-ja-i-nwa-za	ajainwaza	aker	-26.443	aker (-26.44); maw (-28.99); rom (-29.06)	9
a-ja-i-nwa-za-*56	ajainwazaΦ	aker	-29.9505	aker (-29.95); heloke (-30.75); rom (-31.04)	10
a-ja-ja	ajaja	rom	-15.9591	rom (-15.96); maw (-16.34); aker (-18.20)	5
a-ja-ja-a	ajajaa	rom	-19.093	rom (-19.09); maw (-19.24); aker (-20.98)	6
a-ja-ja-d	ajajad	rom	-17.593	rom (-17.59); maw (-19.85); tawarzio (-21.11)	6
a-ja-ja-di	ajajadi	rom	-20.487	rom (-20.49); pʰoke (-21.47); maw (-23.35)	7
a-ja-ja-di-k	ajajadik	rom	-23.6169	rom (-23.62); pʰoke (-24.95); maw (-26.85)	8
a-ja-ja-di-ki	ajajadiki	rom	-26.8508	rom (-26.85); pʰoke (-27.17); tawarzio (-30.04)	9
a-ja-ja-di-ki-t	ajajadikit	rom	-25.5115	rom (-25.51); pʰoke (-30.67); marasm (-32.70)	10
a-ja-ja-i	ajajai	rom	-19.1686	rom (-19.17); maw (-19.85); pʰoke (-20.07)	6
a-ja-ja-i-n	ajajain	rom	-22.4414	rom (-22.44); maw (-23.35); pʰoke (-23.58)	7
a-ja-ja-i-n-w	ajajainw	rom	-25.7545	rom (-25.75); maw (-26.85); pʰoke (-27.08)	8
a-ja-ja-i-nwa	ajajainwa	aker	-27.0039	aker (-27.00); rom (-29.05); maw (-29.50)	9
a-ja-ja-i-nwa-z	ajajainwaz	aker	-29.8227	aker (-29.82); rom (-32.35); maw (-32.49)	10
a-ja-ja-j	ajajaj	rom	-19.1686	rom (-19.17); maw (-19.85); aker (-21.69)	6
a-ja-ja-ja	ajajaja	rom	-22.3811	rom (-22.38); maw (-22.65); aker (-24.30)	7
a-ja-ja-s	ajajas	awis	-18.6584	awis (-18.66); tis (-19.15); rom (-19.17)	6
a-ja-ja-sa	ajajasa	awis	-22.1426	awis (-22.14); rom (-22.38); tis (-22.51)	7
a-ja-ja-sa-s	ajajasas	tis	-23.6251	tis (-23.63); awis (-24.51); maras (-24.90)	8
a-ja-ja-sa-sa	ajajasasa	tis	-27.1076	tis (-27.11); napʰotʰ (-27.69); awis (-28.00)	9
a-ja-ja-sa-sa-r	ajajasasar	siasi	-27.2682	siasi (-27.27); tawarsiu (-29.18); siwai (-29.84)	10
a-ja-ja-w	ajajaw	rom	-19.1686	rom (-19.17); maw (-19.85); aker (-21.69)	6
a-ja-ja-wa	ajajawa	rom	-22.3811	rom (-22.38); maw (-22.65); aker (-24.30)	7
a-ja-re	ajare	awis	-16.0651	awis (-16.07); rom (-16.07); arai (-16.23)	5
a-ja-re-t	ajaret	rom	-16.73	rom (-16.73); awis (-19.17); arai (-19.72)	6
a-ja-re-ta	ajareta	rom	-20.2156	rom (-20.22); maw (-21.93); awis (-22.39)	7
a-ja-sa	ajasa	tis	-15.8501	tis (-15.85); rom (-15.96); awis (-16.22)	5
a-ja-sa-s	ajasas	tis	-16.6673	tis (-16.67); awis (-18.39); maras (-19.00)	6
a-ja-sa-sa	ajasasa	tis	-20.1483	tis (-20.15); napʰotʰ (-21.24); awis (-21.88)	7
a-ja-sa-sa-r	ajasasar	siasi	-20.2732	siasi (-20.27); siwai (-22.93); tis (-23.05)	8
a-ja-sa-sa-ra	ajasasara	siasi	-23.7769	siasi (-23.78); siwai (-24.39); tawarsiu (-26.11)	9
a-ja-sa-sa-ra-m	ajasasaram	siwai	-27.2543	siwai (-27.25); siasi (-27.28); tawarsiu (-29.22)	10
a-ja-se	ajase	tis	-15.8501	tis (-15.85); rom (-16.07); awis (-16.24)	5
a-ja-se-k	ajasek	tis	-19.1732	tis (-19.17); rom (-19.34); awis (-19.73)	6
a-ja-se-ka	ajaseka	tis	-22.521	tis (-22.52); rom (-22.58); maw (-23.05)	7
a-ja-se-ka-n	ajasekan	rom	-25.8706	rom (-25.87); tis (-25.89); napʰotʰ (-26.54)	8
a-ja-se-ka-na	ajasekana	rom	-29.149	rom (-29.15); tis (-29.27); maw (-29.36)	9
a-ja-se-ka-na-s	ajasekanas	tis	-29.673	tis (-29.67); tawarsiu (-30.54); sialkʰwis (-31.26)	10
a-ja-tu	ajatu	rom	-13.8673	rom (-13.87); maw (-16.77); marasm (-18.02)	5
a-ja-tu-r	ajatur	rom	-17.3463	rom (-17.35); arai (-18.92); aomai (-19.65)	6
a-ja-tu-ru	ajaturu	rom	-20.8254	rom (-20.83); arai (-22.42); awis (-23.02)	7
a-ja-tu-ru-s	ajaturus	awis	-20.2809	awis (-20.28); tis (-22.72); rom (-24.30)	8
a-ja-tu-ru-sa	ajaturusa	awis	-23.7881	awis (-23.79); tis (-26.22); maw (-27.66)	9
a-ja-tu-ru-sa-i	ajaturusai	awis	-27.2952	awis (-27.30); pʰoke (-29.38); tis (-29.72)	10
a-ja-wa	ajawa	rom	-15.9591	rom (-15.96); maw (-16.34); aker (-18.20)	5
a-ka-na	akana	rom	-15.9591	rom (-15.96); ziwai (-16.26); maw (-16.34)	5
a-ka-na-s	akanas	awis	-18.6584	awis (-18.66); tis (-19.15); rom (-19.17)	6
a-ka-na-si	akanasi	zeronaitʰ	-22.0638	zeronaitʰ (-22.06); awis (-22.15); ziwai (-22.41)	7
a-ma-i-n	amain	rom	-16.071	rom (-16.07); maw (-17.43); pʰoke (-17.75)	5
a-ma-i-na	amaina	aker	-17.0221	aker (-17.02); rom (-19.25); maw (-19.69)	6
a-ma-i-na-j	amainaj	aker	-20.5283	aker (-20.53); rom (-22.51); maw (-23.19)	7
a-ma-i-na-ja	amainaja	aker	-23.3432	aker (-23.34); rom (-25.76); maw (-26.00)	8
a-ma-i-na-ja-r	amainajar	aker	-26.8504	aker (-26.85); arai (-28.18); siwai (-28.52)	9
a-ma-i-na-ja-re	amainajare	aker	-30.3575	aker (-30.36); ewistʰuo (-30.68); arai (-31.68)	10
a-ma-na	amana	rom	-15.9591	rom (-15.96); maw (-16.34); aker (-18.20)	5
a-ma-na-d	amanad	rom	-17.593	rom (-17.59); maw (-19.85); tawarzio (-21.11)	6
a-ma-na-da	amanada	rom	-20.4782	rom (-20.48); maw (-22.65); aker (-24.30)	7
a-ma-na-da-w	amanadaw	rom	-23.6047	rom (-23.60); maw (-26.16); murinail (-26.95)	8
a-ma-na-da-wa	amanadawa	rom	-26.8323	rom (-26.83); serunaitʰ (-28.99); zeronaitʰ (-28.99)	9
a-ma-na-da-wa-i	amanadawai	rom	-30.121	rom (-30.12); pʰoke (-30.68); serunaitʰ (-31.40)	10
a-ma-si	amasi	tis	-15.8501	tis (-15.85); rom (-16.07); pʰoke (-16.21)	5
a-ma-si-r	amasir	tis	-17.3576	tis (-17.36); siasi (-17.85); siwai (-18.53)	6
a-ma-si-ru	amasiru	heloke	-20.192	heloke (-20.19); tis (-20.24); siasi (-21.19)	7
a-ma-si-ru-t	amasirut	heloke	-23.0274	heloke (-23.03); rom (-23.35); tis (-23.37)	8
a-ma-si-ru-te	amasirute	heloke	-26.1305	heloke (-26.13); tis (-26.60); rom (-26.84)	9
a-ma-te	amate	rom	-13.8673	rom (-13.87); maw (-16.77); marasm (-18.02)	5
a-me-i-t	ameit	rom	-13.8934	rom (-13.89); pʰoke (-17.75); maw (-18.12)	5
a-me-i-ti	ameiti	rom	-17.386	rom (-17.39); pʰoke (-19.81); maw (-20.95)	6
a-me-u-n	ameun	rom	-16.5263	rom (-16.53); aker (-18.86); arai (-19.85)	5
a-me-u-na	ameuna	aker	-19.4482	aker (-19.45); rom (-19.69); maw (-20.01)	6
a-me-u-na-k	ameunak	aker	-22.9279	aker (-22.93); rom (-22.94); maw (-23.51)	7
a-me-u-na-ka	ameunaka	aker	-25.4086	aker (-25.41); maw (-26.14); rom (-26.16)	8
a-me-u-na-ka-n	ameunakan	aker	-28.906	aker (-28.91); rom (-29.44); maw (-29.65)	9
a-me-u-na-ka-na	ameunakana	aker	-31.7441	aker (-31.74); maw (-32.59); rom (-32.70)	10
a-me-u-na-r	ameunar	arai	-22.4961	arai (-22.50); sialkʰwis (-22.53); aker (-22.93)	7
a-me-u-na-ru	ameunaru	sialkʰwis	-25.357	sialkʰwis (-25.36); arai (-25.99); awis (-26.02)	8
a-me-u-na-ru-k	ameunaruk	sialkʰwis	-28.4621	sialkʰwis (-28.46); awis (-29.13); arai (-29.48)	9
a-me-u-na-ru-ka	ameunaruka	sialkʰwis	-31.4119	sialkʰwis (-31.41); aker (-31.75); awis (-32.34)	10
a-na-da	anada	rom	-13.8934	rom (-13.89); maw (-16.34); aker (-18.20)	5
a-na-da-w	anadaw	rom	-17.009	rom (-17.01); maw (-19.85); murinail (-20.63)	6
a-na-da-wa	anadawa	rom	-20.2285	rom (-20.23); maw (-22.65); serunaitʰ (-23.07)	7
a-na-da-wa-i	anadawai	rom	-23.5123	rom (-23.51); pʰoke (-24.48); serunaitʰ (-25.48)	8
a-na-da-wa-i-j	anadawaij	rom	-26.8368	rom (-26.84); pʰoke (-27.98); serunaitʰ (-28.19)	9
a-na-da-wa-i-ja	anadawaija	aker	-30.1505	aker (-30.15); rom (-30.19); serunaitʰ (-31.06)	10
a-na-i-*301	anaiΘ	rom	-16.071	rom (-16.07); maw (-17.43); pʰoke (-17.75)	5
a-na-i-*301-t	anaiΘt	rom	-16.73	rom (-16.73); marasm (-20.43); maw (-20.55)	6
a-na-i-*301-ti	anaiΘti	rom	-20.2223	rom (-20.22); pʰoke (-22.95); maw (-23.77)	7
a-na-i-*301-ti-j	anaiΘtij	rom	-23.7145	rom (-23.71); pʰoke (-26.46); maw (-27.05)	8
a-na-i-*301-ti-ja	anaiΘtija	aker	-26.4262	aker (-26.43); rom (-27.20); maw (-28.09)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	aker	-29.9325	aker (-29.93); rom (-30.69); maras (-31.13)	10
a-na-i-*301-u	anaiΘu	rom	-19.3423	rom (-19.34); maw (-20.92); pʰoke (-21.14)	6
a-na-i-*301-u-t	anaiΘut	rom	-20.018	rom (-20.02); marasm (-23.63); maw (-24.05)	7
a-na-i-*301-u-ti	anaiΘuti	heloke	-22.3544	heloke (-22.35); pʰoke (-23.37); rom (-23.51)	8
a-na-i-*301-u-ti-n	anaiΘutin	heloke	-25.8615	heloke (-25.86); pʰoke (-26.88); rom (-27.01)	9
a-na-i-*301-u-ti-nu	anaiΘutinu	heloke	-29.364	heloke (-29.36); pʰoke (-30.39); rom (-30.50)	10
a-na-si	anasi	tis	-15.8501	tis (-15.85); rom (-16.07); pʰoke (-16.21)	5
a-na-si-s	anasis	tis	-16.6673	tis (-16.67); hulaies (-17.38); awis (-18.59)	6
a-na-si-si	anasisi	heloke	-19.1462	heloke (-19.15); pʰoke (-19.18); tis (-20.15)	7
a-na-si-si-r	anasisir	siasi	-20.2732	siasi (-20.27); holaiesi (-20.88); epteziu (-22.42)	8
a-na-ti	anati	rom	-13.8673	rom (-13.87); maw (-16.77); pʰoke (-17.10)	5
a-na-ti-*301	anatiΘ	rom	-17.3463	rom (-17.35); maw (-20.05); pʰoke (-20.60)	6
a-na-ti-*301-w	anatiΘw	rom	-20.8254	rom (-20.83); maw (-23.36); pʰoke (-24.10)	7
a-na-ti-*301-wa	anatiΘwa	aker	-23.7347	aker (-23.73); rom (-24.29); maw (-24.36)	8
a-na-ti-*301-wa-j	anatiΘwaj	aker	-27.2409	aker (-27.24); rom (-27.76); maw (-27.85)	9
a-na-ti-*301-wa-ja	anatiΘwaja	aker	-30.0566	aker (-30.06); maw (-30.51); rom (-31.22)	10
a-ra-ma	arama	rom	-15.9591	rom (-15.96); siwai (-16.06); ziwai (-16.06)	5
a-ra-ma-n	araman	siwai	-19.1497	siwai (-19.15); ziwai (-19.15); rom (-19.17)	6
a-ra-ma-na	aramana	siwai	-22.2408	siwai (-22.24); ziwai (-22.24); rom (-22.38)	7
a-ra-ma-na-d	aramanad	rom	-24.2666	rom (-24.27); ewistʰuo (-24.49); siwai (-25.45)	8
a-ra-ma-na-da	aramanada	rom	-27.1783	rom (-27.18); ewistʰuo (-27.77); siwai (-28.66)	9
a-ra-ma-na-da-w	aramanadaw	rom	-30.3148	rom (-30.31); ewistʰuo (-31.08); siwai (-31.93)	10
a-ra-me	arame	rom	-16.071	rom (-16.07); siwai (-16.34); ziwai (-16.34)	5
a-ra-me-i	aramei	rom	-19.3423	rom (-19.34); siwai (-19.55); ziwai (-19.55)	6
a-ra-me-i-t	arameit	rom	-20.018	rom (-20.02); siwai (-22.82); ziwai (-22.82)	7
a-ra-me-i-ti	arameiti	rom	-23.5131	rom (-23.51); pʰoke (-25.89); siwai (-26.13)	8
a-ra-me-u	arameu	rom	-19.3423	rom (-19.34); siwai (-19.55); ziwai (-19.55)	6
a-ra-me-u-n	arameun	rom	-22.6542	rom (-22.65); siwai (-22.82); ziwai (-22.82)	7
a-ra-me-u-na	arameuna	sialkʰwis	-25.8392	sialkʰwis (-25.84); rom (-25.93); ziwai (-25.98)	8
a-ra-me-u-na-k	arameunak	sialkʰwis	-28.6379	sialkʰwis (-28.64); ziwai (-29.22); siwai (-29.22)	9
a-ra-me-u-na-ka	arameunaka	sialkʰwis	-31.0629	sialkʰwis (-31.06); aker (-32.00); ziwai (-32.39)	10
a-ra-me-u-na-r	arameunar	sialkʰwis	-25.8199	sialkʰwis (-25.82); ziwai (-25.98); siwai (-25.98)	9
a-ra-me-u-na-ru	arameunaru	sialkʰwis	-28.649	sialkʰwis (-28.65); siwai (-29.48); ziwai (-29.48)	10
a-re-di	aredi	rom	-14.5666	rom (-14.57); pʰoke (-15.32); ewistʰuo (-16.49)	5
a-re-di-j	aredij	rom	-17.6961	rom (-17.70); pʰoke (-18.80); ewistʰuo (-19.72)	6
a-re-di-ja	aredija	aker	-20.2332	aker (-20.23); rom (-20.92); pʰoke (-22.28)	7
a-re-ja	areja	rom	-16.3551	rom (-16.36); awis (-16.72); maw (-16.74)	5
a-re-ta	areta	rom	-14.1407	rom (-14.14); maw (-15.10); awis (-16.72)	5
a-ru-ka	aruka	aker	-16.2381	aker (-16.24); rom (-16.36); awis (-16.72)	5
a-ru-ka-n	arukan	sialkʰwis	-19.5643	sialkʰwis (-19.56); rom (-19.57); aker (-19.72)	6
