linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-ja-ja-sa-sa-r	ajajasasar	-u	-29.4215	-u (-29.42); -Ø (-30.00); )nu (-31.16)	10
a-ja-ja-w	ajajaw	-Ø	-17.0572	-Ø (-17.06); -ka (-18.67); )ke (-18.67)	6
a-ja-ja-wa	ajajawa	-Ø	-20.2315	-Ø (-20.23); )ke (-21.53); -ka (-21.53)	7
a-ja-re	ajare	-u	-12.9775	-u (-12.98); -Ø (-13.95); )nu (-15.44)	5
a-ja-re-t	ajaret	-u	-16.4818	-u (-16.48); ʃur (-16.76); -Ø (-17.06)	6
a-ja-re-ta	ajareta	-u	-19.9855	-u (-19.99); -Ø (-20.23); ʃur (-20.27)	7
a-ja-sa	ajasa	-Ø	-13.9506	-Ø (-13.95); hil (-16.79); -s (-17.54)	5
a-ja-sa-s	ajasas	-Ø	-17.0572	-Ø (-17.06); hil (-19.60); -s (-20.73)	6
a-ja-sa-sa	ajasasa	-Ø	-20.2315	-Ø (-20.23); hil (-22.69); -s(i) (-23.61)	7
a-ja-sa-sa-r	ajasasar	-u	-22.6578	-u (-22.66); -Ø (-23.45); )nu (-24.59)	8
a-ja-sa-sa-ra	ajasasara	-u	-26.1635	-u (-26.16); -Ø (-26.71); -nu (-28.08)	9
a-ja-sa-sa-ra-m	ajasasaram	-u	-29.669	-u (-29.67); -Ø (-30.00); -nu (-31.57)	10
a-ja-se	ajase	-Ø	-13.9506	-Ø (-13.95); hil (-16.79); -s (-17.54)	5
a-ja-se-k	ajasek	-Ø	-17.0572	-Ø (-17.06); -ke (-17.50); -le (-17.50)	6
a-ja-se-ka	ajaseka	-Ø	-20.2315	-Ø (-20.23); -ke (-21.00); -le (-21.00)	7
a-ja-se-ka-n	ajasekan	-Ø	-23.4538	-Ø (-23.45); )ke (-24.49); -le (-24.49)	8
a-ja-se-ka-na	ajasekana	-Ø	-26.712	-Ø (-26.71); )ke (-27.98); -le (-27.98)	9
a-ja-se-ka-na-s	ajasekanas	-Ø	-29.9981	-Ø (-30.00); )ke (-31.47); )le (-31.47)	10
a-ja-tu	ajatu	-Ø	-13.9506	-Ø (-13.95); -r(a) (-14.39); -l(a) (-14.39)	5
a-ja-tu-r	ajatur	)nu	-12.977	)nu (-12.98); -nu (-12.98); -u (-15.98)	6
a-ja-tu-ru	ajaturu	)nu	-16.4832	)nu (-16.48); -nu (-16.48); -r(a) (-19.18)	7
a-ja-tu-ru-s	ajaturus	)nu	-19.9894	)nu (-19.99); -nu (-19.99); -r(a) (-22.00)	8
a-ja-tu-ru-sa	ajaturusa	)nu	-23.4955	)nu (-23.50); -nu (-23.50); -l(a) (-24.96)	9
a-ja-tu-ru-sa-i	ajaturusai	-nu	-27.0017	-nu (-27.00); )nu (-27.00); -l(a) (-28.00)	10
a-ja-wa	ajawa	-Ø	-13.9506	-Ø (-13.95); -ka (-15.03); )ke (-15.03)	5
a-ka-na	akana	-Ø	-13.9506	-Ø (-13.95); esθua (-15.98); enθus (-15.98)	5
a-ka-na-s	akanas	-Ø	-17.0572	-Ø (-17.06); etʰunnu (-18.81); esθua (-19.07)	6
a-ka-na-si	akanasi	-Ø	-20.2315	-Ø (-20.23); etʰunnu (-21.41); tʰal (-22.03)	7
a-ma-i-n	amain	-Ø	-13.9506	-Ø (-13.95); ta (-17.38); θal (-17.48)	5
a-ma-i-na	amaina	-Ø	-17.0572	-Ø (-17.06); tʰal (-20.25); ta (-20.26)	6
a-ma-i-na-j	amainaj	-Ø	-20.2315	-Ø (-20.23); tʰal (-22.71); ta (-23.38)	7
a-ma-i-na-ja	amainaja	-Ø	-23.4538	-Ø (-23.45); tʰal (-25.53); -s(i) (-26.56)	8
a-ma-i-na-ja-r	amainajar	-u	-26.0318	-u (-26.03); -Ø (-26.71); )nu (-27.86)	9
a-ma-i-na-ja-re	amainajare	-u	-29.5376	-u (-29.54); -Ø (-30.00); )nu (-31.35)	10
a-ma-na	amana	-Ø	-13.9506	-Ø (-13.95); tʰal (-16.76); ta (-16.77)	5
a-ma-na-d	amanad	-u	-15.9787	-u (-15.98); -Ø (-17.06); )nu (-18.16)	6
a-ma-na-da	amanada	-u	-19.4842	-u (-19.48); -Ø (-20.23); )nu (-21.64)	7
a-ma-na-da-w	amanadaw	-u	-22.9893	-u (-22.99); -Ø (-23.45); θaukʰ- (-24.01)	8
a-ma-na-da-wa	amanadawa	θaukʰ-	-25.956	θaukʰ- (-25.96); sukʰ (-26.23); -u (-26.49)	9
a-ma-na-da-wa-i	amanadawai	θaukʰ-	-26.502	θaukʰ- (-26.50); sukʰ (-29.06); -Ø (-30.00)	10
a-ma-si	amasi	-Ø	-13.9506	-Ø (-13.95); hil (-16.79); -s (-17.54)	5
a-ma-si-r	amasir	-u	-15.9787	-u (-15.98); -Ø (-17.06); -nu (-18.16)	6
a-ma-si-ru	amasiru	-u	-19.4842	-u (-19.48); -Ø (-20.23); -nu (-21.64)	7
a-ma-si-ru-t	amasirut	-u	-22.9893	-u (-22.99); hil (-23.07); ʃur (-23.38)	8
a-ma-si-ru-te	amasirute	-u	-26.4941	-u (-26.49); hil (-26.57); -Ø (-26.71)	9
a-ma-te	amate	-Ø	-13.9506	-Ø (-13.95); -r(a) (-14.39); -l(a) (-14.39)	5
a-me-i-t	ameit	-Ø	-13.9506	-Ø (-13.95); -le (-15.40); -na (-15.40)	5
a-me-i-ti	ameiti	-Ø	-17.0572	-Ø (-17.06); -l(a) (-17.59); -r(a) (-17.59)	6
a-me-u-n	ameun	-Ø	-13.9506	-Ø (-13.95); ta (-17.38); θal (-17.48)	5
a-me-u-na	ameuna	-Ø	-17.0572	-Ø (-17.06); tʰal (-20.25); ta (-20.26)	6
a-me-u-na-k	ameunak	tite	-19.1604	tite (-19.16); laθe (-19.54); -Ø (-20.23)	7
a-me-u-na-ka	ameunaka	tite	-22.6667	tite (-22.67); laθe (-23.05); -Ø (-23.45)	8
a-me-u-na-ka-n	ameunakan	tite	-26.1534	tite (-26.15); laθe (-26.56); -Ø (-26.71)	9
a-me-u-na-ka-na	ameunakana	tite	-29.6399	tite (-29.64); -Ø (-30.00); laθe (-30.06)	10
a-me-u-na-r	ameunar	-u	-19.3043	-u (-19.30); -Ø (-20.23); )nu (-21.35)	7
a-me-u-na-ru	ameunaru	-u	-22.8099	-u (-22.81); -Ø (-23.45); )nu (-24.84)	8
a-me-u-na-ru-k	ameunaruk	tite	-25.8818	tite (-25.88); -u (-26.32); esθuale (-26.49)	9
a-me-u-na-ru-ka	ameunaruka	tite	-29.3882	tite (-29.39); -u (-29.82); -Ø (-30.00)	10
a-na-da	anada	-u	-12.9775	-u (-12.98); -Ø (-13.95); tʰal (-15.02)	5
a-na-da-w	anadaw	-u	-16.4818	-u (-16.48); θaukʰ- (-17.03); -Ø (-17.06)	6
a-na-da-wa	anadawa	θaukʰ-	-18.971	θaukʰ- (-18.97); sukʰ (-19.62); -u (-19.99)	7
a-na-da-wa-i	anadawai	θaukʰ-	-19.5157	θaukʰ- (-19.52); sukʰ (-22.44); θaukis (-23.23)	8
a-na-da-wa-i-j	anadawaij	θaukʰ-	-21.9741	θaukʰ- (-21.97); sukʰ (-25.55); θaukis (-26.43)	9
a-na-da-wa-i-ja	anadawaija	θaukʰ-	-24.805	θaukʰ- (-24.80); sukʰ (-28.77); θaukis (-29.70)	10
a-na-i-*301	anaiΘ	-Ø	-13.9506	-Ø (-13.95); tʰal (-15.02); θal (-16.07)	5
a-na-i-*301-t	anaiΘt	tʰal	-14.7593	tʰal (-14.76); θal (-16.07); -Ø (-17.06)	6
a-na-i-*301-ti	anaiΘti	tʰal	-18.2481	tʰal (-18.25); θal (-19.57); -Ø (-20.23)	7
a-na-i-*301-ti-j	anaiΘtij	tʰal	-21.7332	tʰal (-21.73); -l(a) (-23.05); -r(a) (-23.05)	8
a-na-i-*301-ti-ja	anaiΘtija	tʰal	-25.2147	tʰal (-25.21); -l(a) (-25.68); -r(a) (-25.68)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	-l(a)	-28.5056	-l(a) (-28.51); -r(a) (-28.51); tʰal (-28.69)	10
a-na-i-*301-u	anaiΘu	-Ø	-17.0572	-Ø (-17.06); tʰal (-18.02); θal (-19.34)	6
a-na-i-*301-u-t	anaiΘut	tʰal	-17.827	tʰal (-17.83); θal (-19.36); -Ø (-20.23)	7
a-na-i-*301-u-ti	anaiΘuti	tʰal	-21.3199	tʰal (-21.32); θal (-22.86); -Ø (-23.45)	8
a-na-i-*301-u-ti-n	anaiΘutin	tʰal	-24.8103	tʰal (-24.81); θurti (-26.28); θal (-26.36)	9
a-na-i-*301-u-ti-nu	anaiΘutinu	tʰal	-28.2961	tʰal (-28.30); -l(a) (-29.00); -r(a) (-29.00)	10
a-na-si	anasi	-Ø	-13.9506	-Ø (-13.95); tʰal (-15.02); θal (-16.07)	5
a-na-si-s	anasis	-Ø	-17.0572	-Ø (-17.06); tʰal (-18.02); θal (-19.34)	6
a-na-si-si	anasisi	-Ø	-20.2315	-Ø (-20.23); tʰal (-21.11); θaukʰ- (-22.22)	7
a-na-si-si-r	anasisir	-u	-22.6578	-u (-22.66); -Ø (-23.45); tʰal (-24.28)	8
a-na-ti	anati	tʰal	-12.5632	tʰal (-12.56); θal (-13.23); -Ø (-13.95)	5
a-na-ti-*301	anatiΘ	tʰal	-16.0155	tʰal (-16.02); -l(a) (-16.56); -r(a) (-16.56)	6
a-na-ti-*301-w	anatiΘw	-l(a)	-19.1764	-l(a) (-19.18); -r(a) (-19.18); tʰal (-19.46)	7
a-na-ti-*301-wa	anatiΘwa	-l(a)	-22.004	-l(a) (-22.00); -r(a) (-22.00); tʰal (-22.89)	8
a-na-ti-*301-wa-j	anatiΘwaj	-r(a)	-24.9606	-r(a) (-24.96); -l(a) (-24.96); θaukʰ- (-24.96)	9
a-na-ti-*301-wa-ja	anatiΘwaja	θaukʰ-	-27.4338	θaukʰ- (-27.43); -l(a) (-28.00); -r(a) (-28.00)	10
a-ra-ma	arama	-Ø	-13.9506	-Ø (-13.95); -u (-14.05); -nu (-16.67)	5
a-ra-ma-n	araman	-Ø	-17.0572	-Ø (-17.06); -u (-17.54); -nu (-20.03)	6
a-ra-ma-na	aramana	-Ø	-20.2315	-Ø (-20.23); -u (-21.04); utiku (-23.30)	7
a-ra-ma-na-d	aramanad	utiku	-21.6567	utiku (-21.66); -u (-22.52); -Ø (-23.45)	8
a-ra-ma-na-da	aramanada	utiku	-25.1576	utiku (-25.16); -u (-26.03); -Ø (-26.71)	9
a-ra-ma-na-da-w	aramanadaw	utiku	-28.5446	utiku (-28.54); -u (-29.54); -Ø (-30.00)	10
a-ra-me	arame	-Ø	-13.9506	-Ø (-13.95); -u (-14.05); -nu (-16.67)	5
a-ra-me-i	aramei	-Ø	-17.0572	-Ø (-17.06); -u (-17.54); )nu (-20.03)	6
a-ra-me-i-t	arameit	-Ø	-20.2315	-Ø (-20.23); ʃur (-20.86); -u (-21.04)	7
