linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-i-da-j	aidaj	tuː	-11.209	tuː (-11.21); hoː (-11.21); hu- (-11.21)	5
a-i-da-ja	aidaja	hu-	-14.3135	hu- (-14.31); hoː (-14.31); tuː (-14.31)	6
a-i-da-ja-s	aidajas	us-	-17.5315	us- (-17.53); tuː (-17.53); hu- (-17.53)	7
a-i-na-j	ainaj	[-]	-13.2697	[-] (-13.27); ʃ́ (-13.81); ʃʲ (-13.81)	5
a-i-na-ja	ainaja	[-]	-16.1017	[-] (-16.10); = vatʃ (-16.62); x́ (-16.98)	6
a-i-na-ja-r	ainajar	[-]	-19.0604	[-] (-19.06); = vatʃ (-20.10); xʲ (-20.14)	7
a-i-na-ja-re	ainajare	ɡhzhar	-21.5352	ɡhzhar (-21.54); [-] (-22.11); = vatʃ (-22.25)	8
a-i-na-ja-re-t	ainajaret	ɡhzhar	-22.1856	ɡhzhar (-22.19); vî-khzhar (-24.38); [-] (-25.21)	9
a-i-na-ja-re-ta	ainajareta	ɡhzhar	-25.5838	ɡhzhar (-25.58); vî-khzhar (-27.78); = vatʃ (-28.26)	10
a-i-nwa	ainwa	[-]	-13.2697	[-] (-13.27); hvar (-13.95); ʃʲ (-14.02)	5
a-i-nwa-z	ainwaz	[-]	-16.1017	[-] (-16.10); xʲ (-17.13); ʃʲ (-17.13)	6
a-i-nwa-za	ainwaza	[-]	-19.0604	[-] (-19.06); = vatʃ (-19.52); vid-2 (-20.01)	7
a-i-nwa-za-*56	ainwazaΦ	-tʃa	-19.5012	-tʃa (-19.50); hvarshta (-19.71); paṇtʃa (-19.78)	8
a-i-nwa-za-*56-n	ainwazaΦn	hav	-22.6649	hav (-22.66); [vaxsha] (-22.83); -tʃa (-23.01)	9
a-i-nwa-za-*56-ni	ainwazaΦni	[vaxsha]	-25.6456	[vaxsha] (-25.65); tʃaː (-26.15); hav (-26.17)	10
a-i-*301-ti	aiΘti	[-]	-13.2697	[-] (-13.27); xʲ (-13.44); xʷ (-13.44)	5
a-i-*301-ti-j	aiΘtij	[-]	-16.1017	[-] (-16.10); striː (-16.39); x́ (-16.64)	6
a-i-*301-ti-ja	aiΘtija	[-]	-19.0604	[-] (-19.06); striː (-19.33); thrish (-19.47)	7
a-i-*301-ti-ja-s	aiΘtijas	[-]	-22.1053	[-] (-22.11); striː (-22.39); kar-2 (-22.69)	8
a-i-*301-ti-ja-sa	aiΘtijasa	thrush	-24.5549	thrush (-24.55); thrish (-24.55); [-] (-25.21)	9
a-i-*301-ti-ja-sa-s	aiΘtijasas	thrish	-28.0467	thrish (-28.05); thrush (-28.05); tʃaːt̰ (-28.14)	10
a-i-*301-u-j	aiΘuj	[-]	-13.2697	[-] (-13.27); ʃʲ (-13.44); xʷ (-13.44)	5
a-i-*301-u-ja	aiΘuja	[-]	-16.1017	[-] (-16.10); tʃ (-16.63); xʲ (-16.64)	6
a-i-*301-u-t	aiΘut	[-]	-13.2697	[-] (-13.27); ʃʲ (-13.44); x́ (-13.44)	5
a-i-*301-u-ti	aiΘuti	[-]	-16.1017	[-] (-16.10); xʲ (-16.64); ʃ́ (-16.64)	6
a-i-*301-u-ti-n	aiΘutin	[-]	-19.0604	[-] (-19.06); taurv (-19.28); striː (-19.81)	7
a-i-*301-u-ti-nu	aiΘutinu	[-]	-22.1053	[-] (-22.11); striː (-22.78); taurv (-22.78)	8
a-i-*301-u-ti-nu-j	aiΘutinuj	[-]	-25.2127	[-] (-25.21); kar-2 (-25.76); striː (-25.86)	9
a-i-*301-u-ti-nu-ja	aiΘutinuja	sanɡh	-28.1452	sanɡh (-28.15); [-] (-28.37); kar-2 (-28.78)	10
a-i-*301-wa	aiΘwa	kehrp	-12.5697	kehrp (-12.57); tʃ (-13.13); [-] (-13.27)	5
a-i-*301-wa-e	aiΘwae	thrush	-15.0697	thrush (-15.07); thrish (-15.07); kehrp (-15.38)	6
a-i-*301-wa-e-a	aiΘwaea	thrish	-17.4048	thrish (-17.40); thrush (-17.40); kehrp (-18.48)	7
a-i-*301-wa-e-a-d	aiΘwaead	fra-stu	-18.09	fra-stu (-18.09); kharpu (-18.84); stu (-19.08)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	fra-stu	-21.5946	fra-stu (-21.59); stu- (-21.93); kharpu (-22.35)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	stu-	-24.7539	stu- (-24.75); fra-stu (-25.10); sru- (-25.35)	10
a-i-*301-wa-j	aiΘwaj	kehrp	-16.069	kehrp (-16.07); [-] (-16.10); striː (-16.36)	6
a-i-*301-wa-ja	aiΘwaja	thrish	-18.4401	thrish (-18.44); thrush (-18.44); kehrp (-18.88)	7
a-i-*301-wa-ja-a	aiΘwajaa	thrush	-20.6619	thrush (-20.66); thrish (-20.66); kehrp (-21.98)	8
a-i-*301-wa-ja-a-d	aiΘwajaad	fra-stu	-21.0866	fra-stu (-21.09); kharpu (-22.27); stu (-22.58)	9
a-i-*301-wa-ja-a-di	aiΘwajaadi	fra-stu	-24.5911	fra-stu (-24.59); stu- (-25.43); kharpu (-25.77)	10
a-i-*301-wa-ja-a-j	aiΘwajaaj	thrish	-24.1587	thrish (-24.16); thrush (-24.16); tʃaːt̰ (-24.57)	9
a-i-*301-wa-ja-a-ja	aiΘwajaaja	thrish	-26.7877	thrish (-26.79); thrush (-26.79); tʃaːt̰ (-27.58)	10
a-i-*301-wa-ja-j	aiΘwajaj	thrush	-21.9249	thrush (-21.92); thrish (-21.92); tʃaːt̰ (-22.06)	8
a-i-*301-wa-ja-ja	aiΘwajaja	thrish	-24.1277	thrish (-24.13); thrush (-24.13); tʃaːt̰ (-25.01)	9
a-i-*301-wa-ja-ja-a	aiΘwajajaa	thrish	-26.7051	thrish (-26.71); thrush (-26.71); tʃaːt̰ (-27.66)	10
a-i-*301-wa-ja-ja-d	aiΘwajajad	fra-stu	-24.5631	fra-stu (-24.56); kharpu (-25.70); stu (-26.09)	10
a-i-*301-wa-ja-ja-i	aiΘwajajai	thrush	-27.6232	thrush (-27.62); thrish (-27.62); tʃaːt̰ (-27.67)	10
a-i-*301-wa-ja-ja-j	aiΘwajajaj	thrish	-27.6232	thrish (-27.62); thrush (-27.62); tʃaːt̰ (-27.67)	10
a-i-*301-wa-ja-ja-s	aiΘwajajas	thrish	-27.6232	thrish (-27.62); thrush (-27.62); tʃaːt̰ (-27.67)	10
a-i-*301-wa-ja-s	aiΘwajas	thrush	-21.9249	thrush (-21.92); thrish (-21.92); tʃaːt̰ (-22.06)	8
a-i-*301-wa-ja-se	aiΘwajase	thrish	-24.1277	thrish (-24.13); thrush (-24.13); tʃaːt̰ (-25.01)	9
a-i-*301-wa-ja-se-k	aiΘwajasek	thrush	-27.6204	thrush (-27.62); thrish (-27.62); tʃaːt̰ (-27.67)	10
a-i-*301-wa-ja-t	aiΘwajat	thrish	-21.9183	thrish (-21.92); thrush (-21.92); tʃaːt̰ (-22.06)	8
a-i-*301-wa-ja-tu	aiΘwajatu	tʃaːt̰	-25.0259	tʃaːt̰ (-25.03); striː (-25.09); [-] (-25.21)	9
a-i-*301-wa-ja-tu-r	aiΘwajatur	pandʒ	-26.7131	pandʒ (-26.71); striː (-28.10); tʃaːt̰ (-28.18)	10
a-ja-a-d	ajaad	stu	-9.9768	stu (-9.98); hu (-11.46); fra-stu (-12.27)	5
a-ja-a-di	ajaadi	stu-	-12.8304	stu- (-12.83); stu (-13.48); hoː (-14.31)	6
a-ja-a-di-k	ajaadik	stu-	-15.6542	stu- (-15.65); stu (-16.99); hu- (-17.14)	7
a-ja-a-di-ki	ajaadiki	stu-	-18.7591	stu- (-18.76); hoː (-20.24); hu- (-20.24)	8
a-ja-a-di-ki-t	ajaadikit	xshudra	-21.9001	xshudra (-21.90); stu- (-21.98); tuː (-23.46)	9
a-ja-a-di-ki-te	ajaadikite	xshudra	-24.788	xshudra (-24.79); fshujañt (-24.81); stu- (-25.27)	10
a-ja-a-j	ajaaj	[-]	-13.2697	[-] (-13.27); xʷ (-13.48); ʃ́ (-13.48)	5
a-ja-a-ja	ajaaja	[-]	-16.1017	[-] (-16.10); tʃ (-16.31); ʃ́ (-16.63)	6
a-ja-di	ajadi	stu-	-10.3963	stu- (-10.40); stu (-11.05); hu- (-11.21)	5
a-ja-di-k	ajadik	stu-	-13.2196	stu- (-13.22); tuː (-14.03); hu- (-14.03)	6
a-ja-di-ki	ajadiki	stu-	-16.324	stu- (-16.32); hoː (-17.14); hu- (-17.14)	7
a-ja-di-ki-t	ajadikit	stu-	-19.5445	stu- (-19.54); hu- (-20.36); tuː (-20.36)	8
a-ja-di-ki-tu	ajadikitu	stu-	-22.8288	stu- (-22.83); hoː (-23.64); hu- (-23.64)	9
a-ja-di-ki-tu-j	ajadikituj	stu-	-26.1536	stu- (-26.15); huraː (-26.90); hoː (-26.97)	10
a-ja-i-n	ajain	[-]	-13.2697	[-] (-13.27); ʃ́ (-13.63); xʷ (-13.63)	5
a-ja-i-n-w	ajainw	[-]	-16.1017	[-] (-16.10); hvar (-16.79); ʃː (-16.85)	6
a-ja-i-nwa	ajainwa	tʃvañt	-18.0413	tʃvañt (-18.04); [-] (-19.06); kehrp (-19.72)	7
a-ja-i-nwa-z	ajainwaz	tʃvañt	-21.5395	tʃvañt (-21.54); [-] (-22.11); tʃaːt̰ (-23.10)	8
a-ja-i-nwa-za	ajainwaza	tʃvañt	-24.2931	tʃvañt (-24.29); = vatʃ (-24.86); [-] (-25.21)	9
a-ja-i-nwa-za-*56	ajainwazaΦ	-tʃa	-25.6254	-tʃa (-25.63); xshi (-25.69); speñta (-25.80)	10
a-ja-ja	ajaja	[-]	-13.2697	[-] (-13.27); tʃ (-13.48); x́ (-13.63)	5
a-ja-ja-a	ajajaa	[-]	-16.1017	[-] (-16.10); tʃ (-16.31); ʃ́ (-16.73)	6
a-ja-ja-d	ajajad	stu	-13.4772	stu (-13.48); hu (-14.97); pasu (-15.66)	6
a-ja-ja-di	ajajadi	stu-	-16.3292	stu- (-16.33); stu (-16.98); tuː (-17.81)	7
a-ja-ja-di-k	ajajadik	stu-	-19.1538	stu- (-19.15); stu (-20.49); hu- (-20.64)	8
a-ja-ja-di-ki	ajajadiki	stu-	-22.259	stu- (-22.26); tuː (-23.75); hoː (-23.75)	9
a-ja-ja-di-ki-t	ajajadikit	xshudra	-25.3847	xshudra (-25.38); stu- (-25.48); hoː (-26.97)	10
a-ja-ja-i	ajajai	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); ʃʲ (-16.74)	6
a-ja-ja-i-n	ajajain	[-]	-19.0604	[-] (-19.06); x́ (-19.96); ʃ́ (-19.96)	7
a-ja-ja-i-n-w	ajajainw	[-]	-22.1053	[-] (-22.11); xʷan (-23.20); tʃaːt̰ (-23.21)	8
a-ja-ja-i-nwa	ajajainwa	tʃvañt	-23.9507	tʃvañt (-23.95); [-] (-25.21); xshvash (-25.42)	9
a-ja-ja-i-nwa-z	ajajainwaz	tʃvañt	-27.4491	tʃvañt (-27.45); [-] (-28.37); tʃaːt̰ (-28.61)	10
a-ja-ja-j	ajajaj	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); xʲ (-16.74)	6
a-ja-ja-ja	ajajaja	[-]	-19.0604	[-] (-19.06); tʃ (-19.81); tʃaːt (-19.90)	7
a-ja-ja-s	ajajas	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); xʲ (-16.74)	6
a-ja-ja-sa	ajajasa	[-]	-19.0604	[-] (-19.06); tʃ (-19.81); tʃaːt (-19.90)	7
a-ja-ja-sa-s	ajajasas	[-]	-22.1053	[-] (-22.11); tʃaːt̰ (-22.40); xʲ (-23.18)	8
a-ja-ja-sa-sa	ajajasasa	[-]	-25.2127	[-] (-25.21); tʃaːt̰ (-25.36); tʃaːt (-25.69)	9
a-ja-ja-sa-sa-r	ajajasasar	tʃaːt̰	-28.0085	tʃaːt̰ (-28.01); [-] (-28.37); xṣ̌ap (-29.18)	10
a-ja-ja-w	ajajaw	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); xʲ (-16.74)	6
a-ja-ja-wa	ajajawa	kehrp	-18.778	kehrp (-18.78); [-] (-19.06); tʃvañt (-19.49)	7
a-ja-re	ajare	[-]	-13.2697	[-] (-13.27); tʃ (-13.48); xʲ (-13.63)	5
a-ja-re-t	ajaret	[-]	-16.1017	[-] (-16.10); x́ (-16.74); xʲ (-16.74)	6
a-ja-re-ta	ajareta	kehrp	-18.778	kehrp (-18.78); [-] (-19.06); tʃvañt (-19.49)	7
a-ja-sa	ajasa	[-]	-13.2697	[-] (-13.27); tʃ (-13.48); x́ (-13.63)	5
a-ja-sa-s	ajasas	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); xʲ (-16.74)	6
a-ja-sa-sa	ajasasa	[-]	-19.0604	[-] (-19.06); tʃ (-19.81); tʃaːt (-19.90)	7
a-ja-sa-sa-r	ajasasar	[-]	-22.1053	[-] (-22.11); tʃaːt̰ (-22.40); ʃʲ (-23.18)	8
a-ja-sa-sa-ra	ajasasara	[-]	-25.2127	[-] (-25.21); tʃaːt̰ (-25.36); tʃaːt (-25.69)	9
a-ja-sa-sa-ra-m	ajasasaram	tʃaːt̰	-28.0085	tʃaːt̰ (-28.01); xshtva (-28.02); [-] (-28.37)	10
a-ja-se	ajase	[-]	-13.2697	[-] (-13.27); tʃ (-13.48); x́ (-13.63)	5
a-ja-se-k	ajasek	[-]	-16.1017	[-] (-16.10); xʷ (-16.74); xʲ (-16.74)	6
a-ja-se-ka	ajaseka	kehrp	-18.778	kehrp (-18.78); [-] (-19.06); tʃvañt (-19.49)	7
a-ja-se-ka-n	ajasekan	[-]	-22.1053	[-] (-22.11); kehrp (-22.28); tʃaːt̰ (-22.40)	8
a-ja-se-ka-na	ajasekana	sanɡh	-24.436	sanɡh (-24.44); xshvash (-24.68); thrish (-24.77)	9
a-ja-se-ka-na-s	ajasekanas	sanɡh	-27.9368	sanɡh (-27.94); tʃaːt̰ (-28.01); xshvash (-28.13)	10
a-ja-tu	ajatu	[-]	-13.2697	[-] (-13.27); xʲ (-13.63); ʃʲ (-13.63)	5
a-ja-tu-r	ajatur	dʒ	-15.1119	dʒ (-15.11); pandʒ (-15.62); [-] (-16.10)	6
a-ja-tu-ru	ajaturu	dʒ	-18.6191	dʒ (-18.62); [-] (-19.06); pandʒ (-19.13)	7
a-ja-tu-ru-s	ajaturus	[-]	-22.1053	[-] (-22.11); dʒ (-22.13); pandʒ (-22.63)	8
a-ja-tu-ru-sa	ajaturusa	[-]	-25.2127	[-] (-25.21); dʒ (-25.63); kar-2 (-25.83)	9
a-ja-tu-ru-sa-i	ajaturusai	[-]	-28.3678	[-] (-28.37); kar-2 (-28.94); dʒ (-29.14)	10
a-ja-wa	ajawa	kehrp	-12.9782	kehrp (-12.98); [-] (-13.27); tʃ (-13.48)	5
a-ka-na	akana	sanɡh	-12.3871	sanɡh (-12.39); [-] (-13.27); ŋ́ (-13.38)	5
a-ka-na-s	akanas	sanɡh	-15.8878	sanɡh (-15.89); [-] (-16.10); ŋʲ (-16.60)	6
a-ka-na-si	akanasi	[-]	-19.0604	[-] (-19.06); sanɡh (-19.39); ŋ̌ (-19.88)	7
a-ma-i-n	amain	[-]	-13.2697	[-] (-13.27); xʲ (-13.63); xʷ (-13.63)	5
a-ma-i-na	amaina	[-]	-16.1017	[-] (-16.10); vanɡh (-16.26); sanɡh (-16.64)	6
a-ma-i-na-j	amainaj	[-]	-19.0604	[-] (-19.06); vanɡh (-19.76); vîs-1 (-19.97)	7
a-ma-i-na-ja	amainaja	= vatʃ	-21.882	= vatʃ (-21.88); [-] (-22.11); vanɡh (-22.58)	8
a-ma-i-na-ja-r	amainajar	[-]	-25.2127	[-] (-25.21); = vatʃ (-25.37); tʃaːt̰ (-25.43)	9
a-ma-i-na-ja-re	amainajare	= vatʃ	-27.5977	= vatʃ (-27.60); ɡhzhar (-27.63); vî-khzhar (-28.21)	10
a-ma-na	amana	vanɡh	-13.1736	vanɡh (-13.17); [-] (-13.27); sanɡh (-13.43)	5
a-ma-na-d	amanad	hvatô	-13.1582	hvatô (-13.16); vanɡhu (-13.17); stu (-13.48)	6
a-ma-na-da	amanada	stût	-15.5083	stût (-15.51); stu- (-16.33); hvatô (-16.66)	7
a-ma-na-da-w	amanadaw	stût	-19.0089	stût (-19.01); stu- (-19.15); vɔː (-19.70)	8
a-ma-na-da-wa	amanadawa	stût	-21.8297	stût (-21.83); stu- (-22.26); fshujañt (-22.39)	9
a-ma-na-da-wa-i	amanadawai	stût	-25.3338	stût (-25.33); stu- (-25.48); vanɡhudhâ (-25.81)	10
a-ma-si	amasi	[-]	-13.2697	[-] (-13.27); ʃʲ (-13.63); xʷ (-13.63)	5
a-ma-si-r	amasir	[-]	-16.1017	[-] (-16.10); vaz (-16.73); ʃː (-16.85)	6
a-ma-si-ru	amasiru	[-]	-19.0604	[-] (-19.06); vîs-2 (-20.02); vîs-1 (-20.02)	7
a-ma-si-ru-t	amasirut	ɡhzhar	-20.574	ɡhzhar (-20.57); [-] (-22.11); hvar (-22.86)	8
a-ma-si-ru-te	amasirute	ɡhzhar	-23.9031	ɡhzhar (-23.90); [-] (-25.21); vîs-2 (-26.07)	9
a-ma-te	amate	kehrp	-12.9782	kehrp (-12.98); [-] (-13.27); hvar (-13.38)	5
a-me-i-t	ameit	hvar	-13.0218	hvar (-13.02); [-] (-13.27); x́ (-13.63)	5
a-me-i-ti	ameiti	[-]	-16.1017	[-] (-16.10); hvar (-16.50); xʲ (-16.85)	6
a-me-u-n	ameun	[-]	-13.2697	[-] (-13.27); ʃ́ (-13.63); x́ (-13.63)	5
a-me-u-na	ameuna	[-]	-16.1017	[-] (-16.10); vanɡh (-16.26); sanɡh (-16.64)	6
a-me-u-na-k	ameunak	hvar	-18.977	hvar (-18.98); [-] (-19.06); vaeːd (-19.69)	7
a-me-u-na-ka	ameunaka	tʃvañt	-20.8278	tʃvañt (-20.83); hvanvañt (-21.86); = vatʃ (-21.88)	8
a-me-u-na-ka-n	ameunakan	tʃvañt	-24.3249	tʃvañt (-24.32); [-] (-25.21); hvanvañt (-25.34)	9
a-me-u-na-ka-na	ameunakana	vanɡh	-26.8279	vanɡh (-26.83); tʃvañt (-27.04); vîdhvanɡh (-27.05)	10
a-me-u-na-r	ameunar	[-]	-19.0604	[-] (-19.06); vaz (-19.70); vanɡh (-19.76)	7
a-me-u-na-ru	ameunaru	[-]	-22.1053	[-] (-22.11); vîs-2 (-22.71); vîs-1 (-22.71)	8
a-me-u-na-ru-k	ameunaruk	ɡhzhar	-22.9947	ɡhzhar (-22.99); [-] (-25.21); hvar (-25.49)	9
a-me-u-na-ru-ka	ameunaruka	ɡhzhar	-26.3244	ɡhzhar (-26.32); tʃvañt (-27.19); hvanvañt (-28.18)	10
a-na-da	anada	stût	-9.575	stût (-9.57); stu- (-10.39); vɔː (-10.55)	5
a-na-da-w	anadaw	stût	-13.0751	stût (-13.08); stu- (-13.22); vɔː (-13.38)	6
a-na-da-wa	anadawa	stût	-15.8926	stût (-15.89); stu- (-16.32); vɔː (-16.48)	7
a-na-da-wa-i	anadawai	stût	-19.3963	stût (-19.40); puxdha (-19.53); stu- (-19.54)	8
a-na-da-wa-i-j	anadawaij	puxdha	-22.6595	puxdha (-22.66); stu- (-22.82); stût (-22.90)	9
a-na-da-wa-i-ja	anadawaija	puxdha	-25.7159	puxdha (-25.72); stût (-26.00); stu- (-26.14)	10
a-na-i-*301	anaiΘ	tʃ	-13.1289	tʃ (-13.13); [-] (-13.27); xʲ (-13.63)	5
a-na-i-*301-t	anaiΘt	[-]	-16.1017	[-] (-16.10); hvar (-16.23); tʃ (-16.63)	6
a-na-i-*301-ti	anaiΘti	[-]	-19.0604	[-] (-19.06); vîs-1 (-19.63); vîs-2 (-19.63)	7
a-na-i-*301-ti-j	anaiΘtij	[-]	-22.1053	[-] (-22.11); vîs-2 (-22.40); vîs-1 (-22.40)	8
a-na-i-*301-ti-ja	anaiΘtija	[-]	-25.2127	[-] (-25.21); vîs-1 (-25.36); vîs-2 (-25.36)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	tʃaːt̰	-28.3175	tʃaːt̰ (-28.32); [-] (-28.37); vîs-1 (-28.43)	10
a-na-i-*301-u	anaiΘu	[-]	-16.1017	[-] (-16.10); tʃ (-16.63); xʲ (-16.67)	6
a-na-i-*301-u-t	anaiΘut	[-]	-19.0604	[-] (-19.06); hvar (-19.50); vîs-2 (-19.63)	7
a-na-i-*301-u-ti	anaiΘuti	[-]	-22.1053	[-] (-22.11); vîs-2 (-22.40); vîs-1 (-22.40)	8
a-na-i-*301-u-ti-n	anaiΘutin	[-]	-25.2127	[-] (-25.21); vîs-1 (-25.36); vîs-2 (-25.36)	9
a-na-i-*301-u-ti-nu	anaiΘutinu	[-]	-28.3678	[-] (-28.37); vîs-1 (-28.43); vîs-2 (-28.43)	10
a-na-si	anasi	[-]	-13.2697	[-] (-13.27); ʃʲ (-13.63); xʷ (-13.63)	5
a-na-si-s	anasis	[-]	-16.1017	[-] (-16.10); xʲ (-16.85); x́ (-16.85)	6
a-na-si-si	anasisi	[-]	-19.0604	[-] (-19.06); vîs-2 (-20.02); vîs-1 (-20.02)	7
a-na-si-si-r	anasisir	[-]	-22.1053	[-] (-22.11); vîs-2 (-23.00); vîs-1 (-23.00)	8
a-na-ti	anati	[-]	-13.2697	[-] (-13.27); hvar (-13.38); ʃʲ (-13.63)	5
a-na-ti-*301	anatiΘ	kehrp	-15.983	kehrp (-15.98); [-] (-16.10); thrush (-16.38)	6
a-na-ti-*301-w	anatiΘw	[-]	-19.0604	[-] (-19.06); hvar (-19.21); vid-2 (-19.38)	7
a-na-ti-*301-wa	anatiΘwa	thrush	-21.3341	thrush (-21.33); thrish (-21.33); kehrp (-21.36)	8
a-na-ti-*301-wa-j	anatiΘwaj	thrush	-24.8195	thrush (-24.82); thrish (-24.82); kehrp (-24.86)	9
a-na-ti-*301-wa-ja	anatiΘwaja	thrush	-27.0533	thrush (-27.05); thrish (-27.05); kehrp (-27.78)	10
a-ra-ma	arama	[-]	-13.2697	[-] (-13.27); tʃ (-13.48); ʃʲ (-13.63)	5
a-ra-ma-n	araman	[-]	-16.1017	[-] (-16.10); ʃʲ (-16.74); xʲ (-16.74)	6
a-ra-ma-na	aramana	= vatʃ	-18.7642	= vatʃ (-18.76); tʃvañt (-18.78); xshvash (-18.90)	7
a-ra-ma-na-d	aramanad	, vanɡhu	-17.7591	, vanɡhu (-17.76); hvatô (-19.55); stu (-19.81)	8
a-ra-ma-na-da	aramanada	, vanɡhu	-21.2643	, vanɡhu (-21.26); stût (-21.84); stu- (-22.65)	9
a-ra-ma-na-da-w	aramanadaw	, vanɡhu	-24.7694	, vanɡhu (-24.77); stût (-25.34); stu- (-25.48)	10
