linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-di-ki-te-t	adikitet	abebe	-18.3454	abebe (-18.35); ukkubati (-19.05); abba (-20.32)	8
a-di-ki-te-te	adikitete	abebe	-21.8424	abebe (-21.84); ukkubati (-22.50); abba (-23.83)	9
a-di-ki-te-te-r	adikiteter	abebe	-25.3392	abebe (-25.34); ukkubati (-25.96); abba (-27.33)	10
a-di-ki-tu	adikitu	abebe	-15.6125	abebe (-15.61); ukkubati (-16.84); abba (-17.56)	7
a-di-ki-tu-j	adikituj	abebe	-19.1067	abebe (-19.11); ukkubati (-20.24); abba (-21.05)	8
a-di-ki-tu-ja	adikituja	bau	-22.0052	bau (-22.01); abebe (-22.60); ukkubati (-23.65)	9
a-di-ki-tu-ja-s	adikitujas	bau	-25.5114	bau (-25.51); ukkubati (-25.81); abebe (-26.09)	10
a-e-a-di	aeadi	ukku	-13.5573	ukku (-13.56); uri (-15.86); bau (-16.20)	5
a-e-a-di-k	aeadik	ukkubati	-14.2109	ukkubati (-14.21); ʃudaba (-16.87); ukku (-17.06)	6
a-e-a-di-ki	aeadiki	ukkubati	-17.299	ukkubati (-17.30); ʃudaba (-20.32); abebe (-20.55)	7
a-e-a-di-ki-t	aeadikit	abebe	-18.6339	abebe (-18.63); ukkubati (-18.66); abba (-20.62)	8
a-e-a-di-ki-te	aeadikite	ukkubati	-22.0495	ukkubati (-22.05); abebe (-22.13); abba (-24.12)	9
a-e-a-di-ki-te-t	aeadikitet	ukkubati	-24.2628	ukkubati (-24.26); abebe (-24.90); ra-u-ba-sa (-25.78)	10
a-i-da-a	aidaa	ukku	-12.7868	ukku (-12.79); bau (-12.85); buni (-12.88)	5
a-i-da-a-u	aidaau	buni	-15.9653	buni (-15.97); ukku (-16.29); bau (-16.34)	6
a-i-da-j	aidaj	buni	-13.0526	buni (-13.05); bau (-13.49); ukku (-13.56)	5
a-i-da-ja	aidaja	ukku	-16.0779	ukku (-16.08); buni (-16.08); bau (-16.20)	6
a-i-da-ja-s	aidajas	tuuʃ	-16.304	tuuʃ (-16.30); uriʃ (-19.01); buni (-19.26)	7
a-i-na-j	ainaj	muru	-11.7788	muru (-11.78); unra (-13.50); uri (-13.55)	5
a-i-na-ja	ainaja	ruku	-14.4925	ruku (-14.49); muru (-14.59); bau (-16.35)	6
a-i-na-ja-r	ainajar	rum	-15.114	rum (-15.11); ruku (-17.95); muru (-18.10)	7
a-i-na-ja-re	ainajare	rum	-18.6194	rum (-18.62); numi (-21.27); ruku (-21.41)	8
a-i-na-ja-re-t	ainajaret	numi	-19.9933	numi (-19.99); rum (-22.12); uri (-23.08)	9
a-i-na-ja-re-ta	ainajareta	numi	-23.4974	numi (-23.50); rum (-25.63); bau (-26.57)	10
a-i-nwa	ainwa	hindu	-10.4262	hindu (-10.43); mardu (-10.43); rapdu (-11.16)	5
a-i-nwa-z	ainwaz	uri	-12.5777	uri (-12.58); mardu (-13.93); hindu (-13.93)	6
a-i-nwa-za	ainwaza	bau	-16.0724	bau (-16.07); uri (-16.08); hindu (-16.75)	7
a-i-nwa-za-*56	ainwazaΦ	rum	-18.6202	rum (-18.62); bau (-19.58); uri (-19.59)	8
a-i-nwa-za-*56-n	ainwazaΦn	purur	-21.5989	purur (-21.60); rum (-22.13); nan (-22.40)	9
a-i-nwa-za-*56-ni	ainwazaΦni	purur	-25.1058	purur (-25.11); rum (-25.63); ruelpa (-25.85)	10
a-i-*301-ti	aiΘti	bera	-13.9638	bera (-13.96); bali (-13.96); bela (-13.96)	5
a-i-*301-ti-j	aiΘtij	bali	-17.2347	bali (-17.23); bela (-17.23); bera (-17.23)	6
a-i-*301-ti-ja	aiΘtija	bau	-16.0739	bau (-16.07); abebe (-20.44); ukku (-20.51)	7
a-i-*301-ti-ja-s	aiΘtijas	bau	-19.5798	bau (-19.58); tiut (-21.54); uriʃ (-21.67)	8
a-i-*301-ti-ja-sa	aiΘtijasa	bau	-22.3922	bau (-22.39); ʃutu (-23.78); kutu (-23.80)	9
a-i-*301-ti-ja-sa-s	aiΘtijasas	bau	-25.8993	bau (-25.90); tuuʃ (-26.68); ʃutu (-27.07)	10
a-i-*301-u-j	aiΘuj	bau	-16.071	bau (-16.07); uri (-16.53); buni (-17.87)	5
a-i-*301-u-ja	aiΘuja	bau	-16.73	bau (-16.73); ukku (-17.20); buni (-18.14)	6
a-i-*301-u-t	aiΘut	bera	-13.9572	bera (-13.96); bali (-13.96); bela (-13.96)	5
a-i-*301-u-ti	aiΘuti	bela	-17.2363	bela (-17.24); bera (-17.24); bali (-17.24)	6
a-i-*301-u-ti-n	aiΘutin	bera	-18.7249	bera (-18.72); bali (-18.72); bela (-18.72)	7
a-i-*301-u-ti-nu	aiΘutinu	bela	-21.608	bela (-21.61); bali (-21.61); bera (-21.61)	8
a-i-*301-u-ti-nu-j	aiΘutinuj	bera	-24.734	bera (-24.73); bela (-24.73); bali (-24.73)	9
a-i-*301-u-ti-nu-ja	aiΘutinuja	bau	-26.5753	bau (-26.58); bera (-27.97); bali (-27.97)	10
a-i-*301-wa	aiΘwa	dudu	-11.6243	dudu (-11.62); ɡuɡu (-11.62); bau (-13.50)	5
a-i-*301-wa-e	aiΘwae	dudu	-15.0836	dudu (-15.08); ɡuɡu (-15.08); bau (-16.99)	6
a-i-*301-wa-e-a	aiΘwaea	dudu	-17.3307	dudu (-17.33); ɡuɡu (-17.33); bau (-19.57)	7
a-i-*301-wa-e-a-d	aiΘwaead	dudu	-20.0727	dudu (-20.07); ɡuɡu (-20.07); bau (-22.54)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	dudu	-23.5619	dudu (-23.56); ɡuɡu (-23.56); du ka (-25.38)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	du ka	-26.3794	du ka (-26.38); ukkubati (-26.86); dudu (-27.05)	10
a-i-*301-wa-j	aiΘwaj	dudu	-15.0836	dudu (-15.08); ɡuɡu (-15.08); bau (-16.99)	6
a-i-*301-wa-ja	aiΘwaja	dudu	-17.3307	dudu (-17.33); ɡuɡu (-17.33); bau (-19.57)	7
a-i-*301-wa-ja-a	aiΘwajaa	dudu	-20.0727	dudu (-20.07); ɡuɡu (-20.07); bau (-22.54)	8
a-i-*301-wa-ja-a-d	aiΘwajaad	ɡuɡu	-22.9751	ɡuɡu (-22.98); dudu (-22.98); du ka (-25.38)	9
a-i-*301-wa-ja-a-di	aiΘwajaadi	dudu	-26.4693	dudu (-26.47); ɡuɡu (-26.47); du ka (-28.31)	10
a-i-*301-wa-ja-a-j	aiΘwajaaj	dudu	-23.5619	dudu (-23.56); ɡuɡu (-23.56); du ka (-25.38)	9
a-i-*301-wa-ja-a-ja	aiΘwajaaja	ɡuɡu	-26.3266	ɡuɡu (-26.33); dudu (-26.33); du ka (-28.35)	10
a-i-*301-wa-ja-j	aiΘwajaj	ɡuɡu	-20.8119	ɡuɡu (-20.81); dudu (-20.81); du ka (-22.57)	8
a-i-*301-wa-ja-ja	aiΘwajaja	ɡuɡu	-23.3909	ɡuɡu (-23.39); dudu (-23.39); du ka (-25.46)	9
a-i-*301-wa-ja-ja-a	aiΘwajajaa	ɡuɡu	-26.2832	ɡuɡu (-26.28); dudu (-26.28); du ka (-28.43)	10
a-i-*301-wa-ja-ja-d	aiΘwajajad	ɡuɡu	-26.2832	ɡuɡu (-26.28); dudu (-26.28); du ka (-28.43)	10
a-i-*301-wa-ja-ja-i	aiΘwajajai	dudu	-26.8831	dudu (-26.88); ɡuɡu (-26.88); du ka (-28.44)	10
a-i-*301-wa-ja-ja-j	aiΘwajajaj	ɡuɡu	-26.8831	ɡuɡu (-26.88); dudu (-26.88); du ka (-28.44)	10
a-i-*301-wa-ja-ja-s	aiΘwajajas	tuuʃ	-26.3868	tuuʃ (-26.39); duraʃ (-26.47); dumaʃ (-26.47)	10
a-i-*301-wa-ja-s	aiΘwajas	duraʃ	-20.2829	duraʃ (-20.28); dumaʃ (-20.28); tuuʃ (-20.39)	8
a-i-*301-wa-ja-se	aiΘwajase	duraʃ	-23.7875	duraʃ (-23.79); dumaʃ (-23.79); tuuʃ (-23.89)	9
a-i-*301-wa-ja-se-k	aiΘwajasek	du ka	-26.495	du ka (-26.50); dumaʃ (-27.28); duraʃ (-27.28)	10
a-i-*301-wa-ja-t	aiΘwajat	du ka	-20.6692	du ka (-20.67); dudu (-20.81); ɡuɡu (-20.81)	8
a-i-*301-wa-ja-tu	aiΘwajatu	du ka	-24.0568	du ka (-24.06); dudu (-24.29); ɡuɡu (-24.29)	9
a-i-*301-wa-ja-tu-r	aiΘwajatur	du ka	-27.4227	du ka (-27.42); dudu (-27.77); ɡuɡu (-27.77)	10
a-ja-a-d	ajaad	ukku	-12.7868	ukku (-12.79); ʃutu (-15.64); dudu (-15.64)	5
a-ja-a-di	ajaadi	ukku	-16.2909	ukku (-16.29); tuuʃ (-18.84); uri (-18.95)	6
a-ja-a-di-k	ajaadik	ukkubati	-16.9416	ukkubati (-16.94); ʃudaba (-19.72); ukku (-19.79)	7
a-ja-a-di-ki	ajaadiki	ukkubati	-20.03	ukkubati (-20.03); ra-u-ba-sa (-22.73); ʃudaba (-23.18)	8
a-ja-a-di-ki-t	ajaadikit	ukkubati	-21.3877	ukkubati (-21.39); abebe (-21.96); ra-u-ba-sa (-23.34)	9
a-ja-a-di-ki-te	ajaadikite	ukkubati	-24.7814	ukkubati (-24.78); abebe (-25.46); ra-u-ba-sa (-26.48)	10
a-ja-a-j	ajaaj	ukku	-13.5573	ukku (-13.56); uri (-15.86); tuuʃ (-16.34)	5
a-ja-a-ja	ajaaja	ukku	-16.0779	ukku (-16.08); ʃutu (-18.85); muru (-18.85)	6
a-ja-di	ajadi	ukku	-13.5573	ukku (-13.56); uri (-15.86); bau (-16.20)	5
a-ja-di-k	ajadik	ukkubati	-14.2109	ukkubati (-14.21); ʃudaba (-16.87); ukku (-17.06)	6
a-ja-di-ki	ajadiki	ukkubati	-17.299	ukkubati (-17.30); ʃudaba (-20.32); abebe (-20.55)	7
a-ja-di-ki-t	ajadikit	abebe	-18.6339	abebe (-18.63); ukkubati (-18.66); abba (-20.62)	8
a-ja-di-ki-tu	ajadikitu	ukkubati	-22.0495	ukkubati (-22.05); abebe (-22.13); abba (-24.12)	9
a-ja-di-ki-tu-j	ajadikituj	ukkubati	-25.4518	ukkubati (-25.45); abebe (-25.63); ra-u-ba-sa (-27.36)	10
a-ja-i-n	ajain	pur	-13.2714	pur (-13.27); eul (-13.27); hun (-13.27)	5
a-ja-i-n-w	ajainw	unra	-16.7006	unra (-16.70); uri (-16.76); mur (-16.78)	6
a-ja-i-nwa	ajainwa	mardu	-16.7279	mardu (-16.73); hindu (-16.73); dudu (-17.42)	7
a-ja-i-nwa-z	ajainwaz	uri	-18.9013	uri (-18.90); mardu (-20.23); hindu (-20.23)	8
a-ja-i-nwa-za	ajainwaza	uri	-22.4057	uri (-22.41); mardu (-23.05); hindu (-23.05)	9
a-ja-i-nwa-za-*56	ajainwazaΦ	rum	-25.6333	rum (-25.63); uri (-25.91); dabarrium (-26.32)	10
a-ja-ja	ajaja	ukku	-13.2644	ukku (-13.26); uri (-15.96); puhu (-16.20)	5
a-ja-ja-a	ajajaa	ukku	-16.0147	ukku (-16.01); ʃutu (-18.81); tuku (-18.81)	6
a-ja-ja-d	ajajad	ukku	-16.0147	ukku (-16.01); ʃutu (-18.81); tuku (-18.81)	6
a-ja-ja-di	ajajadi	ukku	-19.5193	ukku (-19.52); ukkubati (-22.23); tuuʃ (-22.24)	7
a-ja-ja-di-k	ajajadik	ukkubati	-20.169	ukkubati (-20.17); ʃudaba (-22.99); ukku (-23.02)	8
a-ja-ja-di-ki	ajajadiki	ukkubati	-23.2576	ukkubati (-23.26); ra-u-ba-sa (-25.66); ʃudaba (-26.44)	9
a-ja-ja-di-ki-t	ajajadikit	ukkubati	-24.6156	ukkubati (-24.62); abebe (-25.32); ra-u-ba-sa (-26.27)	10
a-ja-ja-i	ajajai	ukku	-16.7672	ukku (-16.77); uri (-19.17); ukkubati (-19.49)	6
a-ja-ja-i-n	ajajain	utstsun	-19.4767	utstsun (-19.48); kun (-19.50); pur (-19.50)	7
a-ja-ja-i-n-w	ajajainw	utstsun	-22.9837	utstsun (-22.98); mur (-23.00); eul (-23.00)	8
a-ja-ja-i-nwa	ajajainwa	mardu	-23.3129	mardu (-23.31); hindu (-23.31); dudu (-23.67)	9
a-ja-ja-i-nwa-z	ajajainwaz	uri	-25.5116	uri (-25.51); hindu (-26.82); mardu (-26.82)	10
a-ja-ja-j	ajajaj	ukku	-16.7672	ukku (-16.77); uri (-19.17); ɡuɡu (-19.67)	6
a-ja-ja-ja	ajajaja	ukku	-19.3514	ukku (-19.35); kutu (-22.07); tuku (-22.07)	7
a-ja-ja-s	ajajas	tuuʃ	-13.7231	tuuʃ (-13.72); uriʃ (-15.95); tiut (-16.32)	6
a-ja-ja-sa	ajajasa	ʃutu	-16.6717	ʃutu (-16.67); kutu (-16.68); tuuʃ (-17.22)	7
a-ja-ja-sa-s	ajajasas	tuuʃ	-19.226	tuuʃ (-19.23); ʃutu (-19.98); kutu (-20.19)	8
a-ja-ja-sa-sa	ajajasasa	ʃutu	-18.8864	ʃutu (-18.89); ʃutur (-22.27); kutu (-22.38)	9
a-ja-ja-sa-sa-r	ajajasasar	ʃutu	-22.3926	ʃutu (-22.39); ʃutur (-25.11); maʃuum (-25.27)	10
a-ja-ja-w	ajajaw	ukku	-16.7672	ukku (-16.77); dudu (-18.89); ɡuɡu (-18.89)	6
a-ja-ja-wa	ajajawa	dudu	-16.6717	dudu (-16.67); ɡuɡu (-16.67); ukku (-19.35)	7
a-ja-re	ajare	rum	-14.3794	rum (-14.38); ukku (-14.64); uri (-16.07)	5
a-ja-re-t	ajaret	numi	-15.7535	numi (-15.75); duma (-15.75); uri (-17.35)	6
a-ja-re-ta	ajareta	numi	-19.2572	numi (-19.26); duma (-19.26); ukku (-19.85)	7
a-ja-sa	ajasa	ʃutu	-10.4404	ʃutu (-10.44); kutu (-10.47); tuuʃ (-11.71)	5
a-ja-sa-s	ajasas	tuuʃ	-13.0231	tuuʃ (-13.02); ʃutu (-13.56); kutu (-13.97)	6
a-ja-sa-sa	ajasasa	ʃutu	-11.8854	ʃutu (-11.89); ʃutur (-15.27); kutu (-16.05)	7
a-ja-sa-sa-r	ajasasar	ʃutu	-15.3916	ʃutu (-15.39); ʃutur (-18.12); maʃuum (-18.79)	8
a-ja-sa-sa-ra	ajasasara	ʃutu	-18.2076	ʃutu (-18.21); ʃutur (-20.96); utstsun (-21.96)	9
a-ja-sa-sa-ra-m	ajasasaram	ʃutu	-21.7147	ʃutu (-21.71); ʃutur (-24.07); tuʃʃuip (-24.28)	10
a-ja-se	ajase	tuuʃ	-11.7714	tuuʃ (-11.77); uriʃ (-13.27); tiut (-13.91)	5
a-ja-se-k	ajasek	kuʃi	-14.6628	kuʃi (-14.66); huta (-14.66); husa (-14.66)	6
a-ja-se-ka	ajaseka	ʃutu	-17.4217	ʃutu (-17.42); kutu (-17.48); huta (-18.17)	7
a-ja-se-ka-n	ajasekan	ʃutur	-17.4196	ʃutur (-17.42); kutun (-17.48); ʃutin (-18.11)	8
a-ja-se-ka-na	ajasekana	ʃutur	-20.9254	ʃutur (-20.93); kutun (-20.98); ʃutin (-21.61)	9
a-ja-se-ka-na-s	ajasekanas	tuuʃ	-22.3949	tuuʃ (-22.39); tiut (-22.41); ʃariut (-22.78)	10
a-ja-tu	ajatu	uri	-14.4557	uri (-14.46); unra (-14.63); ukku (-14.64)	5
a-ja-tu-r	ajatur	am	-16.4861	am (-16.49); rum (-17.85); uri (-17.91)	6
a-ja-tu-ru	ajaturu	am	-19.9912	am (-19.99); rum (-21.36); uri (-21.37)	7
a-ja-tu-ru-s	ajaturus	uriʃ	-21.3641	uriʃ (-21.36); tuuʃ (-22.26); am (-23.50)	8
a-ja-tu-ru-sa	ajaturusa	ʃutu	-24.4049	ʃutu (-24.40); kutu (-24.43); uriʃ (-24.87)	9
a-ja-tu-ru-sa-i	ajaturusai	ʃutu	-27.8974	ʃutu (-27.90); kutu (-27.94); uriʃ (-28.38)	10
a-ja-wa	ajawa	dudu	-10.4404	dudu (-10.44); ɡuɡu (-10.44); ukku (-13.26)	5
a-ka-na	akana	eul	-9.0734	eul (-9.07); muru (-10.47); huel (-12.51)	5
a-ka-na-s	akanas	eul	-12.5797	eul (-12.58); uriʃ (-13.16); tuuʃ (-13.72)	6
a-ka-na-si	akanasi	eul	-16.086	eul (-16.09); uriʃ (-16.66); tuuʃ (-17.23)	7
a-ma-i-n	amain	eul	-9.0723	eul (-9.07); huel (-12.50); mur (-13.27)	5
a-ma-i-na	amaina	eul	-12.5786	eul (-12.58); muru (-13.96); tsibbaru (-15.84)	6
a-ma-i-na-j	amainaj	eul	-16.0849	eul (-16.08); muru (-17.47); tsibbaru (-19.35)	7
a-ma-i-na-ja	amainaja	eul	-19.5902	eul (-19.59); muru (-20.28); ruku (-21.49)	8
a-ma-i-na-ja-r	amainajar	rum	-22.1271	rum (-22.13); ahhuum (-23.01); eul (-23.10)	9
a-ma-i-na-ja-re	amainajare	rum	-25.6324	rum (-25.63); ahhuum (-26.51); eul (-26.60)	10
a-ma-na	amana	eul	-9.0734	eul (-9.07); muru (-10.47); huel (-12.51)	5
a-ma-na-d	amanad	eul	-12.5788	eul (-12.58); muru (-13.28); anaku (-14.94)	6
a-ma-na-da	amanada	eul	-16.0833	eul (-16.08); muru (-16.39); ruku (-17.35)	7
a-ma-na-da-w	amanadaw	eul	-19.5878	eul (-19.59); muru (-19.89); ruku (-20.82)	8
a-ma-na-da-wa	amanadawa	hindu	-22.2329	hindu (-22.23); mardu (-22.23); dudu (-22.81)	9
a-ma-na-da-wa-i	amanadawai	mardu	-25.7392	mardu (-25.74); hindu (-25.74); ɡuɡu (-26.32)	10
a-ma-si	amasi	tuuʃ	-11.7714	tuuʃ (-11.77); tiut (-11.78); uriʃ (-12.15)	5
a-ma-si-r	amasir	tuuʃ	-15.2779	tuuʃ (-15.28); tiut (-15.28); uriʃ (-15.65)	6
a-ma-si-ru	amasiru	tuuʃ	-18.7841	tuuʃ (-18.78); tiut (-18.79); uriʃ (-19.16)	7
a-ma-si-ru-t	amasirut	ʃiutmana	-20.1043	ʃiutmana (-20.10); ukkubati (-21.32); abebe (-21.64)	8
a-ma-si-ru-te	amasirute	ʃiutmana	-23.319	ʃiutmana (-23.32); ukkubati (-24.65); abebe (-25.03)	9
a-ma-te	amate	aa	-13.2525	aa (-13.25); uri (-14.27); unra (-14.42)	5
a-me-i-t	ameit	abebe	-11.6122	abebe (-11.61); abba (-11.97); ʃebe (-12.41)	5
a-me-i-ti	ameiti	abebe	-13.0975	abebe (-13.10); abba (-14.69); ibbak (-15.30)	6
a-me-u-n	ameun	huel	-12.518	huel (-12.52); eul (-13.68); aal (-13.68)	5
a-me-u-na	ameuna	muru	-15.1732	muru (-15.17); huel (-16.02); anaku (-16.03)	6
a-me-u-na-k	ameunak	uri	-16.0838	uri (-16.08); ari (-16.77); eri (-16.77)	7
a-me-u-na-ka	ameunaka	uri	-19.5881	uri (-19.59); eri (-20.27); ari (-20.27)	8
a-me-u-na-ka-n	ameunakan	purur	-21.4873	purur (-21.49); ʃalur (-21.49); eul (-22.00)	9
a-me-u-na-ka-na	ameunakana	purur	-24.9884	purur (-24.99); ʃalur (-25.00); luluki (-25.18)	10
a-me-u-na-r	ameunar	rum	-15.8082	rum (-15.81); muru (-18.68); numi (-19.15)	7
a-me-u-na-ru	ameunaru	rum	-19.3135	rum (-19.31); numi (-22.00); muru (-22.19)	8
a-me-u-na-ru-k	ameunaruk	numi	-20.6878	numi (-20.69); elma (-21.37); rum (-22.82)	9
a-me-u-na-ru-ka	ameunaruka	numi	-24.1917	numi (-24.19); elma (-24.87); rum (-26.32)	10
a-na-da	anada	ruku	-10.346	ruku (-10.35); muru (-10.74); ukku (-12.79)	5
a-na-da-w	anadaw	ruku	-13.8136	ruku (-13.81); muru (-14.25); luluki (-15.83)	6
a-na-da-wa	anadawa	ruku	-16.2453	ruku (-16.25); dudu (-16.32); ɡuɡu (-16.32)	7
a-na-da-wa-i	anadawai	ruku	-19.7349	ruku (-19.73); dudu (-19.82); ɡuɡu (-19.82)	8
a-na-da-wa-i-j	anadawaij	ruku	-23.2243	ruku (-23.22); ɡuɡu (-23.32); dudu (-23.32)	9
a-na-da-wa-i-ja	anadawaija	ruku	-25.8363	ruku (-25.84); dudu (-26.03); ɡuɡu (-26.03)	10
a-na-i-*301	anaiΘ	muru	-11.8374	muru (-11.84); unra (-13.23); uriʃ (-13.25)	5
a-na-i-*301-t	anaiΘt	uri	-12.574	uri (-12.57); unra (-14.32); rabba (-14.59)	6
a-na-i-*301-ti	anaiΘti	uri	-16.0784	uri (-16.08); rabba (-17.63); unra (-17.80)	7
a-na-i-*301-ti-j	anaiΘtij	uri	-19.5828	uri (-19.58); rabba (-20.81); unra (-21.28)	8
a-na-i-*301-ti-ja	anaiΘtija	uri	-23.0871	uri (-23.09); bau (-23.09); ruku (-23.98)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	uriʃ	-23.0817	uriʃ (-23.08); ukkubati (-26.33); ʃariut (-26.46)	10
a-na-i-*301-u	anaiΘu	muru	-15.3435	muru (-15.34); unra (-16.50); uriʃ (-16.52)	6
a-na-i-*301-u-t	anaiΘut	uri	-16.0766	uri (-16.08); unra (-17.64); numi (-18.01)	7
a-na-i-*301-u-ti	anaiΘuti	uri	-19.581	uri (-19.58); rabba (-21.11); unra (-21.13)	8
a-na-i-*301-u-ti-n	anaiΘutin	libair	-22.0457	libair (-22.05); purur (-22.35); nan (-22.40)	9
a-na-i-*301-u-ti-nu	anaiΘutinu	libair	-25.5482	libair (-25.55); ruelpa (-25.84); purur (-25.86)	10
a-na-si	anasi	uriʃ	-10.4001	uriʃ (-10.40); tuuʃ (-11.77); muru (-11.84)	5
a-na-si-s	anasis	uriʃ	-12.8425	uriʃ (-12.84); tuuʃ (-14.48); muru (-15.34)	6
a-na-si-si	anasisi	uriʃ	-16.3451	uriʃ (-16.35); tuuʃ (-17.98); unsaha (-18.42)	7
a-na-si-si-r	anasisir	rum	-19.3006	rum (-19.30); uriʃ (-19.85); utstsun (-21.44)	8
a-na-ti	anati	uri	-9.0733	uri (-9.07); unra (-11.29); uriʃ (-11.67)	5
a-na-ti-*301	anatiΘ	uri	-12.5776	uri (-12.58); rabba (-14.62); unra (-14.76)	6
a-na-ti-*301-w	anatiΘw	uri	-16.082	uri (-16.08); rabba (-17.71); uriʃ (-18.04)	7
a-na-ti-*301-wa	anatiΘwa	rapdu	-18.2802	rapdu (-18.28); uri (-19.59); ruku (-20.65)	8
a-na-ti-*301-wa-j	anatiΘwaj	rapdu	-21.7864	rapdu (-21.79); uri (-23.09); ruku (-24.14)	9
a-na-ti-*301-wa-ja	anatiΘwaja	rapdu	-24.5938	rapdu (-24.59); uri (-26.59); ruku (-26.69)	10
a-ra-ma	arama	muru	-12.0741	muru (-12.07); ukku (-13.26); mardu (-13.60)	5
a-ra-ma-n	araman	mur	-11.6041	mur (-11.60); eul (-12.57); mar (-12.98)	6
a-ra-ma-na	aramana	muru	-12.2924	muru (-12.29); mur (-15.11); eul (-16.07)	7
a-ra-ma-na-d	aramanad	muru	-15.1082	muru (-15.11); mur (-18.62); mardu (-19.45)	8
a-ra-ma-na-da	aramanada	muru	-18.2105	muru (-18.21); mur (-22.12); mardu (-22.30)	9
a-ra-ma-na-da-w	aramanadaw	muru	-21.718	muru (-21.72); mardu (-25.54); mur (-25.63)	10
a-ra-me	arame	numi	-13.6031	numi (-13.60); duma (-13.60); muru (-14.34)	5
a-ra-me-i	aramei	numi	-17.1063	numi (-17.11); duma (-17.11); muru (-17.62)	6
a-ra-me-i-t	arameit	abebe	-18.2697	abebe (-18.27); ʃebe (-18.76); ukkubati (-18.77)	7
a-ra-me-i-ti	arameiti	abebe	-20.0518	abebe (-20.05); abba (-21.67); ukkubati (-21.86)	8
a-ra-me-u	arameu	numi	-17.1063	numi (-17.11); duma (-17.11); muru (-17.62)	6
a-ra-me-u-n	arameun	mur	-15.7988	mur (-15.80); mar (-16.48); huel (-18.16)	7
a-ra-me-u-na	arameuna	muru	-16.4879	muru (-16.49); mur (-19.31); mar (-19.99)	8
a-ra-me-u-na-k	arameunak	muru	-19.9942	muru (-19.99); uri (-22.41); mur (-22.81)	9
