lost	top1_known	score	top10
adadau	lʔik	-16.7363	"[[""lʔik"", -16.7363], [""uqnu"", -18.1366], [""unuːtu"", -19.1094], [""mlk"", -19.3128], [""plk"", -19.3128], [""ajk"", -19.3128], [""brk"", -19.3128], [""ank"", -19.3128], [""nbk"", -19.3128], [""hpk"", -19.3128]]"
adadaut	lʔik	-20.2434	"[[""lʔik"", -20.2434], [""uqnu"", -21.6273], [""unuːtu"", -22.1394], [""muxxu"", -22.4257], [""luɡɡu"", -22.4257], [""sukku"", -22.4257], [""θuklu"", -22.4926], [""ʕiɡlu"", -22.4926], [""puxru"", -22.4926], [""riɡmu"", -22.4926]]"
adadauti	lʔik	-23.7505	"[[""lʔik"", -23.7505], [""uqnu"", -25.1148], [""unuːtu"", -25.229], [""muxxu"", -25.5647], [""luɡɡu"", -25.5647], [""sukku"", -25.5647], [""riɡmu"", -25.6341], [""θuklu"", -25.6341], [""puxru"", -25.6341], [""ʕiɡlu"", -25.6341]]"
adadautin	il	-24.5423	"[[""il"", -24.5423], [""ɣr"", -24.545], [""nǵr"", -26.2189], [""rɡm"", -26.2189], [""rɡl"", -26.2189], [""bxr"", -26.2238], [""dkr"", -26.2238], [""xzr"", -26.5789], [""ǵrm"", -26.5789], [""ksmn"", -26.5805]]"
adadautinu	il	-28.0495	"[[""il"", -28.0495], [""ɣr"", -28.0513], [""xrsˤ"", -29.1846], [""xnsˤ"", -29.1846], [""mlk"", -29.2151], [""brk"", -29.3211], [""ajk"", -29.3211], [""plk"", -29.3211], [""ank"", -29.3211], [""rɡm"", -29.5741]]"
adau	lʔik	-11.1029	"[[""lʔik"", -11.1029], [""nbk"", -12.8319], [""brk"", -12.8319], [""ank"", -12.8319], [""mlk"", -12.8319], [""hpk"", -12.8319], [""ajk"", -12.8319], [""plk"", -12.8319], [""ib"", -13.5419], [""il"", -13.5419]]"
adaut	lʔik	-14.6098	"[[""lʔik"", -14.6098], [""mlk"", -16.3369], [""brk"", -16.3369], [""ajk"", -16.3369], [""ank"", -16.3369], [""nbk"", -16.3369], [""hpk"", -16.3369], [""plk"", -16.3369], [""muxxu"", -16.6308], [""sukku"", -16.6308]]"
adauti	lʔik	-18.1167	"[[""lʔik"", -18.1167], [""xnsˤ"", -19.2039], [""xrsˤ"", -19.2039], [""muxxu"", -19.7225], [""sukku"", -19.7225], [""luɡɡu"", -19.7225], [""puxru"", -19.7831], [""riɡmu"", -19.7831], [""ʕiɡlu"", -19.7831], [""θuklu"", -19.7831]]"
adautin	ɣr	-17.5306	"[[""ɣr"", -17.5306], [""il"", -18.2156], [""ksmn"", -19.5724], [""ǵrm"", -19.5805], [""xzr"", -19.5805], [""rɡm"", -19.6014], [""nǵr"", -19.6014], [""rɡl"", -19.6014], [""dkr"", -19.6087], [""bxr"", -19.6087]]"
adautinu	ɣr	-21.0369	"[[""ɣr"", -21.0369], [""il"", -21.7227], [""xnsˤ"", -22.1833], [""xrsˤ"", -22.1833], [""mlk"", -22.4265], [""plk"", -22.5614], [""ajk"", -22.5614], [""brk"", -22.5614], [""ank"", -22.5614], [""ksmn"", -22.8429]]"
adautinui	ɣr	-24.5432	"[[""ɣr"", -24.5432], [""xnsˤ"", -24.9746], [""xrsˤ"", -24.9746], [""il"", -25.2299], [""mlk"", -25.9299], [""ank"", -26.0686], [""ajk"", -26.0686], [""plk"", -26.0686], [""brk"", -26.0686], [""ksmn"", -26.1541]]"
adautinuin	xzr	-24.5348	"[[""xzr"", -24.5348], [""ǵrm"", -24.5348], [""nǵr"", -24.5367], [""rɡm"", -24.5367], [""rɡl"", -24.5367], [""ksmn"", -26.0105], [""ɣr"", -26.9582], [""xrsˤ"", -27.308], [""xnsˤ"", -27.308], [""sˤlj"", -27.4876]]"
adaw	ib	-7.6993	"[[""ib"", -7.6993], [""iʃt"", -10.3871], [""irt"", -10.3871], [""pit"", -10.3995], [""mid"", -10.4271], [""irʃt"", -10.4616], [""uqnu"", -11.167], [""tˤb"", -11.2908], [""dq"", -12.3968], [""bt"", -12.3968]]"
adawa	ib	-11.2065	"[[""ib"", -11.2065], [""pit"", -13.8789], [""irt"", -13.8805], [""iʃt"", -13.8805], [""mid"", -13.9341], [""irʃt"", -13.9661], [""uqnu"", -13.9709], [""tˤb"", -14.6248], [""pltˤ"", -15.3988], [""bt"", -15.7212]]"
adawai	ib	-14.7137	"[[""ib"", -14.7137], [""uqnu"", -17.0598], [""pit"", -17.3584], [""iʃt"", -17.3736], [""irt"", -17.3736], [""mid"", -17.4411], [""irʃt"", -17.4696], [""tˤb"", -17.8998], [""pltˤ"", -18.1115], [""ʕsˤ"", -18.775]]"
adawaij	ib	-18.2209	"[[""ib"", -18.2209], [""uqnu"", -20.2661], [""pit"", -20.8379], [""iʃt"", -20.8665], [""irt"", -20.8665], [""mid"", -20.948], [""irʃt"", -20.9722], [""pltˤ"", -21.1126], [""tˤb"", -21.1538], [""ʕsˤ"", -21.7358]]"
adawaija	ib	-21.728	"[[""ib"", -21.728], [""uqnu"", -23.5369], [""pltˤ"", -24.2375], [""pit"", -24.3174], [""iʃt"", -24.3592], [""irt"", -24.3592], [""tˤb"", -24.4091], [""mid"", -24.4549], [""irʃt"", -24.4739], [""ʕsˤ"", -24.8135]]"
adi	il	-10.4301	"[[""il"", -10.4301], [""ib"", -10.4301], [""iʃt"", -10.4671], [""irt"", -10.4671], [""rpu"", -11.1061], [""ʕsˤ"", -12.1474], [""uqnu"", -12.4554], [""sˤuru"", -12.4827], [""binu"", -12.679], [""piru"", -12.679]]"
adik	il	-13.5419	"[[""il"", -13.5419], [""ib"", -13.5419], [""iʃt"", -13.5548], [""irt"", -13.5548], [""rpu"", -14.5992], [""ʕsˤ"", -14.9765], [""uqnu"", -15.4504], [""unuːtu"", -15.4629], [""ʃiːru"", -15.5277], [""ʔuːzu"", -15.5277]]"
adiki	iʃt	-16.7601	"[[""iʃt"", -16.7601], [""irt"", -16.7601], [""il"", -16.7665], [""ib"", -16.7665], [""ʕsˤ"", -17.9765], [""rpu"", -18.0891], [""unuːtu"", -18.1547], [""ʃiːru"", -18.3862], [""ʔuːzu"", -18.3862], [""ɣuːru"", -18.3862]]"
adikit	irt	-20.0299	"[[""irt"", -20.0299], [""iʃt"", -20.0299], [""ib"", -20.0537], [""il"", -20.0537], [""unuːtu"", -21.0328], [""ʕsˤ"", -21.0773], [""ʃiːru"", -21.3922], [""ʔuːzu"", -21.3922], [""ɣuːru"", -21.3922], [""ʕiːru"", -21.3922]]"
adikite	irt	-23.3407	"[[""irt"", -23.3407], [""iʃt"", -23.3407], [""il"", -23.3807], [""ib"", -23.3807], [""unuːtu"", -24.024], [""ʕsˤ"", -24.2448], [""ʃiːru"", -24.4907], [""ɣuːru"", -24.4907], [""ʔuːzu"", -24.4907], [""ʕiːru"", -24.4907]]"
adikites	irt	-26.6798	"[[""irt"", -26.6798], [""iʃt"", -26.6798], [""il"", -26.7353], [""ib"", -26.7353], [""unuːtu"", -27.0918], [""ʕsˤ"", -27.4599], [""θinaː"", -27.6444], [""ʃiːru"", -27.6523], [""ɣuːru"", -27.6523], [""ʕiːru"", -27.6523]]"
adikitesi	iʃt	-30.0397	"[[""iʃt"", -30.0397], [""irt"", -30.0397], [""il"", -30.1101], [""ib"", -30.1101], [""unuːtu"", -30.2153], [""ʕsˤ"", -30.7105], [""θinaː"", -30.8071], [""ʃiːru"", -30.8596], [""ʕiːru"", -30.8596], [""ɣuːru"", -30.8596]]"
adikitesir	unuːtu	-33.3812	"[[""unuːtu"", -33.3812], [""iʃt"", -33.4156], [""irt"", -33.4156], [""il"", -33.5005], [""ib"", -33.5005], [""θinaː"", -33.9802], [""ʕsˤ"", -33.9888], [""Misˤraːma"", -34.0387], [""ʕiːru"", -34.1016], [""ɣuːru"", -34.1016]]"
adikitet	iʃt	-26.6798	"[[""iʃt"", -26.6798], [""irt"", -26.6798], [""il"", -26.7353], [""ib"", -26.7353], [""unuːtu"", -27.0918], [""ʕsˤ"", -27.4599], [""ɣuːru"", -27.6523], [""ʃiːru"", -27.6523], [""ʕiːru"", -27.6523], [""ʔuːzu"", -27.6523]]"
adikitete	irt	-30.0397	"[[""irt"", -30.0397], [""iʃt"", -30.0397], [""il"", -30.1101], [""ib"", -30.1101], [""unuːtu"", -30.2153], [""ʕsˤ"", -30.7105], [""θinaː"", -30.858], [""ɣuːru"", -30.8596], [""ʕiːru"", -30.8596], [""ʃiːru"", -30.8596]]"
adikiteter	unuːtu	-33.3812	"[[""unuːtu"", -33.3812], [""irt"", -33.4156], [""iʃt"", -33.4156], [""il"", -33.5005], [""ib"", -33.5005], [""ʕsˤ"", -33.9888], [""Misˤraːma"", -34.0387], [""θinaː"", -34.0964], [""ʃiːru"", -34.1016], [""ʔuːzu"", -34.1016]]"
adikitu	lʔik	-21.5693	"[[""lʔik"", -21.5693], [""mlk"", -22.6256], [""hpk"", -22.6256], [""plk"", -22.6256], [""ajk"", -22.6256], [""nbk"", -22.6256], [""ank"", -22.6256], [""brk"", -22.6256], [""irt"", -23.3407], [""iʃt"", -23.3407]]"
adikituj	lʔik	-25.0761	"[[""lʔik"", -25.0761], [""brk"", -26.1313], [""plk"", -26.1313], [""nbk"", -26.1313], [""ajk"", -26.1313], [""ank"", -26.1313], [""hpk"", -26.1313], [""mlk"", -26.1313], [""iʃt"", -26.6798], [""irt"", -26.6798]]"
adikituja	lʔik	-28.5827	"[[""lʔik"", -28.5827], [""ajk"", -29.6368], [""nbk"", -29.6368], [""ank"", -29.6368], [""hpk"", -29.6368], [""plk"", -29.6368], [""brk"", -29.6368], [""mlk"", -29.6368], [""xnsˤ"", -29.6716], [""xrsˤ"", -29.6716]]"
adikitujas	ɡθr	-32.0245	"[[""ɡθr"", -32.0245], [""lʔik"", -32.0893], [""xrsˤ"", -32.5139], [""xnsˤ"", -32.5139], [""mlk"", -33.1419], [""ajk"", -33.1419], [""hpk"", -33.1419], [""plk"", -33.1419], [""nbk"", -33.1419], [""brk"", -33.1419]]"
aea	ʕsˤ	-12.1474	"[[""ʕsˤ"", -12.1474], [""ʔn"", -12.8387], [""ap"", -12.8387], [""ib"", -12.8387], [""ɣr"", -12.8387], [""ʃd"", -12.8387], [""dq"", -12.8387], [""at"", -12.8387], [""dl"", -12.8387], [""bt"", -12.8387]]"
aead	rpu	-13.5183	"[[""rpu"", -13.5183], [""ib"", -14.4894], [""il"", -14.4894], [""sˤuru"", -14.4962], [""irt"", -14.6534], [""iʃt"", -14.6534], [""sˤVlʕu"", -14.8385], [""ʕisˤu"", -14.8618], [""ʕsˤ"", -14.9765], [""binu"", -15.2147]]"
aeadi	rpu	-17.0202	"[[""rpu"", -17.0202], [""il"", -17.3848], [""ib"", -17.3848], [""iʃt"", -17.4657], [""irt"", -17.4657], [""sˤuru"", -17.6879], [""ʕsˤ"", -17.9765], [""sˤVlʕu"", -18.321], [""ʕisˤu"", -18.3367], [""ʔuːzu"", -18.4524]]"
aeadik	il	-20.5153	"[[""il"", -20.5153], [""ib"", -20.5153], [""rpu"", -20.521], [""irt"", -20.557], [""iʃt"", -20.557], [""sˤuru"", -20.9476], [""ʕsˤ"", -21.0773], [""ʕiːru"", -21.439], [""ʃiːru"", -21.439], [""ɣuːru"", -21.439]]"
aeadiki	il	-23.7495	"[[""il"", -23.7495], [""ib"", -23.7495], [""iʃt"", -23.7641], [""irt"", -23.7641], [""rpu"", -24.0207], [""ʕsˤ"", -24.2448], [""sˤuru"", -24.2494], [""ʔuːzu"", -24.4706], [""ʃiːru"", -24.4706], [""ʕiːru"", -24.4706]]"
aeadikit	iʃt	-27.0351	"[[""iʃt"", -27.0351], [""irt"", -27.0351], [""il"", -27.0425], [""ib"", -27.0425], [""ʕsˤ"", -27.4599], [""unuːtu"", -27.5073], [""rpu"", -27.5192], [""ʔuːzu"", -27.5658], [""ʃiːru"", -27.5658], [""ʕiːru"", -27.5658]]"
aeadikite	irt	-30.3466	"[[""irt"", -30.3466], [""iʃt"", -30.3466], [""il"", -30.3735], [""ib"", -30.3735], [""unuːtu"", -30.5469], [""ʕsˤ"", -30.7105], [""ʕiːru"", -30.7166], [""ʃiːru"", -30.7166], [""ɣuːru"", -30.7166], [""ʔuːzu"", -30.7166]]"
aeadikitet	unuːtu	-33.6542	"[[""unuːtu"", -33.6542], [""iʃt"", -33.6863], [""irt"", -33.6863], [""il"", -33.7309], [""ib"", -33.7309], [""ʃiːru"", -33.9122], [""ɣuːru"", -33.9122], [""ʕiːru"", -33.9122], [""ʔuːzu"", -33.9122], [""θinaː"", -33.9769]]"
aid	rpu	-10.4256	"[[""rpu"", -10.4256], [""ib"", -11.0372], [""il"", -11.0372], [""irt"", -11.1612], [""iʃt"", -11.1612], [""sˤuru"", -11.7574], [""ʕsˤ"", -12.1474], [""piru"", -12.2549], [""ʔilu"", -12.2549], [""binu"", -12.2549]]"
aida	il	-13.9074	"[[""il"", -13.9074], [""ib"", -13.9074], [""rpu"", -13.926], [""iʃt"", -13.9673], [""irt"", -13.9673], [""sˤuru"", -14.9062], [""ʕsˤ"", -14.9765], [""ʃumu"", -15.5044], [""mutu"", -15.5044], [""piru"", -15.5044]]"
aidaa	il	-17.0286	"[[""il"", -17.0286], [""ib"", -17.0286], [""iʃt"", -17.0565], [""irt"", -17.0565], [""rpu"", -17.4248], [""ʕsˤ"", -17.9765], [""sˤuru"", -18.1405], [""ʃiːru"", -18.4449], [""ʔuːzu"", -18.4449], [""ʕiːru"", -18.4449]]"
aidaau	lʔik	-17.4207	"[[""lʔik"", -17.4207], [""nbk"", -19.3128], [""mlk"", -19.3128], [""ank"", -19.3128], [""ajk"", -19.3128], [""brk"", -19.3128], [""plk"", -19.3128], [""hpk"", -19.3128], [""il"", -20.2581], [""ib"", -20.2581]]"
aidaj	il	-17.0286	"[[""il"", -17.0286], [""ib"", -17.0286], [""iʃt"", -17.0565], [""irt"", -17.0565], [""rpu"", -17.4248], [""ʕsˤ"", -17.9765], [""sˤuru"", -18.1405], [""ʃiːru"", -18.4449], [""ʔuːzu"", -18.4449], [""ʕiːru"", -18.4449]]"
aidaja	il	-20.2581	"[[""il"", -20.2581], [""ib"", -20.2581], [""iʃt"", -20.2625], [""irt"", -20.2625], [""rpu"", -20.922], [""ʕsˤ"", -21.0773], [""unuːtu"", -21.3292], [""ʔuːzu"", -21.3873], [""ʕiːru"", -21.3873], [""ɣuːru"", -21.3873]]"
aidajas	irt	-23.5328	"[[""irt"", -23.5328], [""iʃt"", -23.5328], [""il"", -23.5482], [""ib"", -23.5482], [""unuːtu"", -24.243], [""ʕsˤ"", -24.2448], [""rpu"", -24.4175], [""ʃiːru"", -24.4345], [""ʔuːzu"", -24.4345], [""ʕiːru"", -24.4345]]"
aij	ʕsˤ	-12.1474	"[[""ʕsˤ"", -12.1474], [""ʔn"", -12.8387], [""ap"", -12.8387], [""ib"", -12.8387], [""ɣr"", -12.8387], [""ʃd"", -12.8387], [""dq"", -12.8387], [""at"", -12.8387], [""dl"", -12.8387], [""bt"", -12.8387]]"
aija	ʕsˤ	-14.9765	"[[""ʕsˤ"", -14.9765], [""ʔn"", -16.0479], [""ap"", -16.0479], [""ib"", -16.0479], [""ɣr"", -16.0479], [""ʃd"", -16.0479], [""dq"", -16.0479], [""at"", -16.0479], [""dl"", -16.0479], [""bt"", -16.0479]]"
ain	jm	-9.1137	"[[""jm"", -9.1137], [""ʃr"", -9.1137], [""srr"", -9.3264], [""sjs"", -9.3264], [""nʃm"", -9.3264], [""ʃmm"", -9.3264], [""ʃpʃ"", -9.3539], [""lbn"", -9.3539], [""nħʃ"", -9.3539], [""ʃʕr"", -9.3539]]"
aina	ʕsˤ	-12.2188	"[[""ʕsˤ"", -12.2188], [""jm"", -12.3968], [""ʃr"", -12.3968], [""arsˤ"", -12.5099], [""xnsˤ"", -12.5099], [""xrsˤ"", -12.5099], [""qrsˤ"", -12.5099], [""nʃm"", -12.5347], [""ʃmm"", -12.5347], [""srr"", -12.5347]]"
ainaj	ʕsˤ	-15.052	"[[""ʕsˤ"", -15.052], [""qrsˤ"", -15.3245], [""xnsˤ"", -15.3245], [""arsˤ"", -15.3245], [""xrsˤ"", -15.3245], [""sˤlj"", -15.5391], [""sˤpn"", -15.6378], [""ʃr"", -15.7212], [""jm"", -15.7212], [""ʃmm"", -15.8069]]"
ainaja	ʕsˤ	-18.157	"[[""ʕsˤ"", -18.157], [""arsˤ"", -18.4134], [""qrsˤ"", -18.4134], [""xrsˤ"", -18.4134], [""xnsˤ"", -18.4134], [""sˤlj"", -18.4223], [""sˤpn"", -18.4918], [""jm"", -19.074], [""ʃr"", -19.074], [""ʃmm"", -19.1195]]"
ainajar	ʕsˤ	-21.3758	"[[""ʕsˤ"", -21.3758], [""sˤlj"", -21.4477], [""sˤpn"", -21.5008], [""arsˤ"", -21.6167], [""xrsˤ"", -21.6167], [""xnsˤ"", -21.6167], [""qrsˤ"", -21.6167], [""ʃr"", -22.4476], [""jm"", -22.4476], [""srr"", -22.4603]]"
ainajare	sˤlj	-24.5625	"[[""sˤlj"", -24.5625], [""sˤpn"", -24.6054], [""ʕsˤ"", -24.6574], [""xrsˤ"", -24.8833], [""xnsˤ"", -24.8833], [""qrsˤ"", -24.8833], [""arsˤ"", -24.8833], [""sˤVlʕu"", -25.63], [""sjs"", -25.8217], [""ʃmm"", -25.8217]]"
ainajaret	sˤlj	-27.7388	"[[""sˤlj"", -27.7388], [""sˤpn"", -27.7745], [""ʕsˤ"", -27.979], [""xnsˤ"", -28.1901], [""arsˤ"", -28.1901], [""qrsˤ"", -28.1901], [""xrsˤ"", -28.1901], [""sˤVlʕu"", -28.5343], [""srr"", -29.1989], [""nʃm"", -29.1989]]"
ainajareta	sˤlj	-30.9596	"[[""sˤlj"", -30.9596], [""sˤpn"", -30.9901], [""ʕsˤ"", -31.3282], [""sˤVlʕu"", -31.5103], [""xrsˤ"", -31.5249], [""xnsˤ"", -31.5249], [""qrsˤ"", -31.5249], [""arsˤ"", -31.5249], [""nʃm"", -32.5887], [""ʃmm"", -32.5887]]"
ainw	ʃd	-7.0108	"[[""ʃd"", -7.0108], [""ʃt"", -7.0108], [""jd"", -7.0108], [""jrd"", -9.0971], [""ʃnt"", -9.0971], [""mʃnʔ"", -9.3217], [""ħjq"", -9.3815], [""ħwt"", -9.3815], [""hwt"", -9.3815], [""qʃt"", -9.3815]]"
ainwa	jd	-10.518	"[[""jd"", -10.518], [""ʃt"", -10.518], [""ʃd"", -10.518], [""pltˤ"", -12.237], [""ʃnt"", -12.5967], [""jrd"", -12.5967], [""mʃnʔ"", -12.8267], [""ʃpħ"", -12.8687], [""ħjq"", -12.8786], [""qrt"", -12.8786]]"
ainwaz	jd	-14.0252	"[[""jd"", -14.0252], [""ʃt"", -14.0252], [""ʃd"", -14.0252], [""pltˤ"", -15.0553], [""ʃpħ"", -16.0961], [""ʃnt"", -16.0961], [""jrd"", -16.0961], [""mʃnʔ"", -16.331], [""lʔik"", -16.3742], [""ʃʕr"", -16.3755]]"
ainwaza	jd	-17.5324	"[[""jd"", -17.5324], [""ʃd"", -17.5324], [""ʃt"", -17.5324], [""pltˤ"", -18.1553], [""ʃpħ"", -19.3852], [""lʔik"", -19.58], [""ʃnt"", -19.5954], [""jrd"", -19.5954], [""nħʃ"", -19.6031], [""nʕl"", -19.6031]]"
ainwazaΦ	jd	-21.0396	"[[""jd"", -21.0396], [""ʃt"", -21.0396], [""ʃd"", -21.0396], [""pltˤ"", -21.3715], [""ʃpħ"", -22.7135], [""lʔik"", -22.8504], [""ʃpʃ"", -22.8922], [""nħʃ"", -22.8922], [""nʕl"", -22.8922], [""ʃʕr"", -22.8922]]"
ainwazaΦn	ʃʕr	-21.0339	"[[""ʃʕr"", -21.0339], [""ʃpʃ"", -21.0339], [""nħʃ"", -21.0339], [""nʕl"", -21.0339], [""lbn"", -21.0339], [""mʃqj"", -23.0818], [""ʕʃtj"", -23.3538], [""sˤpn"", -23.6326], [""btˤl"", -24.0325], [""ptˤr"", -24.0325]]"
ainwazaΦni	lbn	-24.5411	"[[""lbn"", -24.5411], [""ʃpʃ"", -24.5411], [""nʕl"", -24.5411], [""nħʃ"", -24.5411], [""ʃʕr"", -24.5411], [""mʃqj"", -26.5816], [""ʕʃtj"", -26.8514], [""sˤpn"", -27.1341], [""sˤVlʕu"", -27.2061], [""ʕsˤ"", -27.3667]]"
aiΘ	rpu	-10.4256	"[[""rpu"", -10.4256], [""ib"", -11.0372], [""il"", -11.0372], [""irt"", -11.1612], [""iʃt"", -11.1612], [""sˤuru"", -11.7574], [""ʕsˤ"", -12.1474], [""piru"", -12.2549], [""ʔilu"", -12.2549], [""binu"", -12.2549]]"
aiΘt	il	-13.9074	"[[""il"", -13.9074], [""ib"", -13.9074], [""rpu"", -13.926], [""iʃt"", -13.9673], [""irt"", -13.9673], [""sˤuru"", -14.9062], [""ʕsˤ"", -14.9765], [""ʃumu"", -15.5044], [""mutu"", -15.5044], [""piru"", -15.5044]]"
aiΘti	il	-17.0286	"[[""il"", -17.0286], [""ib"", -17.0286], [""iʃt"", -17.0565], [""irt"", -17.0565], [""rpu"", -17.4248], [""ʕsˤ"", -17.9765], [""sˤuru"", -18.1405], [""ʃiːru"", -18.4449], [""ʔuːzu"", -18.4449], [""ʕiːru"", -18.4449]]"
aiΘtij	il	-20.2581	"[[""il"", -20.2581], [""ib"", -20.2581], [""iʃt"", -20.2625], [""irt"", -20.2625], [""rpu"", -20.922], [""ʕsˤ"", -21.0773], [""unuːtu"", -21.3292], [""ʔuːzu"", -21.3873], [""ʕiːru"", -21.3873], [""ɣuːru"", -21.3873]]"
aiΘtija	irt	-23.5328	"[[""irt"", -23.5328], [""iʃt"", -23.5328], [""il"", -23.5482], [""ib"", -23.5482], [""unuːtu"", -24.243], [""ʕsˤ"", -24.2448], [""rpu"", -24.4175], [""ʔuːzu"", -24.4345], [""ʕiːru"", -24.4345], [""ʃiːru"", -24.4345]]"
aiΘtijas	iʃt	-26.844	"[[""iʃt"", -26.844], [""irt"", -26.844], [""il"", -26.8772], [""ib"", -26.8772], [""unuːtu"", -27.2622], [""ʕsˤ"", -27.4599], [""ʃiːru"", -27.5569], [""ʕiːru"", -27.5569], [""ɣuːru"", -27.5569], [""ʔuːzu"", -27.5569]]"
aiΘtijasa	iʃt	-30.1833	"[[""iʃt"", -30.1833], [""irt"", -30.1833], [""il"", -30.2332], [""ib"", -30.2332], [""unuːtu"", -30.353], [""ʕsˤ"", -30.7105], [""θinaː"", -30.7159], [""ʔuːzu"", -30.7342], [""ɣuːru"", -30.7342], [""ʃiːru"", -30.7342]]"
aiΘtijasas	unuːtu	-33.4959	"[[""unuːtu"", -33.4959], [""irt"", -33.5434], [""iʃt"", -33.5434], [""il"", -33.6091], [""ib"", -33.6091], [""θinaː"", -33.8624], [""Misˤraːma"", -33.9348], [""ɣuːru"", -33.9528], [""ʃiːru"", -33.9528], [""ʔuːzu"", -33.9528]]"
aiΘu	lʔik	-10.4235	"[[""lʔik"", -10.4235], [""mlk"", -12.8319], [""brk"", -12.8319], [""nbk"", -12.8319], [""ajk"", -12.8319], [""plk"", -12.8319], [""hpk"", -12.8319], [""ank"", -12.8319], [""luɡɡu"", -13.4615], [""sukku"", -13.4615]]"
