lost	top1_known	score	top10
adautinuin	ai	-28.0451	"[[""ai"", -28.0451], [""teuta"", -28.9113], [""tʰautori"", -29.6505], [""tai"", -29.7021], [""epi"", -30.2708], [""apa"", -30.2708], [""bilia"", -30.996], [""dasta"", -32.0187], [""klaohi"", -32.1559], [""ma"", -32.3496]]"
adaw	toi	-15.9824	"[[""toi"", -15.9824], [""kos"", -15.9824], [""θi"", -16.0479], [""ai"", -16.0479], [""si"", -16.0479], [""ma"", -16.0479], [""ti"", -16.0479], [""tai"", -17.8279], [""epi"", -17.8279], [""apa"", -17.8279]]"
adawa	toi	-18.8406	"[[""toi"", -18.8406], [""kos"", -18.8406], [""ti"", -19.3208], [""ai"", -19.3208], [""ma"", -19.3208], [""θi"", -19.3208], [""si"", -19.3208], [""tai"", -20.9547], [""epi"", -20.9547], [""zis"", -20.9547]]"
adawai	toi	-16.1101	"[[""toi"", -16.1101], [""ai"", -19.074], [""apa"", -19.146], [""epi"", -19.146], [""ti"", -19.2234], [""ma"", -19.2234], [""si"", -19.2234], [""θi"", -19.2234], [""tai"", -19.2816], [""rodita"", -20.9002]]"
adawaij	toi	-19.6173	"[[""toi"", -19.6173], [""ai"", -22.4476], [""epi"", -22.5055], [""apa"", -22.5055], [""ti"", -22.7256], [""θi"", -22.7256], [""si"", -22.7256], [""ma"", -22.7256], [""tai"", -22.7571], [""rodita"", -24.173]]"
adawaija	toi	-23.1245	"[[""toi"", -23.1245], [""ai"", -25.8371], [""epi"", -25.8806], [""apa"", -25.8806], [""ti"", -26.2276], [""θi"", -26.2276], [""si"", -26.2276], [""ma"", -26.2276], [""tai"", -26.2333], [""rodita"", -27.483]]"
adi	ai	-9.1137	"[[""ai"", -9.1137], [""apa"", -9.3539], [""epi"", -9.3539], [""ti"", -9.3933], [""ma"", -9.3933], [""θi"", -9.3933], [""si"", -9.3933], [""tai"", -9.6986], [""toi"", -9.7388], [""aran"", -12.5439]]"
adik	aran	-10.041	"[[""aran"", -10.041], [""tan"", -10.0826], [""beran"", -12.268], [""ai"", -12.3968], [""epi"", -12.5757], [""apa"", -12.5757], [""ti"", -12.8904], [""θi"", -12.8904], [""si"", -12.8904], [""ma"", -12.8904]]"
adiki	ai	-10.5135	"[[""ai"", -10.5135], [""hadiwe"", -12.8564], [""tai"", -12.8656], [""apa"", -13.1885], [""epi"", -13.1885], [""menzana"", -13.2962], [""morθana"", -13.4254], [""aran"", -13.5048], [""tan"", -13.5859], [""bilia"", -14.8112]]"
adikit	ai	-14.0198	"[[""ai"", -14.0198], [""hadiwe"", -15.9514], [""tai"", -16.3713], [""apa"", -16.6688], [""epi"", -16.6688], [""menzana"", -16.7749], [""morθana"", -16.9323], [""aran"", -16.9684], [""tan"", -17.0892], [""bilia"", -18.303]]"
adikite	ai	-17.5262	"[[""ai"", -17.5262], [""hadiwe"", -19.1605], [""tai"", -19.8771], [""apa"", -20.1491], [""epi"", -20.1491], [""menzana"", -20.2528], [""aran"", -20.4318], [""morθana"", -20.4393], [""tan"", -20.5925], [""hipades"", -21.6466]]"
adikites	hadiwe	-20.4539	"[[""hadiwe"", -20.4539], [""ai"", -21.0325], [""tai"", -23.3829], [""apa"", -23.6294], [""epi"", -23.6294], [""dazimas"", -23.6511], [""menzana"", -23.73], [""epiɡrawan"", -23.7657], [""aran"", -23.8951], [""morθana"", -23.9462]]"
adikitesi	hadiwe	-17.0889	"[[""hadiwe"", -17.0889], [""ai"", -23.4492], [""dazimas"", -23.6328], [""epiɡrawan"", -23.7542], [""dasta"", -23.7573], [""ma"", -24.5397], [""tabara"", -25.163], [""menzana"", -25.489], [""epi"", -25.507], [""apa"", -25.507]]"
adikitesir	hadiwe	-20.596	"[[""hadiwe"", -20.596], [""tabara"", -25.8555], [""tabaras"", -25.9116], [""dazimas"", -26.4546], [""epiɡrawan"", -26.5829], [""ai"", -26.9565], [""dasta"", -27.2619], [""bilia"", -27.7855], [""beran"", -28.0027], [""ma"", -28.0469]]"
adikitet	ai	-21.0325	"[[""ai"", -21.0325], [""hadiwe"", -22.4327], [""tai"", -23.3829], [""epi"", -23.6294], [""apa"", -23.6294], [""menzana"", -23.73], [""aran"", -23.8951], [""morθana"", -23.9463], [""tan"", -24.0958], [""hipades"", -24.8678]]"
adikitete	ai	-24.5388	"[[""ai"", -24.5388], [""hadiwe"", -25.7452], [""tai"", -26.8886], [""epi"", -27.1097], [""apa"", -27.1097], [""menzana"", -27.2065], [""aran"", -27.3584], [""morθana"", -27.4532], [""tan"", -27.5991], [""hipades"", -28.1525]]"
adikiteter	ai	-28.0451	"[[""ai"", -28.0451], [""hadiwe"", -29.0856], [""aran"", -30.1406], [""tai"", -30.3943], [""epi"", -30.5901], [""apa"", -30.5901], [""menzana"", -30.6433], [""morθana"", -30.96], [""tan"", -31.1023], [""andirahho"", -31.1054]]"
adikitu	ai	-17.5262	"[[""ai"", -17.5262], [""hadiwe"", -19.1605], [""tai"", -19.8771], [""apa"", -20.1491], [""epi"", -20.1491], [""menzana"", -20.2528], [""aran"", -20.4318], [""morθana"", -20.4393], [""tan"", -20.5925], [""hipades"", -21.6466]]"
adikituj	ai	-21.0325	"[[""ai"", -21.0325], [""hadiwe"", -22.4327], [""tai"", -23.3829], [""epi"", -23.6294], [""apa"", -23.6294], [""menzana"", -23.73], [""aran"", -23.8951], [""morθana"", -23.9463], [""tan"", -24.0958], [""hipades"", -24.8678]]"
adikituja	ai	-24.5388	"[[""ai"", -24.5388], [""hadiwe"", -25.7452], [""tai"", -26.8886], [""epi"", -27.1097], [""apa"", -27.1097], [""menzana"", -27.2065], [""aran"", -27.3584], [""morθana"", -27.4532], [""tan"", -27.5991], [""hipades"", -28.1525]]"
adikitujas	hadiwe	-27.4096	"[[""hadiwe"", -27.4096], [""ai"", -28.0451], [""dazimas"", -30.2528], [""tai"", -30.3943], [""apa"", -30.5901], [""epi"", -30.5901], [""menzana"", -30.6822], [""epiɡrawan"", -30.6881], [""aran"", -30.8217], [""morθana"", -30.9601]]"
aea	ti	-12.8387	"[[""ti"", -12.8387], [""ai"", -12.8387], [""ma"", -12.8387], [""θi"", -12.8387], [""si"", -12.8387], [""zis"", -14.7934], [""kos"", -14.7934], [""toi"", -14.7934], [""epi"", -14.7934], [""tan"", -14.7934]]"
aead	ti	-16.0479	"[[""ti"", -16.0479], [""ai"", -16.0479], [""ma"", -16.0479], [""θi"", -16.0479], [""si"", -16.0479], [""zis"", -17.8279], [""kos"", -17.8279], [""toi"", -17.8279], [""epi"", -17.8279], [""tan"", -17.8279]]"
aeadi	ai	-15.7212	"[[""ai"", -15.7212], [""apa"", -15.8337], [""epi"", -15.8337], [""ti"", -15.898], [""ma"", -15.898], [""θi"", -15.898], [""si"", -15.898], [""tai"", -16.0076], [""toi"", -16.0405], [""bilia"", -18.4275]]"
aeadik	aran	-16.5217	"[[""aran"", -16.5217], [""tan"", -16.5872], [""beran"", -18.3101], [""ai"", -19.074], [""berain"", -19.1081], [""bennan"", -19.133], [""epi"", -19.164], [""apa"", -19.164], [""ti"", -19.3992], [""θi"", -19.3992]]"
aeadiki	ai	-17.5262	"[[""ai"", -17.5262], [""menzana"", -19.1304], [""morθana"", -19.1943], [""hadiwe"", -19.3565], [""tai"", -19.3699], [""aran"", -20.0021], [""tan"", -20.091], [""apa"", -20.1462], [""epi"", -20.1462], [""bilia"", -20.9408]]"
aeadikit	ai	-21.0325	"[[""ai"", -21.0325], [""hadiwe"", -22.453], [""menzana"", -22.6229], [""morθana"", -22.7014], [""tai"", -22.8759], [""aran"", -23.4821], [""tan"", -23.5948], [""apa"", -23.628], [""epi"", -23.628], [""bilia"", -24.4373]]"
aeadikite	ai	-24.5388	"[[""ai"", -24.5388], [""hadiwe"", -25.6628], [""menzana"", -26.1147], [""morθana"", -26.2084], [""tai"", -26.3819], [""aran"", -26.9615], [""tan"", -27.0986], [""apa"", -27.1097], [""epi"", -27.1097], [""hipades"", -27.6903]]"
aeadikitet	ai	-28.0451	"[[""ai"", -28.0451], [""hadiwe"", -28.9355], [""menzana"", -29.606], [""morθana"", -29.7155], [""tai"", -29.8879], [""aran"", -30.4404], [""apa"", -30.5915], [""epi"", -30.5915], [""tan"", -30.6024], [""hipades"", -30.9119]]"
aid	ai	-9.1137	"[[""ai"", -9.1137], [""apa"", -9.3632], [""epi"", -9.3632], [""ti"", -9.783], [""ma"", -9.783], [""θi"", -9.783], [""si"", -9.783], [""tai"", -10.3225], [""toi"", -10.4256], [""aran"", -11.89]]"
aida	ai	-12.3968	"[[""ai"", -12.3968], [""apa"", -12.5757], [""epi"", -12.5757], [""ti"", -13.2748], [""ma"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""tai"", -13.7763], [""toi"", -13.926], [""aran"", -14.7714]]"
aidaa	ai	-15.7212	"[[""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""ti"", -16.7665], [""θi"", -16.7665], [""si"", -16.7665], [""ma"", -16.7665], [""tai"", -17.2314], [""toi"", -17.4248], [""aran"", -17.8086]]"
aidaau	ai	-19.074	"[[""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""ti"", -20.2581], [""θi"", -20.2581], [""si"", -20.2581], [""ma"", -20.2581], [""tai"", -20.6878], [""toi"", -20.922], [""aran"", -20.9372]]"
aidaj	ai	-15.7212	"[[""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""ti"", -16.7665], [""θi"", -16.7665], [""si"", -16.7665], [""ma"", -16.7665], [""tai"", -17.2314], [""toi"", -17.4248], [""aran"", -17.8086]]"
aidaja	ai	-19.074	"[[""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""ti"", -20.2581], [""θi"", -20.2581], [""si"", -20.2581], [""ma"", -20.2581], [""tai"", -20.6878], [""toi"", -20.922], [""aran"", -20.9372]]"
aidajas	ai	-22.4476	"[[""ai"", -22.4476], [""apa"", -22.5055], [""epi"", -22.5055], [""ma"", -23.3807], [""ti"", -23.7495], [""θi"", -23.7495], [""si"", -23.7495], [""aran"", -24.1264], [""tai"", -24.1454], [""toi"", -24.4175]]"
aij	ai	-9.1137	"[[""ai"", -9.1137], [""apa"", -9.3632], [""epi"", -9.3632], [""ti"", -9.783], [""ma"", -9.783], [""θi"", -9.783], [""si"", -9.783], [""tai"", -10.3225], [""toi"", -10.4256], [""aran"", -11.89]]"
aija	ai	-12.3968	"[[""ai"", -12.3968], [""apa"", -12.5757], [""epi"", -12.5757], [""ti"", -13.2748], [""ma"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""tai"", -13.7763], [""toi"", -13.926], [""aran"", -14.7714]]"
ain	ai	-9.1137	"[[""ai"", -9.1137], [""epi"", -9.3632], [""apa"", -9.3632], [""teuta"", -9.7475], [""ti"", -9.783], [""θi"", -9.783], [""si"", -9.783], [""ma"", -9.783], [""tai"", -10.3225], [""toi"", -10.4256]]"
aina	ai	-12.3968	"[[""ai"", -12.3968], [""teuta"", -12.5564], [""epi"", -12.5757], [""apa"", -12.5757], [""ti"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""ma"", -13.2748], [""tai"", -13.7763], [""toi"", -13.926]]"
ainaj	teuta	-15.6471	"[[""teuta"", -15.6471], [""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""ti"", -16.7665], [""θi"", -16.7665], [""ma"", -16.7665], [""si"", -16.7665], [""tai"", -17.2314], [""toi"", -17.4248]]"
ainaja	teuta	-18.8541	"[[""teuta"", -18.8541], [""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""ti"", -20.2581], [""θi"", -20.2581], [""ma"", -20.2581], [""si"", -20.2581], [""tai"", -20.6878], [""toi"", -20.922]]"
ainajar	aran	-20.9695	"[[""aran"", -20.9695], [""tʰautori"", -21.8867], [""teuta"", -22.1253], [""ai"", -22.4476], [""epi"", -22.5055], [""apa"", -22.5055], [""bilia"", -23.6773], [""beran"", -23.6921], [""ti"", -23.7495], [""si"", -23.7495]]"
ainajare	aran	-23.7851	"[[""aran"", -23.7851], [""tʰautori"", -24.734], [""teuta"", -25.4372], [""ai"", -25.8371], [""epi"", -25.8672], [""apa"", -25.8672], [""bilia"", -26.5006], [""beran"", -26.508], [""zis"", -27.1151], [""ti"", -27.2408]]"
ainajaret	aran	-26.8781	"[[""aran"", -26.8781], [""tʰautori"", -27.844], [""teuta"", -28.7773], [""ai"", -29.2391], [""epi"", -29.2446], [""apa"", -29.2446], [""bilia"", -29.5961], [""beran"", -29.6011], [""zis"", -30.2504], [""artorres"", -30.6439]]"
ainajareta	aran	-30.0864	"[[""aran"", -30.0864], [""tʰautori"", -31.0653], [""teuta"", -32.138], [""epi"", -32.6343], [""apa"", -32.6343], [""ai"", -32.6513], [""bilia"", -32.8057], [""beran"", -32.8094], [""zis"", -33.481], [""artorres"", -33.74]]"
ainw	ai	-12.3968	"[[""ai"", -12.3968], [""teuta"", -12.5564], [""epi"", -12.5757], [""apa"", -12.5757], [""tʰautori"", -12.7681], [""ti"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""ma"", -13.2748], [""tai"", -13.7763]]"
ainwa	tʰautori	-15.5676	"[[""tʰautori"", -15.5676], [""teuta"", -15.6471], [""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""klaohi"", -16.6938], [""ti"", -16.7665], [""ma"", -16.7665], [""si"", -16.7665], [""θi"", -16.7665]]"
ainwaz	tʰautori	-18.6454	"[[""tʰautori"", -18.6454], [""teuta"", -18.8541], [""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""klaohi"", -19.7828], [""si"", -20.2581], [""θi"", -20.2581], [""ma"", -20.2581], [""ti"", -20.2581]]"
ainwaza	tʰautori	-21.8386	"[[""tʰautori"", -21.8386], [""teuta"", -22.1253], [""ai"", -22.4476], [""epi"", -22.5055], [""apa"", -22.5055], [""klaohi"", -22.989], [""si"", -23.7495], [""θi"", -23.7495], [""ma"", -23.7495], [""ti"", -23.7495]]"
ainwazaΦ	klaohi	-24.3	"[[""klaohi"", -24.3], [""apa"", -24.3124], [""epi"", -24.3124], [""tʰautori"", -25.0955], [""teuta"", -25.4372], [""ai"", -25.8371], [""θi"", -27.0426], [""si"", -27.2408], [""ma"", -27.2408], [""ti"", -27.2408]]"
ainwazaΦn	klaohi	-27.1717	"[[""klaohi"", -27.1717], [""epi"", -27.2227], [""apa"", -27.2227], [""tʰautori"", -28.3884], [""teuta"", -28.6433], [""ai"", -29.2391], [""θi"", -30.3735], [""aran"", -30.6244], [""ti"", -30.732], [""ma"", -30.732]]"
ainwazaΦni	klaohi	-24.4434	"[[""klaohi"", -24.4434], [""apa"", -24.5393], [""epi"", -24.5393], [""ai"", -28.0451], [""tʰautori"", -28.3438], [""teuta"", -28.68], [""θi"", -28.7336], [""tepise"", -29.5968], [""apistaθi"", -30.0606], [""toi"", -30.096]]"
aiΘ	ai	-9.1137	"[[""ai"", -9.1137], [""apa"", -9.3632], [""epi"", -9.3632], [""ti"", -9.783], [""ma"", -9.783], [""θi"", -9.783], [""si"", -9.783], [""tai"", -10.3225], [""toi"", -10.4256], [""aran"", -11.89]]"
aiΘt	ai	-12.3968	"[[""ai"", -12.3968], [""apa"", -12.5757], [""epi"", -12.5757], [""ti"", -13.2748], [""ma"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""tai"", -13.7763], [""toi"", -13.926], [""aran"", -14.7714]]"
aiΘti	ai	-10.5135	"[[""ai"", -10.5135], [""epi"", -12.8306], [""apa"", -12.8306], [""tai"", -13.2538], [""bilia"", -15.2227], [""ti"", -15.5709], [""θi"", -15.5709], [""si"", -15.5709], [""ma"", -15.5709], [""dasta"", -15.6206]]"
aiΘtij	ai	-14.0198	"[[""ai"", -14.0198], [""apa"", -16.3189], [""epi"", -16.3189], [""tai"", -16.7589], [""bilia"", -18.7071], [""aran"", -19.0248], [""ti"", -19.074], [""θi"", -19.074], [""si"", -19.074], [""ma"", -19.074]]"
aiΘtija	ai	-17.5262	"[[""ai"", -17.5262], [""apa"", -19.807], [""epi"", -19.807], [""tai"", -20.264], [""aran"", -22.1315], [""bilia"", -22.1907], [""ti"", -22.577], [""θi"", -22.577], [""si"", -22.577], [""ma"", -22.577]]"
aiΘtijas	ai	-21.0325	"[[""ai"", -21.0325], [""apa"", -23.2951], [""epi"", -23.2951], [""tai"", -23.769], [""aran"", -25.3453], [""epiɡrawan"", -25.5348], [""bilia"", -25.6706], [""hadiwe"", -25.7771], [""ma"", -25.9512], [""dazimas"", -25.9525]]"
aiΘtijasa	ai	-24.5388	"[[""ai"", -24.5388], [""apa"", -26.783], [""epi"", -26.783], [""tai"", -27.274], [""epiɡrawan"", -28.3424], [""aran"", -28.6193], [""hadiwe"", -28.6887], [""dazimas"", -28.764], [""bilia"", -29.1468], [""ma"", -29.3411]]"
aiΘtijasas	ai	-28.0451	"[[""ai"", -28.0451], [""apa"", -30.2708], [""epi"", -30.2708], [""tai"", -30.779], [""epiɡrawan"", -31.1153], [""hadiwe"", -31.5488], [""dazimas"", -31.5643], [""aran"", -31.9321], [""bilia"", -32.6167], [""ma"", -32.6513]]"
aiΘu	ai	-12.3968	"[[""ai"", -12.3968], [""apa"", -12.5757], [""epi"", -12.5757], [""ti"", -13.2748], [""ma"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""tai"", -13.7763], [""toi"", -13.926], [""aran"", -14.7714]]"
aiΘuj	ai	-15.7212	"[[""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""ti"", -16.7665], [""θi"", -16.7665], [""si"", -16.7665], [""ma"", -16.7665], [""tai"", -17.2314], [""toi"", -17.4248], [""aran"", -17.8086]]"
aiΘuja	ai	-19.074	"[[""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""ti"", -20.2581], [""θi"", -20.2581], [""si"", -20.2581], [""ma"", -20.2581], [""tai"", -20.6878], [""toi"", -20.922], [""aran"", -20.9372]]"
aiΘut	ai	-15.7212	"[[""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""ti"", -16.7665], [""θi"", -16.7665], [""si"", -16.7665], [""ma"", -16.7665], [""tai"", -17.2314], [""toi"", -17.4248], [""aran"", -17.8086]]"
aiΘuti	ai	-14.0198	"[[""ai"", -14.0198], [""apa"", -16.0598], [""epi"", -16.0598], [""tai"", -16.7445], [""bilia"", -18.5078], [""teuta"", -18.8203], [""dasta"", -18.8203], [""ti"", -18.944], [""θi"", -18.944], [""si"", -18.944]]"
aiΘutin	ai	-17.5262	"[[""ai"", -17.5262], [""apa"", -19.5527], [""epi"", -19.5527], [""tai"", -20.2492], [""teuta"", -21.6786], [""bilia"", -21.9908], [""aran"", -22.2485], [""dasta"", -22.3234], [""ti"", -22.4476], [""θi"", -22.4476]]"
aiΘutinu	ai	-21.0325	"[[""ai"", -21.0325], [""epi"", -23.0454], [""apa"", -23.0454], [""tai"", -23.7539], [""teuta"", -24.7862], [""aran"", -25.3636], [""bilia"", -25.4733], [""dasta"", -25.8247], [""ti"", -25.9512], [""θi"", -25.9512]]"
aiΘutinuj	ai	-24.5388	"[[""ai"", -24.5388], [""epi"", -26.5379], [""apa"", -26.5379], [""tai"", -27.2585], [""teuta"", -28.0018], [""aran"", -28.5837], [""bilia"", -28.9551], [""dasta"", -29.3244], [""tʰautori"", -29.4063], [""ti"", -29.4546]]"
aiΘutinuja	ai	-28.0451	"[[""ai"", -28.0451], [""epi"", -30.0303], [""apa"", -30.0303], [""tai"", -30.7632], [""teuta"", -31.2779], [""aran"", -31.8631], [""tʰautori"", -32.4302], [""bilia"", -32.4365], [""dasta"", -32.8224], [""ti"", -32.9579]]"
aiΘw	ai	-12.3968	"[[""ai"", -12.3968], [""epi"", -12.5757], [""apa"", -12.5757], [""ti"", -13.2748], [""θi"", -13.2748], [""si"", -13.2748], [""ma"", -13.2748], [""tai"", -13.7763], [""toi"", -13.8237], [""klaohi"", -13.8896]]"
aiΘwa	ai	-15.7212	"[[""ai"", -15.7212], [""epi"", -15.8501], [""apa"", -15.8501], [""klaohi"", -16.6938], [""ti"", -16.7665], [""ma"", -16.7665], [""si"", -16.7665], [""θi"", -16.7665], [""toi"", -17.2314], [""tai"", -17.2314]]"
aiΘwae	ai	-19.074	"[[""ai"", -19.074], [""epi"", -19.164], [""apa"", -19.164], [""klaohi"", -19.7828], [""ti"", -20.2581], [""ma"", -20.2581], [""θi"", -20.2581], [""si"", -20.2581], [""toi"", -20.6469], [""tai"", -20.6878]]"
aiΘwaea	ai	-22.4476	"[[""ai"", -22.4476], [""epi"", -22.5055], [""apa"", -22.5055], [""klaohi"", -22.989], [""ti"", -23.7495], [""ma"", -23.7495], [""θi"", -23.7495], [""si"", -23.7495], [""toi"", -24.069], [""aran"", -24.1264]]"
