lost	top1_known	score	top10
adiki	-Ø	-13.9506	"[[""-Ø"", -13.9506], [""-u"", -14.0452], [""-le"", -14.8093], [""-ke"", -14.8093], ["")le"", -14.8093], ["")ke"", -14.8093], [""pukʰe"", -15.9627], ["")nuale"", -16.21], [""-nu"", -16.6665], ["")nu"", -16.6665]]"
adikit	ker	-16.1101	"[[""ker"", -16.1101], [""pʰuter"", -16.1649], [""kusen"", -16.5771], [""-Ø"", -17.0572], [""ʃur"", -17.3798], [""-u"", -17.5422], [""-le"", -17.8224], ["")le"", -17.8224], [""pʰelna"", -18.272], [""kʰeli"", -18.2817]]"
adikite	ker	-19.6173	"[[""ker"", -19.6173], [""pʰuter"", -19.672], [""kusen"", -20.0842], [""-Ø"", -20.2315], [""-l(a)"", -20.8572], [""-r(a)"", -20.8572], [""ʃur"", -20.8868], [""-le"", -20.999], ["")le"", -20.999], [""-u"", -21.0376]]"
adikites	-l(a)	-23.0549	"[[""-l(a)"", -23.0549], [""-r(a)"", -23.0549], [""ker"", -23.1245], [""pʰuter"", -23.179], [""-Ø"", -23.4538], [""kusen"", -23.5913], [""pʰelna"", -24.1646], [""kʰeli"", -24.2373], ["")le"", -24.2569], [""-le"", -24.2569]]"
adikitesi	-l(a)	-25.6752	"[[""-l(a)"", -25.6752], [""-r(a)"", -25.6752], [""ker"", -26.6316], [""pʰuter"", -26.686], [""-Ø"", -26.712], [""kusen"", -27.0983], [""pʰelna"", -27.3714], [""kʰeli"", -27.4621], [""-le"", -27.5638], ["")le"", -27.5638]]"
adikitesir	)nu	-26.4931	"[["")nu"", -26.4931], [""-nu"", -26.4931], [""eluku"", -27.0594], [""-l(a)"", -28.5056], [""-r(a)"", -28.5056], [""helanu"", -28.9536], [""-u"", -29.316], [""walθe?nu"", -29.5574], [""hepru"", -29.9398], [""-Ø"", -29.9981]]"
adikitet	pʰelna	-21.753	"[[""pʰelna"", -21.753], [""ker"", -22.425], [""pʰuter"", -22.4731], [""kusen"", -22.8843], [""-l(a)"", -23.0495], [""-r(a)"", -23.0495], [""erikian"", -23.3073], [""-Ø"", -23.4538], [""ʃur"", -23.6735], [""kʰeli"", -23.9609]]"
adikitete	pʰelna	-24.5971	"[[""pʰelna"", -24.5971], [""-l(a)"", -25.5395], [""-r(a)"", -25.5395], [""ker"", -25.9326], [""pʰuter"", -25.9806], [""kusen"", -26.3919], [""-Ø"", -26.712], [""erikian"", -26.8044], [""kʰeli"", -27.0704], [""-le"", -27.1718]]"
adikiteter	-nu	-25.6259	"[[""-nu"", -25.6259], ["")nu"", -25.6259], [""etʰunnu"", -26.1354], [""helanu"", -26.4534], [""eluku"", -26.6027], [""pʰelna"", -27.7091], [""lupnu"", -27.828], [""walθe?nu"", -27.979], [""-l(a)"", -28.256], [""-r(a)"", -28.256]]"
adikitu	ker	-19.6173	"[[""ker"", -19.6173], [""pʰuter"", -19.672], [""kusen"", -20.0842], [""-Ø"", -20.2315], [""-l(a)"", -20.8572], [""-r(a)"", -20.8572], [""ʃur"", -20.8868], [""-le"", -20.999], ["")le"", -20.999], [""-u"", -21.0376]]"
adikituj	-l(a)	-23.0549	"[[""-l(a)"", -23.0549], [""-r(a)"", -23.0549], [""ker"", -23.1245], [""pʰuter"", -23.179], [""-Ø"", -23.4538], [""kusen"", -23.5913], [""pʰelna"", -24.1646], [""kʰeli"", -24.2373], [""-le"", -24.2569], ["")le"", -24.2569]]"
adikituja	-r(a)	-25.6752	"[[""-r(a)"", -25.6752], [""-l(a)"", -25.6752], [""ker"", -26.6316], [""pʰuter"", -26.686], [""-Ø"", -26.712], [""kusen"", -27.0983], [""pʰelna"", -27.3714], [""kʰeli"", -27.4621], [""-le"", -27.5638], ["")le"", -27.5638]]"
adikitujas	-l(a)	-28.5056	"[[""-l(a)"", -28.5056], [""-r(a)"", -28.5056], [""-Ø"", -29.9981], [""ker"", -30.1387], [""pʰuter"", -30.193], [""kusen"", -30.6054], [""pʰelna"", -30.6427], [""kʰeli"", -30.7495], ["")le"", -30.9033], [""-le"", -30.9033]]"
aea	-Ø	-8.1187	"[[""-Ø"", -8.1187], [""-s"", -11.3633], [""-u"", -11.3633], ["")s"", -11.3633], ["")le"", -11.5351], [""-na"", -11.5351], ["")ke"", -11.5351], [""-le"", -11.5351], [""-ke"", -11.5351], [""-ka"", -11.5351]]"
aead	-u	-9.4726	"[[""-u"", -9.4726], [""-Ø"", -10.9467], [""-nu"", -11.9751], ["")nu"", -11.9751], [""-s"", -14.4053], ["")s"", -14.4053], ["")na"", -14.5247], [""-si"", -14.5247], [""-le"", -14.5247], [""-na"", -14.5247]]"
aeadi	-u	-12.9775	"[[""-u"", -12.9775], [""-Ø"", -13.9506], ["")nu"", -15.444], [""-nu"", -15.444], [""-s"", -17.5387], ["")s"", -17.5387], [""-ka"", -17.6191], [""-le"", -17.6191], [""-na"", -17.6191], ["")si"", -17.6191]]"
aeadik	-u	-16.4818	"[[""-u"", -16.4818], [""-Ø"", -17.0572], ["")ke"", -17.5004], [""-le"", -17.5004], ["")le"", -17.5004], [""-ke"", -17.5004], ["")nuale"", -18.181], [""pukʰe"", -18.6141], [""-nu"", -18.9064], ["")nu"", -18.9064]]"
aeadiki	-u	-19.9855	"[[""-u"", -19.9855], [""-Ø"", -20.2315], [""-ke"", -20.9957], ["")le"", -20.9957], [""-le"", -20.9957], ["")ke"", -20.9957], ["")nuale"", -21.6852], [""pukʰe"", -22.1183], ["")nu"", -22.3631], [""-nu"", -22.3631]]"
aeadikit	pʰuter	-21.6621	"[[""pʰuter"", -21.6621], [""ker"", -22.7226], [""kusen"", -22.8694], [""-Ø"", -23.4538], [""-u"", -23.4886], [""ʃur"", -23.7445], [""-le"", -24.1742], ["")le"", -24.1742], [""pʰelna"", -24.4476], [""kʰeli"", -24.4573]]"
aeadikite	pʰuter	-25.1692	"[[""pʰuter"", -25.1692], [""ker"", -26.2298], [""kusen"", -26.3765], [""-Ø"", -26.712], [""-u"", -26.9912], [""pʰelna"", -27.2509], [""ʃur"", -27.2516], [""kʰeli"", -27.301], ["")le"", -27.4337], [""-le"", -27.4337]]"
aeadikitet	pʰelna	-27.9289	"[[""pʰelna"", -27.9289], [""pʰuter"", -27.9708], [""ker"", -29.0401], [""kusen"", -29.178], [""-l(a)"", -29.7054], [""-r(a)"", -29.7054], [""-Ø"", -29.9981], [""ʃur"", -30.0521], [""etʰunnu"", -30.1169], [""kʰeli"", -30.1373]]"
aid	-u	-6.3678	"[[""-u"", -6.3678], [""-Ø"", -8.1187], [""-nu"", -9.0808], ["")nu"", -9.0808], [""-s"", -11.3633], ["")s"", -11.3633], ["")na"", -11.5351], ["")si"", -11.5351], [""-ka"", -11.5351], [""-le"", -11.5351]]"
aida	-u	-9.8719	"[[""-u"", -9.8719], [""-Ø"", -10.9467], [""-nu"", -12.5321], ["")nu"", -12.5321], [""-s"", -14.4053], ["")s"", -14.4053], [""-si"", -14.5247], [""-ke"", -14.5247], [""-le"", -14.5247], ["")le"", -14.5247]]"
aidaa	-u	-13.3751	"[[""-u"", -13.3751], [""-Ø"", -13.9506], [""-nu"", -15.9727], ["")nu"", -15.9727], [""-s"", -17.5387], ["")s"", -17.5387], ["")ke"", -17.6191], [""-ka"", -17.6191], [""-ke"", -17.6191], ["")si"", -17.6191]]"
aidaau	-u	-16.8775	"[[""-u"", -16.8775], [""-Ø"", -17.0572], [""-nu"", -19.4045], ["")nu"", -19.4045], [""-s"", -20.7328], ["")s"", -20.7328], [""-s(i)"", -20.7329], [""-l(a)"", -20.7329], [""-r(a)"", -20.7329], [""-ka"", -20.7824]]"
aidaj	-u	-13.3751	"[[""-u"", -13.3751], [""-Ø"", -13.9506], [""-nu"", -15.9727], ["")nu"", -15.9727], [""-s"", -17.5387], ["")s"", -17.5387], ["")ke"", -17.6191], [""-ka"", -17.6191], [""-ke"", -17.6191], ["")si"", -17.6191]]"
aidaja	-u	-16.8775	"[[""-u"", -16.8775], [""-Ø"", -17.0572], [""-nu"", -19.4045], ["")nu"", -19.4045], [""-s"", -20.7328], ["")s"", -20.7328], [""-s(i)"", -20.7329], [""-l(a)"", -20.7329], [""-r(a)"", -20.7329], [""-ka"", -20.7824]]"
aidajas	-Ø	-20.2315	"[[""-Ø"", -20.2315], [""-u"", -20.3791], ["")nu"", -22.8293], [""-nu"", -22.8293], [""-l(a)"", -23.6075], [""-r(a)"", -23.6075], [""-s(i)"", -23.6075], [""θaukʰ-"", -23.7983], [""-s"", -23.9705], ["")s"", -23.9705]]"
aij	-Ø	-8.1187	"[[""-Ø"", -8.1187], [""-s"", -11.3633], [""-u"", -11.3633], ["")s"", -11.3633], ["")le"", -11.5351], [""-na"", -11.5351], ["")ke"", -11.5351], [""-le"", -11.5351], [""-ke"", -11.5351], [""-ka"", -11.5351]]"
aija	-Ø	-10.9467	"[[""-Ø"", -10.9467], [""-s"", -14.4053], ["")s"", -14.4053], [""-u"", -14.4053], [""-ke"", -14.5247], [""-ka"", -14.5247], [""-le"", -14.5247], ["")le"", -14.5247], ["")ke"", -14.5247], [""-na"", -14.5247]]"
ain	-Ø	-8.1187	"[[""-Ø"", -8.1187], [""ta"", -10.4301], [""θal"", -10.4814], [""-s"", -11.3633], [""-u"", -11.3633], ["")s"", -11.3633], ["")si"", -11.5351], ["")na"", -11.5351], [""-na"", -11.5351], ["")nu"", -11.5351]]"
aina	-Ø	-10.9467	"[[""-Ø"", -10.9467], [""tʰal"", -13.2717], [""ta"", -13.2748], [""θal"", -13.2847], [""-u"", -14.4053], ["")s"", -14.4053], [""-s"", -14.4053], [""-ka"", -14.5247], ["")si"", -14.5247], [""-si"", -14.5247]]"
ainaj	-Ø	-13.9506	"[[""-Ø"", -13.9506], [""tʰal"", -15.7106], [""θal"", -16.3735], [""ta"", -16.3873], [""-s"", -17.5387], [""-u"", -17.5387], ["")s"", -17.5387], ["")ke"", -17.6191], [""-ke"", -17.6191], [""-si"", -17.6191]]"
ainaja	-Ø	-17.0572	"[[""-Ø"", -17.0572], [""tʰal"", -18.529], [""θal"", -19.5798], [""ta"", -19.6125], [""θaukʰ-"", -20.3853], [""-u"", -20.7328], ["")s"", -20.7328], [""-s"", -20.7328], [""-s(i)"", -20.7329], [""-r(a)"", -20.7329]]"
ainajar	-u	-19.3043	"[[""-u"", -19.3043], [""-Ø"", -20.2315], ["")nu"", -21.3521], [""-nu"", -21.3521], [""tʰal"", -21.5232], [""θianu"", -22.1349], [""utiku"", -22.615], [""θal"", -22.8505], [""ta"", -22.9002], [""θaukʰ-"", -22.9281]]"
ainajare	-u	-22.8099	"[[""-u"", -22.8099], [""-Ø"", -23.4538], [""tʰal"", -24.6203], [""-nu"", -24.8393], ["")nu"", -24.8393], [""θaukʰ-"", -25.3466], [""θianu"", -25.6219], [""utiku"", -26.1129], [""θal"", -26.1621], [""ta"", -26.2276]]"
ainajaret	laθur	-24.4355	"[[""laθur"", -24.4355], [""tʰal"", -24.4801], [""θurti"", -25.1906], [""twalur"", -25.5982], [""taniun"", -25.6177], [""etʰunnu"", -25.743], [""θal"", -26.1905], [""-u"", -26.3152], [""-Ø"", -26.712], [""ʃur"", -26.732]]"
ainajareta	laθur	-27.9426	"[[""laθur"", -27.9426], [""tʰal"", -27.9757], [""θurti"", -27.9937], [""etʰunnu"", -28.5501], [""twalur"", -29.0816], [""taniun"", -29.1227], [""θal"", -29.6928], [""-u"", -29.8202], [""-Ø"", -29.9981], [""ʃur"", -30.2392]]"
ainw	-Ø	-10.9467	"[[""-Ø"", -10.9467], [""-ke"", -12.1927], ["")ke"", -12.1927], [""-ka"", -12.1927], [""tʰal"", -13.2717], [""ta"", -13.2748], [""θal"", -13.2847], [""θaukʰ-"", -13.8724], [""tauke"", -13.8955], [""ka"", -13.9074]]"
ainwa	-Ø	-13.9506	"[[""-Ø"", -13.9506], ["")ke"", -15.0316], [""-ka"", -15.0316], [""-ke"", -15.0316], [""ikʰ"", -15.4237], [""θaukʰ-"", -15.6501], [""sukʰ"", -15.681], [""tʰal"", -15.7106], [""θal"", -16.3735], [""ta"", -16.3873]]"
ainwaz	θaukʰ-	-16.1304	"[[""θaukʰ-"", -16.1304], [""-Ø"", -17.0572], [""-ke"", -18.1387], ["")ke"", -18.1387], [""-ka"", -18.1387], [""ikʰ"", -18.2656], [""sukʰ"", -18.5065], [""tʰal"", -18.529], [""kʰan"", -19.2115], [""θal"", -19.5798]]"
ainwaza	θaukʰ-	-18.5846	"[[""θaukʰ-"", -18.5846], [""-Ø"", -20.2315], [""-ke"", -21.3586], ["")ke"", -21.3586], [""-ka"", -21.3586], [""ikʰ"", -21.3746], [""tʰal"", -21.5232], [""sukʰ"", -21.6114], [""kʰan"", -22.0323], [""θal"", -22.8505]]"
ainwazaΦ	θaukʰ-	-21.4129	"[[""θaukʰ-"", -21.4129], [""twalos"", -21.9563], [""-s"", -21.9698], ["")s"", -21.9698], [""θaukis"", -22.9666], [""-Ø"", -23.4538], [""kʰaris"", -24.1103], [""pitis"", -24.5499], [""tumis"", -24.5693], [""ikʰ"", -24.5959]]"
ainwazaΦn	θaukʰ-	-24.4153	"[[""θaukʰ-"", -24.4153], [""twalos"", -25.4634], [""-s"", -25.4767], ["")s"", -25.4767], [""θaukis"", -26.4667], [""-Ø"", -26.712], [""-s(i)"", -27.4724], [""kʰaris"", -27.5979], [""tʰal"", -27.7837], [""ikʰ"", -27.8797]]"
ainwazaΦni	θaukʰ-	-27.5196	"[[""θaukʰ-"", -27.5196], [""twalos"", -28.9704], [""-s"", -28.9835], ["")s"", -28.9835], [""-s(i)"", -29.7102], [""θaukis"", -29.9665], [""-Ø"", -29.9981], [""tʰal"", -30.9633], [""pʰuter"", -31.0755], [""kʰaris"", -31.0772]]"
aiΘ	-Ø	-8.1187	"[[""-Ø"", -8.1187], [""-s"", -11.3633], [""-u"", -11.3633], ["")s"", -11.3633], ["")le"", -11.5351], [""-na"", -11.5351], ["")ke"", -11.5351], [""-le"", -11.5351], [""-ke"", -11.5351], [""-ka"", -11.5351]]"
aiΘt	-Ø	-10.9467	"[[""-Ø"", -10.9467], ["")na"", -12.1927], [""-le"", -12.1927], [""-nu"", -12.1927], ["")nu"", -12.1927], [""-na"", -12.1927], ["")le"", -12.1927], [""ʃur"", -12.8319], [""ker"", -12.8319], [""θal"", -12.8319]]"
aiΘti	-Ø	-13.9506	"[[""-Ø"", -13.9506], [""-r(a)"", -14.3872], [""-l(a)"", -14.3872], [""-nu"", -15.0316], [""-le"", -15.0316], ["")nu"", -15.0316], ["")na"", -15.0316], [""-na"", -15.0316], ["")le"", -15.0316], [""ʃur"", -16.3369]]"
aiΘtij	-l(a)	-16.5624	"[[""-l(a)"", -16.5624], [""-r(a)"", -16.5624], [""-Ø"", -17.0572], [""-le"", -18.1387], ["")na"", -18.1387], [""-nu"", -18.1387], [""-na"", -18.1387], ["")nu"", -18.1387], ["")le"", -18.1387], [""ker"", -19.8413]]"
aiΘtija	-l(a)	-19.1764	"[[""-l(a)"", -19.1764], [""-r(a)"", -19.1764], [""-Ø"", -20.2315], ["")nu"", -21.3586], [""-le"", -21.3586], [""-nu"", -21.3586], [""-na"", -21.3586], ["")na"", -21.3586], ["")le"", -21.3586], [""θal"", -23.3451]]"
aiΘtijas	-l(a)	-22.004	"[[""-l(a)"", -22.004], [""-r(a)"", -22.004], [""-Ø"", -23.4538], ["")nu"", -24.6409], [""-nu"", -24.6409], [""-na"", -24.6409], ["")na"", -24.6409], [""-le"", -24.6409], ["")le"", -24.6409], [""-s(i)"", -26.5573]]"
aiΘtijasa	-r(a)	-24.9606	"[[""-r(a)"", -24.9606], [""-l(a)"", -24.9606], [""-Ø"", -26.712], [""-le"", -27.9629], ["")na"", -27.9629], ["")nu"", -27.9629], ["")le"", -27.9629], [""-na"", -27.9629], [""-nu"", -27.9629], [""-s(i)"", -29.5659]]"
aiΘtijasas	-l(a)	-28.0044	"[[""-l(a)"", -28.0044], [""-r(a)"", -28.0044], [""-Ø"", -29.9981], [""-nu"", -31.3125], [""-na"", -31.3125], ["")na"", -31.3125], [""-le"", -31.3125], ["")le"", -31.3125], ["")nu"", -31.3125], [""-s(i)"", -32.6217]]"
aiΘu	-Ø	-10.9467	"[[""-Ø"", -10.9467], [""-s"", -14.4053], ["")s"", -14.4053], [""-u"", -14.4053], [""-ke"", -14.5247], [""-ka"", -14.5247], [""-le"", -14.5247], ["")le"", -14.5247], ["")ke"", -14.5247], [""-na"", -14.5247]]"
aiΘuj	-Ø	-13.9506	"[[""-Ø"", -13.9506], [""-s"", -17.5387], [""-u"", -17.5387], ["")s"", -17.5387], ["")na"", -17.6191], ["")nu"", -17.6191], ["")ke"", -17.6191], [""-ka"", -17.6191], [""-le"", -17.6191], [""-ke"", -17.6191]]"
aiΘuja	-Ø	-17.0572	"[[""-Ø"", -17.0572], [""-s"", -20.7328], [""-u"", -20.7328], ["")s"", -20.7328], [""-l(a)"", -20.7329], [""-s(i)"", -20.7329], [""-r(a)"", -20.7329], [""-ka"", -20.7824], ["")nu"", -20.7824], ["")ke"", -20.7824]]"
aiΘut	-Ø	-13.9506	"[[""-Ø"", -13.9506], [""-le"", -15.4014], [""-na"", -15.4014], [""-nu"", -15.4014], ["")na"", -15.4014], ["")nu"", -15.4014], ["")le"", -15.4014], [""ʃur"", -16.0405], [""ker"", -16.0405], [""θal"", -16.0405]]"
aiΘuti	-Ø	-17.0572	"[[""-Ø"", -17.0572], [""-l(a)"", -17.5932], [""-r(a)"", -17.5932], ["")na"", -18.2489], [""-nu"", -18.2489], [""-na"", -18.2489], [""-le"", -18.2489], ["")nu"", -18.2489], ["")le"", -18.2489], [""ker"", -19.5459]]"
